aor|apprehension_landmark|n
NOL|CAP - SHELBY CO CORRECTION CENTER (PENAL FARM) TN STATE|144
NOL|CAP - SHELBY COUNTY JAIL TN STATE|357
NOL|CAP - SHELBY COUNTY JAIL, AL STATE|93
NOL|CAP - ST. CLAIR COUNTY JAIL, AL STATE|17
NOL|CAP - STATON CORRECTIONAL FACILITY - DOC - AL STATE|8
NOL|CAP - STREET ARREST MS STATE|26
NOL|CAP - STREET ARREST TN STATE|98
NOL|CAP - TALLADEGA COUNTY JAIL, AL STATE|21
NOL|CAP - TALLAPOOSSA COUNTY JAIL, AL STATE|13
NOL|CAP - TATE COUNTY JAIL MS STATE|18
NOL|CAP - TIPPAH COUNTY JAIL MS STATE|6
NOL|CAP - TIPTON COUNTY JAIL TN STATE|17
NOL|CAP - TISHOMINGO COUNTY JAIL MS STATE|22
NOL|CAP - TROY CITY, AL STATE|7
NOL|CAP - TUNICA COUNTY JAIL MS STATE|2
NOL|CAP - TUSCALOOSA COUNTY JAIL, AL STATE|82
NOL|CAP - TUTWILER PRISON FOR WOMEN - DOC - AL STATE|3
NOL|CAP - UNION COUNTY JAIL MS STATE|13
NOL|CAP - VENTRESS CORRECTIONAL FACILITY - DOC - AL STATE|2
NOL|CAP - WALKER COUNTY JAIL, AL STATE|21
NOL|CAP - WEAKLEY COUNTY JAIL TN STATE|7
NOL|CAP - WEST TENNESSEE DETENTION FACILITY (MASON) TN STATE|21
NOL|CAP - WEST TENNESSEE STATE PENITENTIARY TN STATE|9
NOL|CAP - WHITEVILLE CORRECTIONAL FACILITY TN STATE|19
NOL|CAP - WINSTON COUNTY JAIL, AL STATE|4
NOL|CAP-STREET ARREST AR STATE FAYETTEVILLE|17
NOL|CAP-STREET ARREST FORT SMITH AR STATE|55
NOL|CAP-STREET ARREST TEXARKANA AR STATE|7
NOL|CARLISLE POLICE DEPARTMENT|1
NOL|CARROL COUNTY, MS|2
NOL|CARROLL COUNTY JAIL|46
NOL|CARROLL COUNTY PROBATION AND PAROLE|2
NOL|CARTER COUNTY JAIL, TN|11
NOL|CATAHOULA PARISH JAIL|1
NOL|CAX GENERAL AREA, NON-SPECIFIC|1
NOL|CDC GENERAL AREA, NON-SPECIFIC|3
NOL|CENTRAL MISSISSIPPI CORRECTIONAL FACILITY|2
NOL|CHEATHAM COUNTY JAIL, TN|23
NOL|CHICKASAW COUNTY, MS|6
NOL|CHIFUGITIVE OPERATIONS|1
NOL|CHOCTAW COUNTY JAIL, AL|1
NOL|CLADOC|1
NOL|CLAIBORNE COUNTY JAIL, TN|3
NOL|CLARKE COUNTY JAIL, AL|1
NOL|CLAY COUNTY JAIL, TN|1
NOL|CLEBURNE COUNTY JAIL|15
NOL|CMF VACAVILLE|1
NOL|CNG GENERAL AREA, NON-SPECIFIC|687
NOL|COCKE COUNTY JAIL, TN|13
NOL|COFFEE COUNTY JAIL, TN|39
NOL|COLUMBIA COUNTY JAIL|1
NOL|CONWAY COUNTY JAIL|4
NOL|COPIAH COUNTY, MS|18
NOL|COVINGTON COUNTY JAIL, MS|1
NOL|CRAIGHEAD COUNTY JAIL|81
NOL|CRAWFORD COUNTY JAIL|4
NOL|CROOK COUNTY JAIL|1
NOL|CROSS COUNTY JAIL|2
NOL|CSP SOLANO|1
NOL|CUMBERLAND COUNTY JAIL, TN|6
NOL|DALLAS COUNTY GENERAL AREA|2
NOL|DALLAS COUNTY JAIL|4
NOL|DALLAS COUNTY JAIL, AL|1
NOL|DAPHNE PD, AL|3
NOL|DAVIDSON COUNTY JAIL, TN|696
NOL|DEKALB COUNTY JAIL, TN|3
NOL|DESOTO COUNTY, MS|1
NOL|DICKSON COUNTY JAIL, TN|40
NOL|DIXON CORRECTIONAL CENTER|4
NOL|DNA GENERAL AREA, NON-SPECIFIC|1
NOL|DO NOT USE|19
NOL|DREW COUNTY JAIL|2
NOL|EAST BATON ROUGE PARISH PRISON|254
NOL|EAST BATON ROUGE PARRISH SHERRIF'S OFFICE, LA|3
NOL|EAST HUNT CORRECTIONAL CENTER|4
NOL|EASTERN CORRECTIONAL INSTITUTION|1
NOL|ELP GENERAL AREA, NON-SPECIFIC|1
NOL|ESCAMBIA COUNTY JAIL, AL|23
NOL|ESCAMBIA COUNTY JAIL, FL|347
NOL|ESCAMBIA COUNTY, FL COMMUNITY CORR AND MISD PROBATION|12
NOL|ETW GENERAL AREA, NON-SPECIFIC|445
NOL|FAIRHOPE PD, AL|9
NOL|FAULKNER COUNTY JAIL|65
NOL|FAULKNER COUNTY PROBATION-CONWAY OFFICE|1
NOL|FAYETTVILLE ICE OFFICE|162
NOL|FEDERAL CORRECTIONAL INSTITUTE - ALICEVILLE, AL|9
NOL|FEDERAL CORRECTIONAL INSTITUTE - MANCHESTER|1
NOL|FEDERAL CORRECTIONAL INSTITUTE - OAKDALE|2
NOL|FEDERAL CORRECTIONAL INSTITUTE - YAZOO CITY|3
NOL|FEDERAL CORRECTIONAL INSTITUTE POLLOCK (MEDIUM)|44
NOL|FEDERAL CORRECTIONAL INSTITUTE YAZOO CITY (MEDIUM)|47
NOL|FEDERAL DETENTION CENTER - OAKDALE|10
NOL|FLORIDA PROBATION & PAROLE - 013|1
NOL|FLORIDA PROBATION & PAROLE - 014|2
NOL|FLORIDA PROBATION & PAROLE - 015 (PENSACOLA WEST)|3
NOL|FOLEY PD, AL|129
NOL|FORREST COUNTY ADULT DETENTION CENTER, MS|135
NOL|FORREST COUNTY CWC (COMMUNITY WORK CENTER), MS|1
NOL|FORREST COUNTY, MS|3
NOL|FORT SMITH ICE OFFICE|21
NOL|FRANKLIN COUNTY JAIL|7
NOL|FRANKLIN COUNTY JAIL, TN|26
NOL|FRANKLIN COUNTY PROBATION-OZARK OFFICE|1
NOL|FRANKLIN PARISH JAIL|2
NOL|FUGITIVE OPERATIONS AR ARKANSAS|358
NOL|FUGITIVE OPERATIONS MS STATE|201
NOL|FUGITIVE OPERATIONS TN STATE|1077
NOL|FUGITIVE OPERATIONS, AL STATE|1020
NOL|FUGOP NON-FUGITIVE|1
NOL|FULTON COUNTY JAIL|1
NOL|GADSDEN, AL|1
NOL|GARLAND COUNTY JAIL|27
NOL|GARLAND COUNTY PROBATION-HOT SPRINGS OFFICE|1
NOL|GEORGE COUNTY REGIONAL CORRECTIONAL FACILITY, MS|12
NOL|GILES COUNTY JAIL, TN|4
NOL|GRAINGER COUNTY JAIL, TN|15
NOL|GRANT COUNTY JAIL|1
NOL|GREENE COUNTY ADULT DETENTION CENTER, MS|1
NOL|GREENE COUNTY JAIL|1
NOL|GREENE COUNTY JAIL, TN|54
NOL|GRENADA COUNTY, MS|11
NOL|GRI GENERAL AREA, NON-SPECIFIC|3
NOL|GRUNDY COUNTY JAIL, TN|3
NOL|GUL GENERAL AREA, NON-SPECIFIC|86
NOL|GULF SHORES PD, AL|22
NOL|HAMBLIN COUNTY JAIL, TN|190
NOL|HAMILTON COUNTY JAIL, TN|289
NOL|HANCOCK COUNTY JAIL, MS|51
NOL|HARRISON COUNTY ADULT DETENTION FACILITY, MS|177
NOL|HAWKINS CENTER FOR MEN|5
NOL|HAWKINS COUNTY JAIL, TN|9
NOL|HEMPSTEAD COUNTY JAIL|22
NOL|HICKMAN COUNTY JAIL, TN|13
NOL|HINDS COUNTY, MS|154
NOL|HLG GENERAL AREA, NON-SPECIFIC|2
NOL|HOLMES COUNTY, MS|2
NOL|HOT SPRING COUNTY JAIL|4
NOL|HOT SPRINGS COUNTY JAIL|4
NOL|HOUSTON COUNTY JAIL, TN|1
NOL|HOUSTON, NORTHWEST SIDE|1
NOL|HOWARD COUNTY JAIL|4
NOL|HUMPREYS COUNTY JAIL, TN|2
NOL|IBERVILLE PARISH JAIL|4
NOL|INDEPENDENCE COUNTY JAIL|34
NOL|INDEPENDENCE COUNTY PROBATION-BATESVILLE OFFICE|1
NOL|JACKSON COUNTY ADULT DETENTION CENTER, MS|54
NOL|JACKSON COUNTY JAIL|10
NOL|JACKSON COUNTY JAIL, TN|4
NOL|JACKSON PARISH JAIL|4
NOL|JAK GENERAL AREA, NON-SPECIFIC|204
NOL|JASPER COUNTY JAIL, MS|6
NOL|JASPER COUNTY, MS|1
NOL|JEFFERSON COUNTY JAIL|9
NOL|JEFFERSON COUNTY JAIL, BIRMINGHAM, AL|8
NOL|JEFFERSON COUNTY JAIL, TN|108
NOL|JEFFERSON COUNTY, MS|1
NOL|JEFFERSON DAVIS COUNTY JAIL, MS|1
NOL|JEFFERSON DAVIS PARISH JAIL|2
NOL|JEFFERSON PARISH, LA|682
NOL|JNA GENERAL AREA, NON-SPECIFIC|1507
NOL|JOHNSON COUNTY JAIL|39
NOL|JOHNSON COUNTY JAIL, TN|15
NOL|JOHNSON COUNTY PROBATION-CLARKSVILLE OFFICE|1
NOL|JONES COUNTY ADULT DETENTION CENTER, MS|63
NOL|JONES COUNTY, MS|4
NOL|KEMPER COUNTY, MS|1
NOL|KENNER, LA|105
NOL|KIRKLAND STATE PRISON, SC|1
NOL|KNOX COUNTY JAIL, TN|311
NOL|KNX GENERAL AREA, NON-SPECIFIC|400
NOL|KROTZ SPRINGS CITY JAIL|1
NOL|LAF GENERAL AREA, NON-SPECIFIC|206
NOL|LAFAYETTE COUNTY JAIL|4
NOL|LAFAYETTE COUNTY, MS|15
NOL|LAFAYETTE PARISH JAIL|1
NOL|LAFOURCHE PARISH, LA|33
NOL|LAK GENERAL AREA, NON-SPECIFIC|54
NOL|LAMAR COUNTY ADULT DETENTION CENTER, MS|48
NOL|LAMAR COUNTY, MS|5
NOL|LASALLE DETENTION FACILITY (JENA)|791
NOL|LAUDERDALE COUNTY, MS|29
NOL|LAWRENCE COUNTY JAIL, MS|1
NOL|LAWRENCE COUNTY JAIL, TN|7
NOL|LEAKE COUNTY CORRECTIONAL FACILITY, MS|77
NOL|LEE COUNTY, MS|6
NOL|LEFLORE COUNTY, MS|4
NOL|LINCOLN COUNTY JAIL, TN|12
NOL|LINCOLN, COUNTY, MS|2
NOL|LITTLE RIVER COUNTY JAIL|2
NOL|LIVINGSTON PARISH PRISON|35
NOL|LOGAN COUNTY JAIL|9
NOL|LOGAN COUNTY PROBATION-BOONEVILLE OFFICE|3
NOL|LONOKE CITY JAIL|3
NOL|LONOKE COUNTY JAIL|10
NOL|LONOKE COUNTY PROBATION-LONOKE OFFICE|1
NOL|LOUDON COUNTY JAIL, TN|113
NOL|LOUISIANA CORRECTIONAL INSTITUTION FOR WOMEN|2
NOL|LOUISIANA STATE PENITENTIARY - ANGOLA|4
NOL|LOWNDES COUNTY JAIL, HAYNEVILLE, AL|1
NOL|LOWNDES COUNTY, MS|21
NOL|LRA CAP STREET ARREST|48
NOL|LRA GENERAL AREA, NON-SPECIFIC|339
NOL|LRA OFFICE ARREST|69
NOL|MACON COUNTY JAIL, TN|42
NOL|MADISON COUNTY JAIL, HUNTSVILLE, AL|14
NOL|MADISON COUNTY, MS|316
NOL|MADISON PARISH JAIL|3
NOL|MARENGO COUNTY JAIL, AL|2
NOL|MARION COUNTY JAIL, TN|22
NOL|MARION/WALTHALL CORRECTIONAL FACILITY, MS|3
NOL|MAURY COUNTY JAIL, TN|59
NOL|MCKEAN COUNTY PRISON|2
NOL|MCMINN COUNTY JAIL, TN|21
NOL|MEIGS COUNTY JAIL, TN|1
NOL|MEM GENERAL AREA, NON-SPECIFIC|327
NOL|MEMPHIS ERO OFFICE|332
NOL|MGA GENERAL AREA, NON-SPECIFIC|397
NOL|MIA GENERAL AREA, NON-SPECIFIC|1
NOL|MIAMI DADE COUNTY JAIL METRO WEST|1
NOL|MIAMI METROPOLITAN DETENTION FACILITY|1
NOL|MILLER COUNTY JAIL|17
NOL|MINDEN PROBATION AND PAROLE OFFICE|2
NOL|MISSISSIPPI DOC BAY ST LOUIS (PROBATION)|1
NOL|MISSISSIPPI DOC BILOXI (PROBATION)|1
NOL|MISSISSIPPI DOC GULFPORT (PROBATION)|2
NOL|MISSISSIPPI DOC HATTIESBURG (PROBATION)|2
NOL|MISSISSIPPI DOC PASCAGOULA (PROBATION)|1
NOL|MISSISSIPPI STATE PENITENTIARY|4
NOL|MOA GENERAL AREA, NON-SPECIFIC|61
NOL|MOBILE AL ERO AT LARGE ARREST|62
NOL|MOBILE METRO JAIL, AL|143
NOL|MOBILE, AL GENERAL NON-SPECIFIC AOR|32
NOL|MONROE COUNTY JAIL|1
NOL|MONROE COUNTY JAIL, TN|20
NOL|MONROE COUNTY, MS|3
NOL|MONROE PROBATION AND PAROLE OFFICE|1
NOL|MONTGOMERY COUNTY JAIL|2
NOL|MONTGOMERY COUNTY JAIL, TN|74
NOL|MONTGOMERY GENERAL AREA, AL STATE|13
NOL|MOORE COUNTY JAIL, TN|2
NOL|MORGAN COUNTY JAIL, DECATUR, AL|4
NOL|MORGAN COUNTY TDOC|20
NOL|"NATCHITOCHES PARISH JAIL"|8
NOL|NDD - 26 FEDERAL PLAZA NY, NY|1
NOL|NESHOBA COUNTY, MS|5
NOL|NEVADA COUNTY JAIL|4
NOL|NEWTON COUNTY JAIL|1
NOL|NEWTON COUNTY, MS|8
NOL|NOL GENERAL AREA, NON-SPECIFIC|1635
NOL|NORTHEAST CORRECTIONAL TDOC|15
NOL|NSV GENERAL AREA, NON-SPECIFIC|985
NOL|OAK GENERAL AREA, NON-SPECIFIC|1471
NOL|OAKDALE CITY JAIL|4
NOL|OCEAN SPRINGS PD, MS|3
NOL|OKALOOSA COUNTY DOC, FL|336
NOL|OKALOOSA COUNTY, FL PROBATION - JUDICIAL CORR SERVICES|9
NOL|OKTIBBEHA COUNTY, MS|4
NOL|OLD|21
NOL|ORANGE BEACH PD, AL|5
NOL|OREGON STATE PENTENTIARY (OSP)|1
NOL|ORLEANS PARISH, LA|86
NOL|OUACHITA COUNTY JAIL|1
NOL|OUACHITA PARISH JAIL|5
NOL|OVERTON COUNTY JAIL, TN|1
NOL|PEARL RIVER COUNTY JAIL, MS|18
NOL|PEARL RIVER COUNTY, MS|5
NOL|PERRY COUNTY JAIL, MS|1
NOL|PHELPS CORRECTIONAL CENTER|1
NOL|PIC GENERAL AREA, NON-SPECIFIC|1
NOL|PICAYUNE PD, MS|5
NOL|PIKE COUNTY JAIL|6
NOL|PIKE COUNTY JAIL, MS|1
NOL|PIKE COUNTY, MS|24
NOL|PINE BLUFF UNIT|17
NOL|PINE PRAIRIE CORRECTIONAL CENTER|4
NOL|POINSETT COUNTY JAIL|9
NOL|POINT COUPEE PARISH PRISON|1
NOL|POLK COUNTY IOWA|1
NOL|POLK COUNTY JAIL|6
NOL|POLK COUNTY JAIL, TN|2
NOL|POLLOCK|74
NOL|PONTOTOC COUNTY, MS|5
NOL|POPE COUNTY JAIL|53
NOL|POPE COUNTY PROBATION-RUSSELLVILLE OFFICE|7
NOL|PRAIRIE COUNTY JAIL|7
NOL|PULASKI COUNTY JAIL|119
NOL|PULASKI COUNTY PROBATION AND PAROLE|3
NOL|PUTNAM COUNTY JAIL, TN|41
NOL|RANDOLPH COUNTY JAIL|2
NOL|RANKIN COUNTY, MS|432
NOL|RAPIDES PARISH JAIL|34
NOL|RAPIDES PARISH SHERIFF'S OFFICE|14
NOL|RHEA COUNTY JAIL, TN|55
NOL|RIVER CORRECTIONAL CENTER (CONCORDIA #2)|2
NOL|ROANE COUNTY JAIL, TN|4
NOL|ROBERTSDALE PD, AL|26
NOL|ROBERTSON COUNTY JAIL, TN|75
NOL|RUTHERFORD COUNTY JAIL, TN|345
NOL|S.C.I NEW JERSEY STATE PRISON|1
NOL|SABINE PARISH JAIL|2
NOL|SAINT FRANCIS COUNTY JAIL|4
NOL|SALINE COUNTY JAIL|95
NOL|SALINE COUNTY PROBATION-BENTON OFFICE|1
NOL|SANTA ROSA COUNTY JAIL, FL|28
NOL|SANTA ROSA COUNTY, FL PROBATION DEPT|8
NOL|SARALAND PD, AL|2
NOL|SBD GENERAL AREA, NON-SPECIFIC|1
NOL|SCOTLANDVILLE GENERAL AREA, NON-SPECIFIC|1
NOL|SCOTT COUNTY JAIL|8
NOL|SCOTT COUNTY, MS|148
NOL|SEBASTIAN COUNTY JAIL|147
NOL|SEQUATCHIE COUNTY JAIL, TN|17
NOL|SEVIER COUNTY JAIL|57
NOL|SEVIER COUNTY JAIL, TN|287
NOL|SHARKEY COUNTY, MS|1
NOL|SHREVEPORT RAC|1
NOL|SIMPSON COUNTY, MS|22
NOL|SMITH COUNTY JAIL, TN|15
NOL|SMITH COUNTY, MS|3
NOL|SOUTH LOUISIANA CORRECTIONAL CENTER|2
NOL|SOUTH MISSISSIPPI CORRECTIONAL INSTITUTE|17
NOL|SOUTHEAST TN REGIONAL TDOC|3
NOL|SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)|1
NOL|SPRINDALE CITY JAIL|102
NOL|ST HELENA PARISH JAIL|3
NOL|ST. BERNARD PARISH, MS|86
NOL|ST. CHARLES PARISH, LA|112
NOL|ST. JAMES PARISH, LA|1
NOL|ST. JOHN THE BAPTIST PARISH, LA|30
NOL|ST. MARY PARISH, LA|49
NOL|ST. TAMMANY PARISH, LA|219
NOL|STEWART COUNTY JAIL, TN|1
NOL|STONE COUNTY JAIL, MS|3
NOL|STONE COUNTY REGIONAL CORRECTIONAL FACILITY, MS|45
NOL|SULLIVAN COUNTY JAIL, TN|49
NOL|SUMNER COUNTY JAIL, TN|154
NOL|SUNFLOWER COUNTY, MS|4
NOL|SURRENDER AT OAK SUB-OFFICE|2
NOL|SW ARKANSAS CORRECTIONAL UNIT (SWAC) TEXARKANA|19
NOL|TAFT COMMUNITY CORRECTIONAL FACILITY|1
NOL|TAL GENERAL AREA, NON-SPECIFIC|2
NOL|TALLAHATCHIE COUNTY CORRECTIONAL FACILITY, MS|10
NOL|TALLAHATCHIE COUNTY, MS|85
NOL|TANGIPAHOA PARISH, LA|49
NOL|TERRABONE PARISH, LA|101
NOL|TEXARKANA ICE OFFICE|1
NOL|TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO|2
NOL|TISHOMINGO COUNTY, MS|1
NOL|TN DEPT. OF CORRECTIONS - CHARLES BASS COMPLEX|1
NOL|TN DEPT. OF CORRECTIONS - LOS DEBERRY SPECIAL|3
NOL|TN DEPT. OF CORRECTIONS - PRISON FOR WOMEN|2
NOL|TN DEPT. OF CORRECTIONS - RIVERBEND MAX|2
NOL|TN DEPT. OF CORRECTIONS - SOUTH CENTRAL COMPLEX|18
NOL|TN DEPT. OF CORRECTIONS - TURNEY CENTER|16
NOL|TN HIGHWAY PATROL|1
NOL|TODD COUNTY DETENTION CENTER, MN|1
NOL|TROUSDALE COUNTY JAIL, TN|6
NOL|TXA GENERAL AREA, NON-SPECIFIC|33
NOL|U.S. MARSHALS|6
NOL|UNICOI COUNTY JAIL, TN|11
NOL|UNION COUNTY JAIL|40
NOL|UNION COUNTY JAIL, TN|3
NOL|UNION COUNTY, MS|1
NOL|UNITED STATES PENITENTIARY - POLLOCK|8
NOL|US PROBATION OFFICE - PENSACOLA, FL|1
NOL|US-MARSHALL MIDDLE DISTRICT MONTGOMERY AL STATE|8
NOL|USBOP CI-MOSHANNON VALLEY|4
NOL|USMS NW DIST FL PENSACOLA|7
NOL|USMS SOUTHERN DIST AL MOBILE, AL|1
NOL|VAN BUREN COUNTY JAIL|9
NOL|VAN BUREN COUNTY JAIL, TN|3
NOL|VERNON PARISH JAIL|1
NOL|VVS GENERAL AREA, NON-SPECIFIC|267
NOL|WALTHALL COUNTY, MS|1
NOL|WALTON COUNTY DOC, FL|37
NOL|WARREN COUNTY JAIL, TN|33
NOL|WARREN COUNTY, MS|4
NOL|WASHINGTON COUNTY 287(G)|122
NOL|WASHINGTON COUNTY 287G JAIL ENFORCEMENT OFFICER|13
NOL|WASHINGTON COUNTY JAIL|153
NOL|WASHINGTON COUNTY JAIL, AL|1
NOL|WASHINGTON COUNTY JAIL, TN|107
NOL|WASHINGTON COUNTY, MS|5
NOL|WAYNE COUNTY ADULT DETENTION CENTER, MS|6
NOL|WAYNE COUNTY JAIL, TN|2
NOL|WEBDOC|3
NOL|WEST BATON ROUGE DETENTION CENTER|33
NOL|WHITE COUNTY JAIL|21
NOL|WHITE COUNTY JAIL, TN|7
NOL|WHITE COUNTY PROBATION-SEARCY AREA PROBATION|2
NOL|WILKINSON COUNTY CORRECTIONAL CENTER, MS|1
NOL|WILLIAMSON COUNTY JAIL, TN|63
NOL|WILSON COUNTY JAIL, TN|48
NOL|WINSTON COUNTY, MS|3
NOL|WOODRUFF COUNTY JAIL|1
NOL|XJA GENERAL AREA, NON-SPECIFIC|4
NOL|XLR GENERAL AREA, NON-SPECIFIC|1
NOL|XNV GENERAL AREA, NON-SPECIFIC|1
NOL|YELL COUNTY JAIL|11
NOL|NA|312
NYC|AIBONITO, PR/ BOOKING STATION|1
NYC|AIRWAY HEIGHTS|1
NYC|ALLENWOOD FUGITIVE OPERATIONS|1
NYC|ATD NY STATE|127
NYC|BOP BROOKLYN|25
NYC|BOP MANHATTAN|5
NYC|BTN GENERAL AREA, NON-SPECIFIC|1
NYC|BUFFALO GENERAL - DO NOT USE|2
NYC|CAP - AMKC - ANNA M. KROSS CENTER NY STATE|11
NYC|CAP - BBKC - BERNARD B. KERIK COMPLEX NY STATE|3
NYC|CAP - BEACON POLICE DEPARTMENT, NY STATE|1
NYC|CAP - BEDFORD CORRECTIONAL FACILITY NY STATE|2
NYC|CAP - BEDFORD POLICE DEPARTMENT NY STATE|3
NYC|CAP - BLOOMING GROVE TOWN POLICE DEPARTMENT, NY STATE|1
NYC|CAP - BOP - METROPOLITAN DETENTION CENTER - BROOKLYN NY STATE|2
NYC|CAP - BOP BROOKLYN NY STATE|353
NYC|CAP - BOP MANHATTAN NY STATE|55
NYC|CAP - BREWSTER POLICE DEPARTMENT, NY STATE|33
NYC|CAP - BRIARCLIFF MANOR VILLAGE POLICE DEPARTMENT NY STATE|2
NYC|CAP - BRONX CENTRAL BOOKING NY STATE|10
NYC|CAP - BROOKLYN CENTRAL BOOKING NY STATE|13
NYC|CAP - BROOKLYN CRIMINAL COURT NY STATE|10
NYC|CAP - CARMEL POLICE DEPARTMENT, NY STATE|4
NYC|CAP - CHESTER VILLAGE POLICE DEPARTMENT, NY STATE|4
NYC|CAP - CITY OF POUGHKEEPSIE POLICE DEPARTMENT NY STATE|12
NYC|CAP - CLARKSTOWN POLICE DEPARTMENT, NY STATE|11
NYC|CAP - COLD SPRING POLICE DEPARTMENT, NY STATE|3
NYC|CAP - CORNWALL TOWN POLICE DEPARTMENT, NY STATE|1
NYC|CAP - COUNTY, STATE, LEA REF NY STATE|21
NYC|CAP - CROTON ON HUDSON VILLAGE POLICE DEPARTMENT NY STATE|4
NYC|CAP - DOBBS FERRY VILLAGE POLICE DEPARTMENT NY STATE|2
NYC|CAP - DOWNSTATE CORRECTIONAL FACILITY NY STATE|26
NYC|CAP - DUTCHESS COUNTY JAIL NY STATE|99
NYC|CAP - DUTCHESS COUNTY PROBATION NY STATE|22
NYC|CAP - DUTCHESS COUNTY SHERIFF NY STATE|12
NYC|CAP - EAST FISHKILL TOWN POLICE DEPARTMENT, NY STATE|3
NYC|CAP - EASTCHESTER TOWN POLICE DEPARTMENT NY STATE|3
NYC|CAP - ELMSFORD VILLAGE POLICE DEPARTMENT NY STATE|3
NYC|CAP - EMTC - ERIC M. TAYLOR CENTER NY STATE|15
NYC|CAP - FALLSBURG POLICE DEPARTMENT NY STATE|3
NYC|CAP - FISHKILL TOWN POLICE DEPARTMENT, NY STATE|1
NYC|CAP - FISHKILL VILLAGE POLICE DEPARTMENT, NY STATE|3
NYC|CAP - GMDC - GEORGE MOTCHAN DETENTION CENTER NY STATE|1
NYC|CAP - GOSHEN SECURE CENTER, JUVENILE FACILITY NY STATE|4
NYC|CAP - GOSHEN VILLAGE POLICE DEPARTMENT, NY STATE|2
NYC|CAP - GREENBURGH TOWN POLICE DEPARTMENT NY STATE|5
NYC|CAP - HARRISON TOWN POLICE DEPARTMENT NY STATE|8
NYC|CAP - HAVERSTRAW POLICE DEPARTMENT, NY STATE|6
NYC|CAP - HYDE PARK TOWN POLICE DEPARTMENT, NY STATE|4
NYC|CAP - IRVINGTON POLICE DEPARTMENT NY STATE|2
NYC|CAP - KINGSTON POLICE DEPARTMENT NY STATE|5
NYC|CAP - LEWIS|1
NYC|CAP - LEWISBORO TOWN POLICE DEPARTMENT NY STATE|1
NYC|CAP - LIBERTY POLICE DEPARTMENT NY STATE|4
NYC|CAP - LONG BEACH POLICE DEPARTMENT NY STATE|1
NYC|CAP - MAMARONECK VILLAGE POLICE DEPARTMENT NY STATE|11
NYC|CAP - MANHATTAN CRIMINAL COURT NY STATE|7
NYC|CAP - MIDDLETOWN CITY POLICE DEPARTMENT, NY STATE|20
NYC|CAP - MIDDLETOWN POLICE DEPARTMENT NY STATE|6
NYC|CAP - MONROE VILLAGE POLICE DEPARTMENT, NY STATE|9
NYC|CAP - MONTGOMERY VILLAGE POLICE DEPARTMENT, NY STATE|1
NYC|CAP - MONTICELLO POLICE DEPARTMENT NY STATE|2
NYC|CAP - MOUNT KISCO POLICE DEPARTMENT NY STATE|13
NYC|CAP - MOUNT VERNON CITY POLICE DEPARTMENT NY STATE|24
NYC|CAP - NASSAU COUNTY JAIL NY STATE|558
NYC|CAP - NASSAU COUNTY JUVENILE DETENTION CENTER NY STATE|7
NYC|CAP - NASSAU COUNTY POLICE NY STATE|311
NYC|CAP - NASSAU COUNTY PROBATION AND PAROLE NY STATE|1
NYC|CAP - NASSAU COUNTY SERRIFFS OFFICE NY STATE|1
NYC|CAP - NEW CASTLE TOWN POLICE DEPARTMENT NY STATE|1
NYC|CAP - NEW PALTZ POLICE DEPARTMENT NY STATE|6
NYC|CAP - NEW ROCHELLE POLICE DEPARTMENT NY STATE|20
NYC|CAP - NEW WINDSOR TOWN POLICE DEPARTMENT, NY STATE|3
NYC|CAP - NEW YORK COUNTY PROBATIONS, NY STATE|1
NYC|CAP - NEW YORK STATE PAROLE NY STATE|1
NYC|CAP - NEW YORK STATE POLICE NY STATE|12
NYC|CAP - NEWBURGH CITYPOLICE DEPARTMENT, NY STATE|53
NYC|CAP - NEWBURGH TOWN POLICE DEPARTMENT, NY STATE|13
NYC|CAP - NORTH CASTLE TOWN POLICE DEPARTMENT NY STATE|2
NYC|CAP - ORANGE COUNTY JAIL NY STATE|170
NYC|CAP - ORANGE COUNTY PROBATION NY STATE|30
NYC|CAP - ORANGE COUNTY SHERRIFF, NY STATE|4
NYC|CAP - ORANGETOWN POLICE DEPARTMENT, NY STATE|2
NYC|CAP - OSSINING TOWN POLICE DEPARTMENT NY STATE|8
NYC|CAP - OSSINING VILLAGE POLICE DEPARTMENT NY STATE|6
NYC|CAP - OTISVILLE FEDERAL CORRECTIONAL FACILITY NY STATE|50
NYC|CAP - PEEKSKILL POLICE DEPARTMENT NY STATE|17
NYC|CAP - PLATTEKILL POLICE DEPARTMENT NY STATE|1
NYC|CAP - PLEASANTVILLE POLICE DEPARTMENT NY STATE|4
NYC|CAP - PORT CHESTER VILLAGE POLICE DEPARTMENT NY STATE|38
NYC|CAP - PORT JERVIS CITY POLICE DEPARMENT, NY STATE|3
NYC|CAP - POUGHKEEPSIE TOWN POLICE NY STATE|5
NYC|CAP - PUTNAM COUNTY JAIL NY STATE|36
NYC|CAP - PUTNAM COUNTY PROBATION NY STATE|9
NYC|CAP - PUTNAM COUNTY SHERRIFFS DEPARTMENT, NY STATE|3
NYC|CAP - QUEENS CENTRAL BOOKING NY STATE|19
NYC|CAP - RAMAPO TOWN POLICE DEPARTMENT, NY STATE|20
NYC|CAP - RICHMOND COUNTY PROBATION, NY STATE|4
NYC|CAP - RIKERS ISLAND - PROBATION AND PAROLE NY STATE|2
