"","apprehension_landmark","total"
"4016","LIVINGSTON COUNTY SHERIFF",1
"4017","LIVINGSTON COUNTY SHERIFF'S OFFICE, IL",2
"4018","LIVINGSTON PARISH PRISON",35
"4019","LIVINGSTON, TEXAS",20
"4020","LIVONIA POLICE DEPARTMENT",2
"4021","LIVONIA, MICHIGAN",19
"4022","LLANO COUNTY JAIL, LLANO, TEXAS",30
"4023","LNB GENERAL AREA, NON-SPECIFIC",2
"4024","LOCUST GROVE, GA",3
"4025","LODI PD",9
"4026","LOGAN CORR. CENTER, IL (ILLINOIS DOC)",16
"4027","Logan County",3
"4028","LOGAN COUNTY DETENTION CENTER",1
"4029","LOGAN COUNTY DETENTION CTR, KY",7
"4030","LOGAN COUNTY JAIL",30
"4031","LOGAN COUNTY PROBATION-BOONEVILLE OFFICE",3
"4032","LOGAN COUNTY SHERIFF'S OFFICE, IL",1
"4033","LOGAN POLICE DEPARTMENT",1
"4034","LOGANVILLE, GA",14
"4035","LOM GENERAL AREA, NON-SPECIFIC",1075
"4036","LOMA, COLORADO",11
"4037","LOMPOC CITY JAIL",2
"4038","LONG BEACH POLICE DEPARTMENT, LONG BEACH, CA",4
"4039","LONG BEACH TOWNSHIP POLICE DEPARTMENT",1
"4040","LONG BRANCH PD",72
"4041","LONG COUNTY GA",2
"4042","LONG COUNTY, GA",1
"4043","LONGILL TWP PD",1
"4044","LONGWOOD GENERAL AREA",1
"4045","LONOKE CITY JAIL",3
"4046","LONOKE COUNTY JAIL",10
"4047","LONOKE COUNTY PROBATION-LONOKE OFFICE",1
"4048","LOOKOUT MOUNTAIN YOUTH SERVICES",1
"4049","LORAIN CORRECTIONAL INSTITUTION",22
"4050","LORAIN COUNTY JAIL",30
"4051","LOS ALAMOS COUNTY DETENTION CENTER",2
"4052","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",8610
"4053","LOS ANGELES COUNTY JAIL, LOS ANGELES, CA",664
"4054","LOS ANGELES, CA",2
"4055","LOS BANOS POLICE DEPARTMENT",4
"4056","LOS FRESNOS CITY JAIL, TX",6
"4057","LOS GENERAL AREA, NON-SPECIFIC",5
"4058","LOU GENERAL AREA, NON-SPECIFIC",219
"4059","LOUDON COUNTY JAIL, TN",113
"4060","LOUDOUN COUNTY JAIL - VA",309
"4061","LOUISA COUNTY JAIL, IA",4
"4062","LOUISIANA CORRECTIONAL INSTITUTION FOR WOMEN",2
"4063","LOUISIANA STATE PENITENTIARY - ANGOLA",4
"4064","LOUISVILLE CAP STREET ARREST",871
"4065","LOUISVILLE FUGITIVE OPS ARREST",1659
"4066","LOUISVILLE METRO CORRECTIONS, KY",561
"4067","LOUISVILLE, GA",2
"4068","LOVE COUNTY JAIL",14
"4069","LOVEJOY, GA",8
"4070","LOWELL DISTRICT COURT",31
"4071","LOWELL POLICE DEPT",5
"4072","LOWER TOWNSHIP POLICE DEPARTMENT",1
"4073","LOWNDES COUNTY JAIL, GA",47
"4074","LOWNDES COUNTY JAIL, HAYNEVILLE, AL",1
"4075","LOWNDES COUNTY, GA",2
"4076","LOWNDES COUNTY, MS",21
"4077","LRA CAP STREET ARREST",48
"4078","LRA GENERAL AREA, NON-SPECIFIC",353
"4079","LRA OFFICE ARREST",69
"4080","LRD GENERAL AREA, NON-SPECIFIC",1132
"4081","LTV GENERAL AREA, NON-SPECIFIC",361
"4082","LUBBOCK COUNTY JAIL",186
"4083","LUBBOCK COUNTY SHERIFF'S OFFICE",66
"4084","LUBBOCK POLICE DEPARTMENT",3
"4085","LUBBOCK TEXAS FUG OPS AOR",55
"4086","LUCAS COUNTY IOWA",1
"4087","LUCAS COUNTY JAIL",13
"4088","Lucas County, OH",45
"4089","LUCE COUNTY JAIL, NEWBERRY, MI",1
"4090","LUDOWICI, GA",1
"4091","LUFKIN, TX",12
"4092","LUMBERTON POLICE DEPARTMENT",1
"4093","LUMPKIN COUNTY, GA",6
"4094","LUMPKIN, GA (DAWSON COUNTY)",1
"4095","LUMPKIN, GA (STEWART COUNTY)",7
"4096","LUNA COUNTY DETENTION CENTER",5
"4097","LUNENBURG CORRECTIONAL CENTER-VA",5
"4098","LUZERNE COUNTY CORRECTIONAL FACILITY",80
"4099","LUZERNE COUNTY PROBATION",30
"4100","LVD GENERAL AREA, NON-SPECIFIC",24
"4101","LVG GENERAL AREA, NON-SPECIFIC",1561
"4102","LYCOMING COUNTY PRISON",3
"4103","LYCOMING COUNTY PROBATION",1
"4104","LYNCHNER STATE JAIL, TEXAS DEPT OF CRIMINAL JUSTICE",1
"4105","LYNDHURST PD",6
"4106","LYNN DISTRICT COURT",39
"4107","LYNN POLICE DEPARTMENT",6
"4108","LYNNWOOD CITY JAIL",6
"4109","LYNWOOD CRDF LOS ANGELES COUNTY SHERIFF'S DEPT",8
"4110","LYON COUNTY JAIL, IA",1
"4111","LYON COUNTY LAW ENFORCEMENT CENTER, MN",9
"4112","LYON COUNTY SHERIFFS OFFICE KANSAS",14
"4113","LYONS, GA",1
"4114","MACDOUGALL CORRECTIONAL INSTITUTION",12
"4115","MACDOUGALL CORRECTIONAL INSTITUTION, SUFFIELD, CT",4
"4116","MACKINAC COUNTY JAIL, ST. IGNACE, MI",1
"4117","MACLAREN YOUTH CORRECTIONS FACILITY",12
"4118","MACOMB CORRECTIONAL FACILITY, NEW HAVEN, MI",16
"4119","MACOMB COUNTY JAIL, MT. CLEMENS, MI",44
"4120","MACOMB, MICHIGAN",25
"4121","MACON COUNTY JAIL",8
"4122","MACON COUNTY JAIL, TN",42
"4123","MACON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",4
"4124","MACON COUNTY SHERIFF'S OFFICE, IL",1
"4125","MACON COUNTY, GA",2
"4126","MACON COUNTY, NC",5
"4127","MACON PROBATION OFFICE",1
"4128","MACON, GA",11
"4129","MADERA COUNTY",32
"4130","MADERA COUNTY JAIL",74
"4131","MADERA COUNTY PROBATION",1
"4132","MADERA COUNTY SHERIFF'S DEPARTMENT",1
"4133","MADERA POLICE DEPARTMENT",1
"4134","MADISON COUNTY",4
"4135","MADISON COUNTY DETENTION CTR, KY",20
"4136","MADISON COUNTY IOWA",2
"4137","MADISON COUNTY JAIL",1
"4138","MADISON COUNTY JAIL ID",31
"4139","MADISON COUNTY JAIL, HUNTSVILLE, AL",14
"4140","MADISON COUNTY JAIL, MADISONVILLE, TX",29
"4141","MADISON COUNTY MISDEMEANOR PROBATION OFFICE ID",2
"4142","MADISON COUNTY PROBATION, MADISONVILLE, TX",2
"4143","Madison County Sheriff",1
"4144","MADISON COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",26
"4145","MADISON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",3
"4146","MADISON COUNTY SHERIFF'S OFFICE, INDIANA",21
"4147","MADISON COUNTY, GA",5
"4148","MADISON COUNTY, MS",316
"4149","MADISON COUNTY, NC",1
"4150","MADISON HEIGHTS, MICHIGAN",13
"4151","MADISON PARISH JAIL",3
"4152","MADISON PD",5
"4153","MADISON, GA",4
"4154","MADISONVILLE, TEXAS",7
"4155","MAGNOLIA POLICE DEPARTMENT",1
"4156","MAGNOLIA, TEXAS",12
"4157","MAHASKA COUNTY IOWA",6
"4158","MAHNOMEN COUNTY JAIL, MN",2
"4159","MAHONING COUNTY JAIL",22
"4160","MAHWAH PD",6
"4161","MAINE CORRECTIONAL CENTER, SOUTH WINHAM",6
"4162","MAINE STATE PRISON, WARREN",7
"4163","MAJOR COUNTY JAIL",2
"4164","MALDEN DISTRICT COURT",47
"4165","MALDEN POLICE DEPT",3
"4166","MALHEUR COUNTY JAIL OREGON",1
"4167","MALHEUR COUNTY MISDEMEANOR PROBATION OFFICE, OR",1
"4168","MALIBU/ LOST HILLS SHERIFFS DEPT, AGOURA, CA",2
"4169","MANALAPAN PD",1
"4170","MANASQUAN PD",4
"4171","MANCHESTER ICE OFFICE",47
"4172","MANCHESTER JUDICIAL MARSHAL'S LOCKUP",3
"4173","MANCHESTER POLICE DEPARTMENT, MISSOURI",2
"4174","MANCHESTER TOWNSHIP POLICE DEPARTMENT",1
"4175","MANCHESTER, CT",4
"4176","MANISTEE COUNTY JAIL, MANISTEE, MI",4
"4177","MANLIUS TOWN POLICE DEPARTMENT",9
"4178","MANSFIELD COUNTY JAIL",195
"4179","MANSFIELD TOWNSHIP POLICE DEPARTMENT",1
"4180","MANSFIELD TWP PD",1
"4181","MANSFIELD, CT",1
"4182","MANSON YOUTH INSTITUTION, CHESHIRE, CT",3
"4183","MANTECA POLICE DEPARTMENT",1
"4184","MANVEL POLICE DEPT, MONTGMERY COUNTY,TX",1
"4185","MANVILLE PD",5
"4186","MAPLE SHADE POLICE DEPARTMENT",5
"4187","MAPLEWOOD PD",1
"4188","MARENGO COUNTY JAIL, AL",2
"4189","MARGATE CITY POLICE DEPARTMENT",1
"4190","MARICOPA CITY POLICE DEPARTMENT",1
"4191","MARIETTA MUNICIPAL PROBATION",1
"4192","MARIETTA PROBATION OFFICE",3
"4193","MARIETTA, GA",126
"4194","MARIN COUNTY JAIL - CA",197
"4195","MARIN COUNTY SHERIFF'S DEPARTMENT",17
"4196","MARION COUNTY DETENTION CENTER",32
"4197","MARION COUNTY DETENTION CTR, KY",40
"4198","MARION COUNTY IOWA",6
"4199","MARION COUNTY JAIL",40
"4200","MARION COUNTY JAIL, GA",2
"4201","MARION COUNTY JAIL, TN",22
"4202","MARION COUNTY JUVENILE FACILITY",1
"4203","MARION COUNTY SHERIFF'S DEPARTMENT, MISSOURI",6
"4204","MARION COUNTY SHERIFF'S OFFICE, IL",1
"4205","MARION COUNTY SHERIFF'S OFFICE, INDIANAPOLIS, INDIANA",581
"4206","MARION COUNTY SHERIFFS OFFICE, MARION, KANSAS",3
"4207","MARION COUNTY, SC",1
"4208","MARION USP, IL (BOP)",7
"4209","MARION/WALTHALL CORRECTIONAL FACILITY, MS",3
"4210","MARIPOSE COUNTY",1
"4211","Markham PD, IL",1
"4212","MARLBORO COUNTY PROBATION & PAROLE OFFICE",1
"4213","MARLBORO COUNTY, SC",12
"4214","MARLBORO TWP PD",2
"4215","MARLBOROUGH DISTRICT COURT",20
"4216","MARLBOROUGH POLICE DEPT",9
"4217","MARLTON CITY",1
"4218","MARQUETTE COUNTY JAIL, MARQUETTE, MI",4
"4219","MARSHALL CO JAIL, BRITTON, SD",6
"4220","MARSHALL COUNTY IOWA",81
"4221","MARSHALL COUNTY JAIL",3
"4222","MARSHALL COUNTY SHERIFF'S OFFICE, INDIANA",14
"4223","MARSHALL POLICE DEPARTMENT",11
"4224","MARTIN COUNTY FUGITIVE OPERATIONS",1
"4225","MARTIN COUNTY JAIL",1
"4226","MARTIN COUNTY JAIL, MN",11
"4227","MARTINSVILLE CITY JAIL-VA",9
"4228","MARYLAND ADULT PROBATION AND PAROLE",57
"4229","MARYLAND CORRECTIONAL ADJUSTMENT CENTER",2
"4230","MARYLAND CORRECTIONAL INSTITUTION - HAGERSTOWN",131
"4231","MARYLAND CORRECTIONAL INSTITUTION - JESSUP",57
"4232","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN",6
"4233","MARYLAND HEIGHTS POLICE, DEPARTMENT, MISSOURI",4
"4234","MARYLAND RECEPTION DIAGNOSTIC & CLASSIFICATION CENTER",13
"4235","MARYLAND TRANSPORTATION AUTHORITY",1
"4236","MARYSVILLE CITY JAIL",20
"4237","MASON COUNTY DETENTION CTR, KY",10
"4238","MASON COUNTY JAIL",9
"4239","MASON COUNTY JAIL - TX1600000",4
"4240","MASON COUNTY JAIL, LUDINGTON, MI",13
"4241","MASSACHUSETTS ALCOHOL & TREATMENT CENTER",1
"4242","MASSACHUSETTS TREATMENT CENTER",19
"4243","MAT-SU PRETRIAL",3
"4244","MATAGORDA COUNTY JAIL, BAY CITY, TX",40
"4245","MATAGORDA COUNTY PROBATION, BAY CITY, TX",6
"4246","MATAGORDA COUNTY PROBATION,BAY CITY,TX",3
"4247","MATAWAN BOROUGH PD",6
"4248","MAUI COMMUNITY CORRECTIONAL CENTER",12
"4249","MAUI POLICE DEPARTMENT",4
"4250","MAUI PROBATION AND PAROLE",7
"4251","MAURY COUNTY JAIL, TN",59
"4252","MAVERICK COUNTY JAIL",9
"4253","MAYAGUEZ, PUERTO RICO",1
"4254","MAYES COUNTY JAIL",24
"4255","MAYWOOD PD",2
"4256","MCALLEN CITY JAIL, TX - TX1080800",48
"4257","MCC BOP",1
"4258","MCCLAIN COUNTY JAIL",20
"4259","MCCORMICK COUNTY, SC",4
"4260","MCCRACKEN COUNTY COUNTY JAIL, KY",24
"4261","MCCREARY COUNTY JAIL, KY",1
"4262","MCCULLOCH COUNTY JAIL, BRADY, TEXAS",7
"4263","MCCURTAIN COUNTY JAIL",2
"4264","MCDONALD COUNTY SHERIFFS OFFICE, MISSOURI",3
"4265","MCDONOUGH MUNICIPAL PROBATION",1
"4266","MCDONOUGH PROBATION OFFICE",2
"4267","MCDONOUGH, GA",16
"4268","MCDOWELL COUNTY JAIL",4
"4269","MCDOWELL COUNTY, NC",19
"4270","MCDUFFIE COUNTY, GA",3
"4271","MCFARLAND CCF",48
"4272","MCHENRY COUNTY SHERIFF'S OFFICE, IL",61
"4273","MCI CEDAR JUNCTION AT WALPOLE",44
"4274","MCI CONCORD",51
"4275","MCI FRAMINGHAM",38
"4276","MCI NORFOLK",51
"4277","MCI PLYMOUTH",1
"4278","MCI SHIRLEY MEDIUM/MAXIMUM",52
"4279","MCI SOUZA BARANOWSKI",13
"4280","MCI-BAY STATE CORRECTIONAL",2
"4281","MCINTOSH COUNTY JAIL",14
"4282","MCINTOSH COUNTY, GA",26
"4283","MCKEAN COUNTY PRISON",30
"4284","MCKENZIE COUNTY JAIL, ND",14
"4285","MCKINLEY COUNTY ADULT DETENTION CENTER, GALLUP, NM",2
"4286","MCKINNEY CITY JAIL",7
"4287","MCLEAN COUNTY SHERIFF'S OFFICE, IL",1
"4288","MCLENNAN COUNTY JAIL, WACO, TEXAS",434
"4289","MCLEOD COUNTY JAIL, MN",36
"4290","MCMINN COUNTY JAIL, TN",21
"4291","MCPHERSON COUNTY SHERIFFS OFFICE, MCPERSON, KANSAS",2
"4292","MCRAE FCI, MCRAE, GEORGIA",5
"4293","MCRAE FED, GA",480
"4294","MCRAE, GA",1
"4295","MD STATE POLICE",1
"4296","MDC GENERAL AREA, NON-SPECIFIC",4
"4297","MDM GENERAL AREA, NON-SPECIFIC",3
"4298","MEADE COUNTY JAIL, STURGIS, SD",8
"4299","MEADE COUNTY SHERIFFS OFFICE, MEADE, KANSAS",13
"4300","MECKLENBURG CO PROBATION E 4TH ST CLT",2
"4301","MECKLENBURG CO PROBATION EXEC CTR DRIVE",1
"4302","MECKLENBURG COUNTY JAIL",21
"4303","Mecklenburg County Jail 287G",6
"4304","MECKLENBURG COUNTY JAIL 287G",802
"4305","MECKLENBURG COUNTY JAIL-VA",1
"4306","MECKLENBURG COUNTY, NC",1605
"4307","MECOSTA COUNTY JAIL, BIG RAPIDS, MI",2
"4308","MED GENERAL AREA, NON-SPECIFIC",1
"4309","Medford CAP",9
"4310","Medford Fug Ops",96
"4311","Medford Non-Detained Docket",6
"4312","MEDFORD POLICE DEPARTMENT",8
"4313","MEDINA COUNTY JAIL",22
"4314","MEDINA COUNTY JAIL - TX - TX1630000",16
"4315","MEDINA COUNTY JAIL - TX1630000",1
"4316","MEEKER COUNTY JAIL, MN",12
"4317","MEEKER, CO",2
"4318","MEIGS COUNTY JAIL, TN",1
"4319","MELBOURNE, FL PROBATION AND PAROLE, FL DOC #181",15
"4320","MELVINDALE POLICE DEPARMENT",2
"4321","MELVINDALE, MICHIGAN",6
"4322","MEM GENERAL AREA, NON-SPECIFIC",329
"4323","MEMPHIS ERO OFFICE",332
"4324","MENARD CORR. CENTER, IL (ILLINOIS DOC)",3
"4325","MENARD COUNTY SHERIFF'S OFFICE, IL",1
"4326","MENDHAM PD",2
"4327","MENDOCINO COUNTY JAIL - CA",22
"4328","MENDOTA POLICE DEPARTMENT",6
"4329","MENOMINEE COUNTY JAIL, MENOMINEE, MI",1
"4330","MERCED COUNTY",39
"4331","MERCED COUNTY JAIL",88
"4332","MERCED COUNTY PROBATION DEPARTMENT",2
"4333","MERCED COUNTY SHERIFF'S DEPARTMENT",1
"4334","MERCED PAROLE UNIT",1
"4335","MERCEDES CITY JAIL, TX - TX1080900",4
"4336","MERCER COUNTY JAIL",12
"4337","MERCER COUNTY PROBATION",1
"4338","MERCER COUNTY SHERIFF",8
"4339","MERCER COUNTY, NEW JERSEY",137
"4340","MERIDEN JUDICIAL MARSHAL'S LOCKUP",3
"4341","MERIDEN, CT",21
"4342","MERIWETHER COUNTY, GA",4
"4343","MERRICK COUNTY JAIL, NE",2
"4344","MERRIMACK COUNTY DOC",7
"4345","MERRIMACK COUNTY NH",66
"4346","MESA COUNTY COURTHOUSE",5
"4347","MESA COUNTY JAIL",71
"4348","MESA VERDE CCF",4
"4349","MESQUITE CITY JAIL",160
"4350","MESQUITE CITY JAIL, UT",10
"4351","MESQUITE JAIL",1
"4352","MESQUITE, NEW MEXICO",1
"4353","METROPOLITAN CORRECTIONAL CENTER",567
"4354","METROPOLITAN DETENTION CENTER MDC, BERNALILLO COUNTY",15
"4355","METROPOLITAN DETENTION CENTER, LOS ANGELES, CA",33
"4356","METROPOLITAN TRANSITION CENTER",2
"4357","METUCHEN PD",5
"4358","MEW MILFORD PD",1
"4359","MGA GENERAL AREA, NON-SPECIFIC",399
"4360","MIA GENERAL AREA, NON-SPECIFIC",1639
"4361","MIAMI COUNTY JAIL",9
"4362","MIAMI COUNTY SHERIFFS OFFICE KANSAS",5
"4363","MIAMI DADE COUNTY JAIL METRO WEST",9
"4364","MIAMI DADE COUNTY JAIL TURNER GUILFORD KNIGHT (TGK)",161
"4365","MIAMI DADE COUNTY PRE TRIAL DETENTION CENTER",8
"4366","MIAMI DADE PROBATION NORTH OFFICE",1
"4367","MIAMI FUGITIVE OPERATIONS",752
"4368","MIAMI METROPOLITAN DETENTION FACILITY",1
"4369","MIAMI REFERRAL (CIS)",2
"4370","MICHIGAN REFORMATORY, IONIA, MI",1
"4371","MID GENERAL AREA, NON-SPECIFIC",603
"4372","MID-MICHIGAN CORRECTIONAL FACILITY, ST. LOUIS, MI",9
"4373","MIDDLE PENNINSULA REGIONAL JAIL-VA",4
"4374","MIDDLE RIVER REGIONAL JAIL - VA",45
"4375","MIDDLESEX COUNTY HOC",122
"4376","MIDDLESEX COUNTY JAIL",170
"4377","MIDDLESEX COUNTY LOCAL PD",32
"4378","MIDDLESEX SUPERIOR COURT",16
"4379","MIDDLETOWN CITY JAIL",6
"4380","MIDDLETOWN JUDICIAL MARSHAL'S LOCKUP",1
"4381","MIDDLETOWN TWP PD",6
"4382","MIDDLETOWN, CT",4
"4383","MIDDLETOWN, CT POLICE DEPARTMENT",2
"4384","MIDLAND COUNTY DETENTION CENTER",188
"4385","MIDLAND COUNTY JAIL, MIDLAND, MI",8
"4386","MIDLAND PARK PD",1
"4387","MIDLAND, MICHIGAN",1
"4388","MIDLOTHIAN POLICE DEPARTMENT",7
"4389","MIFFLIN COUNTY CORRECTIONAL FACILITY",10
"4390","MIL GENERAL AREA, NON-SPECIFIC",502
"4391","MILAM COUNTY JAIL CAMERON, TX",18
"4392","MILAM COUNTY JAIL,CAMERON,TX",12
"4393","MILFORD DISTRICT COURT",15
"4394","MILFORD POLICE DEPARTMENT - MILFORD, DE",1
"4395","MILFORD POLICE DEPT",11
"4396","MILFORD, CT",9
"4397","MILFORD, CT POLICE DEPARTMENT",1
"4398","MILLARD COUNTY JAIL - UT",38
"4399","MILLBURN PD",2
"4400","MILLE LACS COUNTY JAIL, MN",3
"4401","MILLEDGEVILLE, GA",7
"4402","MILLEN, GA",1
"4403","MILLER COUNTY JAIL",17
"4404","MILLER COUNTY JAIL, GA",1
"4405","MILLER COUNTY SHERIFFS OFFICE MISSOURI",9
"4406","MILLS COUNTY JAIL, IA",11
"4407","Mills County, TX At Large",2
"4408","Mills County, TX Jail",3
"4409","MILLTOWN PD",3
"4410","MILLVILLE POLICE",3
"4411","MILTON, GA",2
"4412","MINDEN PROBATION AND PAROLE OFFICE",2
"4413","MINER CO JAIL, HOWARD, SD",7
"4414","MINERAL WELLS POLICE DEPARTMENT",2
"4415","MINI-CASSIA COUNTY CRIMINAL JUSTICE CENTER ID",204
"4416","MINI-CASSIA CRIMINAL JUSTICE CENTER ID",2
"4417","MINIDOKA COUNTY MISDEMEANOR PROBATIOIN OFFICE ID",1
"4418","MINNEHAHA CO JAIL, SIOUX FALLS, SD",138
"4419","MIR GENERAL AREA, NON-SPECIFIC",8
"4420","Mira Mesa, CA",1
"4421","MISSAUKEE COUNTY JAIL, LAKE CITY, MI",27
"4422","MISSION CITY JAIL, TX - TX1081000",56
"4423","MISSISSIPPI COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"4424","MISSISSIPPI DOC BAY ST LOUIS (PROBATION)",1
"4425","MISSISSIPPI DOC BILOXI (PROBATION)",1
"4426","MISSISSIPPI DOC GULFPORT (PROBATION)",2
"4427","MISSISSIPPI DOC HATTIESBURG (PROBATION)",2
"4428","MISSISSIPPI DOC PASCAGOULA (PROBATION)",1
"4429","MISSISSIPPI STATE PENITENTIARY",4
"4430","MISSOULA COUNTY JAIL MT",6
"4431","MISSOURI CITY, TEXAS",3
"4432","MISSOURI PROBATION & PAROLE DISTRICT 10",2
"4433","MISSOURI PROBATION & PAROLE DISTRICT 43",5
"4434","MISSOURI PROBATION & PAROLE DISTRICT 9",3
"4435","MITCHELL COUNTY JAIL, GA",1
"4436","MITCHELL COUNTY JAIL, IA",3
"4437","MITCHELL COUNTY SHERIFFS OFFICE, BELOIT, KANSAS",3
"4438","MITCHELL COUNTY, NC",5
"4439","Mitchell County, TX At Large",13
"4440","Mitchell County, TX Jail",5
"4441","MLN GENERAL AREA, NON-SPECIFIC",427
"4442","MN CORR FACILITY - SHAKOPEE, MN",13
"4443","MN CORR FACILITY FARIBAULT, MN",144
"4444","MN CORR FACILITY MOOSE LAKE, MN",61
"4445","MN CORR FACILITY OAK PARK HEIGHTS, MN",3
"4446","MN CORR FACILITY RED WING JUVENILE, MN",2
"4447","MN CORR FACILITY RUSH CITY, MN",24
"4448","MN CORR FACILITY-LINO LAKES, MN",25
"4449","MN CORR FACILITY-ST. CLOUD, MN",20
"4450","MN CORR FACILITY, MN",28
"4451","MN OCRR FACILITY STILLWATER, MN",30
"4452","MN PROBATION - CO - 6 W COMM CORR - YELLOW MEDICINE CO - MONTEVIDEO, MN",2
"4453","MN PROBATION - CO - ANOKA CO COMM CORR - ANOKA, MN",1
"4454","MN PROBATION - CO - BROWN CO COURT SERV - NEW ULM, MN",1
"4455","MN PROBATION - CO - CARVER CO CRT SERV - CHASKA, MN",3
"4456","MN PROBATION - CO - DAKOTA CO COMM CORR - APPLE VALLEY, MN",2
"4457","MN PROBATION - CO - DODGE-FILLMORE-OLMSTED COMM CORR - OLMSTED CO - ROCHESTER, M",3
"4458","MN PROBATION - CO - DODGE/FILLMORE/OLMSTED COMM CORR - DODGE CO - ROCHESTER, MN",5
"4459","MN PROBATION - CO - FREEBORN CO CT SERV - ALBERT LEA, MN",2
"4460","MN PROBATION - CO - KANDIYOHI CO COMM CORR - WILLMAR, MN",6
"4461","MN PROBATION - CO - MOWER CO CORR SERV - AUSTIN, MN",2
"4462","MN PROBATION - CO - RAMSEY CO COMM CORR - W 7TH ST -ST PAUL, MN",2
"4463","MN PROBATION - CO - RICE CO COMM CORR - FARIBAULT, MN",1
"4464","MN PROBATION - CO - SCOTT COUNTY COURT SERV - SHAKOPEE, MN",3
"4465","MN PROBATION - CO - TODD-WADENA COMM CORR - TODD CO - LONG PRAIRIE MN",1
"4466","MN PROBATION - CO - WRIGHT CO COURT SERV - BUFFALO, MN",1
"4467","MN PROBATION - FED - FEDERAL COURTHOUSE - HENNEPIN CO - MPLS, MN",1
"4468","MN PROBATION - STATE - CENTRAL MN COMM CORR - AITKIN, MN",1
"4469","MN PROBATION - STATE - MN DEPT OF CORR - FARIBAULT CO - ALBERT LEA, MN",1
"4470","MN PROBATION - STATE - MN DEPT OF CORR - LYON CO - MARSHALL, MN",4
"4471","MN PROBATION - STATE - MN DEPT OF CORR - MCLEOD CO - CHASKA, MN",1
"4472","MN PROBATION - STATE - MN DEPT OF CORR - MOWER CO - ALBERT LEA, MN",1
"4473","MN PROBATION - STATE - MN DEPT OF CORR - WINONA CO - WINONA, MN",2
"4474","MN State Patrol",1
"4475","MOA GENERAL AREA, NON-SPECIFIC",61
"4476","MOBERLY CORRECTIONAL CENTER, MISSOURI DEPARTMENT OF CORRECTIONS",14
"4477","Mobile AL ERO   at large arrest",62
"4478","MOBILE METRO JAIL, AL",143
"4479","Mobile, AL General Non-specific AOR",32
"4480","MOCKSVILLE, NC",10
"4481","MOFFAT COUNTY JAIL, CRAIG, CO",15
"4482","MOHAVE COUNTY JAIL",106
"4483","MONETT POLICE DEPARTMENT, MISSOURI",2
"4484","MONITEAU COUNTY SHERIFFS OFFICE MISSOURI",6
"4485","MONMOUTH COUNTY JAIL",479
"4486","MONMOUTH COUNTY PROSECUTOR REFERRAL",1
"4487","MONO COUNTY",1
"4488","MONO COUNTY JAIL",2
"4489","MONROE COUNTY",12
"4490","MONROE COUNTY CORRECTION CTR, KY",2
"4491","MONROE COUNTY CORRECTIONAL FACILITY",1
"4492","MONROE COUNTY JAIL",21
"4493","MONROE COUNTY JAIL MARATHON FL",6
"4494","MONROE COUNTY JAIL, MONROE, MI",46
"4495","MONROE COUNTY JAIL, TN",20
"4496","MONROE COUNTY PRISON",52
"4497","MONROE COUNTY PROBATION",14
"4498","MONROE COUNTY SHERIFF",3
"4499","MONROE COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",2
"4500","MONROE COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"4501","MONROE COUNTY SHERIFF'S OFFICE, BLOOMINGTON, INDIANA",12
"4502","MONROE COUNTY, GA",4
"4503","MONROE COUNTY, MS",3
"4504","MONROE PROBATION AND PAROLE OFFICE",1
"4505","MONROE PROBATION OFFICE",1
"4506","MONROE SPECIAL OFFENDER UNIT",1
"4507","MONROE SPECIAL OFFENDERS UNIT (SOU)",1
"4508","MONROE TOWNSHIP POLICE DEPARTMENT",3
"4509","MONROE TWIN RIVERS UNIT (TRU)",22
"4510","MONROE TWP PD",6
"4511","MONROE WASHINGTON STATE REFORMATORY (WSR)",35
"4512","MONROE, CT",1
"4513","MONROE, GA",4
"4514","MONROE, MICHIGAN",18
"4515","MONTAGUE COUNTY SHERIFFS OFFICE",14
"4516","Montana State Women's Prison",2
"4517","MONTCALM COUNTY JAIL, STANTON, MI",2
"4518","MONTCLAIR PD",2
"4519","MONTE VISTA, CO POLICE DEPARTMENT",2
"4520","MONTEREY COUNTY JAIL",790
"4521","MONTEREY COUNTY PROBATION",1
"4522","MONTEREY COUNTY SHERIFF'S OFFICE",1
"4523","MONTEVILLE, CT",1
"4524","MONTEZUMA COUNTY",5
"4525","MONTEZUMA COUNTY JAIL",4
"4526","MONTEZUMA COUNTY PROBATION OFFICE",1
"4527","Montgomery Correctional Center Pre-Trial Detention Facility",1
"4528","MONTGOMERY COUNTY",5
"4529","MONTGOMERY COUNTY ADULT PROBATION",7
"4530","MONTGOMERY COUNTY CORRECTIONAL FACILITY",176
"4531","MONTGOMERY COUNTY COURTHOUSE, CONROE, TX",23
"4532","MONTGOMERY COUNTY COURTS, CONROE, TX",14
"4533","MONTGOMERY COUNTY COURTS, CONROE,TX",29
"4534","MONTGOMERY COUNTY DETENTION CENTER",218
"4535","MONTGOMERY COUNTY DISTRICT/CIRCUIT COURT",34
