"","landmark","total"
"5025","MN PROBATION - CO - CARVER CO CRT SERV - CHASKA, MN",1
"5026","MN PROBATION - CO - DODGE-FILLMORE-OLMSTED COMM CORR - OLMSTED CO - ROCHESTER, M",10
"5027","MN PROBATION - CO - DODGE/FILLMORE/OLMSTED COMM CORR - DODGE CO - ROCHESTER, MN",16
"5028","MN PROBATION - CO - FREEBORN CO CT SERV - ALBERT LEA, MN",2
"5029","MN PROBATION - CO - KANDIYOHI CO COMM CORR - WILLMAR, MN",4
"5030","MN PROBATION - CO - MOWER CO CORR SERV - AUSTIN, MN",3
"5031","MN PROBATION - CO - RAMSEY CO COMM CORR - W 7TH ST -ST PAUL, MN",4
"5032","MN PROBATION - CO - RICE CO COMM CORR - FARIBAULT, MN",1
"5033","MN PROBATION - CO - SCOTT COUNTY COURT SERV - SHAKOPEE, MN",3
"5034","MN PROBATION - CO - TODD-WADENA COMM CORR - TODD CO - LONG PRAIRIE MN",1
"5035","MN PROBATION - CO - TRI-COUNTY COMM CORR - POLK CO - CROOKSTON, MN",4
"5036","MN PROBATION - CO - WILKIN CO COURT SERV - WHEATON, MN",1
"5037","MN PROBATION - COURT SERVICES - GRANT CO - WHEATON, MN",1
"5038","MN PROBATION - FED - FEDERAL COURTHOUSE - HENNEPIN CO - MPLS, MN",1
"5039","MN PROBATION - FED - FEDERAL COURTHOUSE - RAMSEY CO - ST PAUL, MN",1
"5040","MN PROBATION - STATE - CENTRAL MN COMM CORR - AITKIN, MN",1
"5041","MN PROBATION - STATE - MN DEPT OF CORR - FARIBAULT CO - ALBERT LEA, MN",1
"5042","MN PROBATION - STATE - MN DEPT OF CORR - GOODHUE CO - RED WING, MN",1
"5043","MN PROBATION - STATE - MN DEPT OF CORR - GRANT CO - MOORHEAD, MN",1
"5044","MN PROBATION - STATE - MN DEPT OF CORR - LYON CO - MARSHALL, MN",3
"5045","MN PROBATION - STATE - MN DEPT OF CORR - MANKATO, MN",1
"5046","MN PROBATION - STATE - MN DEPT OF CORR - MCLEOD CO - CHASKA, MN",1
"5047","MN PROBATION - STATE - MN DEPT OF CORR - MOORHEAD, MN",1
"5048","MN PROBATION - STATE - MN DEPT OF CORR - MOWER CO - ALBERT LEA, MN",2
"5049","MN PROBATION - STATE - MN DEPT OF CORR - POPE CO - MOORHEAD, MN",1
"5050","MN PROBATION - STATE - MN DEPT OF CORR - ST CLOUD, MN",8
"5051","MN PROBATION - STATE - MN DEPT OF CORR - WINONA CO - WINONA, MN",2
"5052","MN PROBATION - STATE - MN DEPT OF CORR - WRIGHT CO - LITCHFIELD, MN",1
"5053","MN State Patrol",15
"5054","MOA GENERAL AREA, NON-SPECIFIC",143
"5055","MOBERLY CORRECTIONAL CENTER, MISSOURI DEPARTMENT OF CORRECTIONS",25
"5056","Mobile AL ERO   at large arrest",50
"5057","MOBILE METRO JAIL, AL",160
"5058","Mobile, AL General Non-specific AOR",59
"5059","MOCKSVILLE, NC",9
"5060","MODESTO POLICE DEPARTMENT",4
"5061","MODOC COUNTY JAIL",3
"5062","MOFFAT COUNTY",4
"5063","MOFFAT COUNTY JAIL",12
"5064","MOFFAT COUNTY JAIL, CRAIG, CO",41
"5065","MOHAVE COUNTY JAIL",499
"5066","MOHAVE COUNTY PROBATION OFFICE",2
"5067","MOHAWK CORRECTIONAL FACILITY",2
"5068","MONETT POLICE DEPARTMENT, MISSOURI",4
"5069","MONITEAU COUNTY SHERIFFS OFFICE MISSOURI",3
"5070","MONMOUTH BEACH PD",9
"5071","Monmouth County Jail",1722
"5072","MONMOUTH COUNTY JAIL",647
"5073","MONMOUTH COUNTY PROSECUTOR REFERRAL",6
"5074","MONO COUNTY JAIL",11
"5075","MONO POLICE DEPARTMENT",1
"5076","MONROE COUNTY",17
"5077","MONROE COUNTY CORRECTION CTR, KY",4
"5078","MONROE COUNTY CORRECTIONAL FACILITY",3
"5079","MONROE COUNTY JAIL",95
"5080","MONROE COUNTY JAIL MARATHON FL",142
"5081","MONROE COUNTY JAIL, MONROE, MI",16
"5082","MONROE COUNTY JAIL, TN",28
"5083","MONROE COUNTY PRISON",74
"5084","MONROE COUNTY PROBATION",7
"5085","MONROE COUNTY SHERIFF",1
"5086","MONROE COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",4
"5087","MONROE COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"5088","MONROE COUNTY SHERIFF'S OFFICE, BLOOMINGTON, INDIANA",13
"5089","MONROE COUNTY SHERIFFS OFFICE",1
"5090","MONROE COUNTY, GA",12
"5091","MONROE COUNTY, MS",5
"5092","MONROE MINIMUM SECURITY UNIT (MSU)",1
"5093","MONROE PROBATION AND PAROLE OFFICE",1
"5094","MONROE PROBATION OFFICE",1
"5095","MONROE TOWNSHIP POLICE DEPARTMENT",5
"5096","MONROE TWIN RIVERS UNIT (TRU)",1
"5097","MONROE TWP PD",17
"5098","MONROE WASHINGTON STATE REFORMATORY (WSR)",10
"5099","MONROE, GA",2
"5100","MONROE, MICHIGAN",17
"5101","MONTAGUE COUNTY SHERIFFS OFFICE",13
"5102","MONTANA STATE PRISON",4
"5103","MONTCALM COUNTY JAIL, STANTON, MI",4
"5104","MONTCLAIR PD",28
"5105","MONTE VISTA, CO POLICE DEPARTMENT",2
"5106","MONTEBELLO POLICE DEPARTMENT, MONTEBELLO, CA",1
"5107","MONTEREY  POLICE DEPARTMENT",5
"5108","MONTEREY COUNTY JAIL",1349
"5109","MONTEREY COUNTY PROBATION",2
"5110","MONTEREY COUNTY SHERIFF'S OFFICE",26
"5111","MONTEVILLE, CT",1
"5112","MONTEZUMA COUNTY",16
"5113","MONTEZUMA COUNTY JAIL",11
"5114","Montgomery Correctional Center Pre-Trial Detention Facility",1
"5115","MONTGOMERY COUNTY",2
"5116","MONTGOMERY COUNTY ADULT PROBATION",5
"5117","MONTGOMERY COUNTY CORRECTIONAL FACILITY",282
"5118","MONTGOMERY COUNTY COURTHOUSE, CONROE, TX",30
"5119","MONTGOMERY COUNTY COURTS, CONROE, TX",8
"5120","MONTGOMERY COUNTY COURTS, CONROE,TX",4
"5121","MONTGOMERY COUNTY DETENTION CENTER",241
"5122","MONTGOMERY COUNTY DISTRICT/CIRCUIT COURT",25
"5123","MONTGOMERY COUNTY JAIL",151
"5124","MONTGOMERY COUNTY JAIL - VA",32
"5125","MONTGOMERY COUNTY JAIL-VA",74
"5126","MONTGOMERY COUNTY JAIL, CONROE, TX",1306
"5127","MONTGOMERY COUNTY JAIL, IA",5
"5128","MONTGOMERY COUNTY JAIL, TN",92
"5129","MONTGOMERY COUNTY JAIL,CONROE, TX",258
"5130","MONTGOMERY COUNTY MD",401
"5131","MONTGOMERY COUNTY POLICE",12
"5132","MONTGOMERY COUNTY PROBATION",2
"5133","MONTGOMERY COUNTY PROBATION, CONROE, TX",61
"5134","MONTGOMERY COUNTY PROBATION,CONROE TX",1
"5135","MONTGOMERY COUNTY REGIONAL JAIL, KY",24
"5136","MONTGOMERY COUNTY SHERIFF'S DEPARTMENT, MISSOURI",6
"5137","MONTGOMERY COUNTY SHERIFF'S OFFICE, INDIANA",15
"5138","MONTGOMERY COUNTY SHERIFFS OFFICE, KANSAS",5
"5139","MONTGOMERY COUNTY, NC",4
"5140","MONTGOMERY GENERAL AREA, AL STATE",9
"5141","MONTGOMERY POLICE DEPARTMENT - MONTGOMERY, PA",1
"5142","MONTGOMERY POLICE DEPT, MONTGOMERY COUNTY,TX",1
"5143","MONTGOMERY TWP PD",15
"5144","MONTGOMERY, TEXAS",28
"5145","MONTICELLO, GA",2
"5146","MONTOUR COUNTY PRISON",9
"5147","MONTOUR COUNTY PROBATION",1
"5148","MONTROSE COUNTY",2
"5149","MONTROSE COUNTY COURTHOUSE",1
"5150","MONTROSE COUNTY JAIL",107
"5151","MONTROSE COUNTY PROBATION OFFICE",11
"5152","MONTROSE, COLORADO",43
"5153","MONTVALE PD",17
"5154","MONTVILLE TWP PD",22
"5155","MOONACHIE PD",16
"5156","MOORE CO PROBATION MONROE ST CARTHAGE",1
"5157","MOORE COUNTY",139
"5158","MOORE COUNTY JAIL",42
"5159","MOORE COUNTY JAIL, TN",3
"5160","MOORE COUNTY, NC",11
"5161","MOORESTOWN POLICE DEPARTMENT",4
"5162","MOOSE LAKE CORR FACILITY, MN",3
"5163","MORA, GA",1
"5164","Morgan County",17
"5165","MORGAN COUNTY",8
"5166","MORGAN COUNTY COLORADO",1
"5167","Morgan County Jail",134
"5168","MORGAN COUNTY JAIL",23
"5169","MORGAN COUNTY JAIL, DECATUR, AL",3
"5170","MORGAN COUNTY JAIL, TN",1
"5171","Morgan County Probation",7
"5172","MORGAN COUNTY SHERIFF'S OFFICE, INDIANA",20
"5173","MORGAN COUNTY SHERIFFS OFFICE MISSOURI",5
"5174","MORGAN COUNTY TDOC",23
"5175","MORGAN COUNTY, GA",10
"5176","MORGAN HILL POLICE DEPARTMENT",11
"5177","MORGAN, GA (CALHOUN COUNTY)",1
"5178","MORGANTON, NC",16
"5179","MORONGO BASIN JAIL (SBSD) JOSHUA TREE, CA",3
"5180","MORRIS COUNTY GENERAL AREA",2
"5181","MORRIS COUNTY JAIL",816
"5182","MORRIS COUNTY PROSECUTOR REFERRAL",15
"5183","MORRIS COUNTY SHERIFFS OFFICE",5
"5184","MORRIS COUNTY SHERIFFS OFFICE, COUNCIL GROVE, KANSAS",1
"5185","MORRIS PLAINS PD",9
"5186","MORRIS TWP PD",25
"5187","MORRISON COUNTY JAIL, MN",12
"5188","MORRISTOWN PD",132
"5189","MORROW COUNTY JAIL",1
"5190","MORROW PROBATION OFFICE",7
"5191","MORROW, GA (CLAYTON COUNTY)",18
"5192","MORTON COUNTY JAIL, ND",47
"5193","MORTON COUNTY SHERIFFS OFFICE, ELKHART, KANSAS",7
"5194","MORVEN, GA",1
"5195","MOULTRIE, GA",34
"5196","MOUND CORRECTIONAL FACILITY, DETROIT, MI",4
"5197","MOUNT AIRY, NC",14
"5198","MOUNT EPHRAIM POLICE DEPARTMENT",2
"5199","MOUNT HOLLY POLICE DEPARTMENT",2
"5200","MOUNT LAUREL POLICE DEPARTMENT",31
"5201","MOUNT LAUREL SUB OFFICE, NJ",13
"5202","MOUNTAIN LAKES PD",4
"5203","MOUNTAIN VIEW  POLICE DEPARTMENT",12
"5204","MOUNTAINSIDE PD",7
"5205","MOUNTAINVIEW YOUTH CORRECTIONAL FACILITY",95
"5206","MOUNTRAIL COUNTY JAIL, ND",30
"5207","MOWER COUNTY JAIL, MN",206
"5208","MPA GENERAL AREA, NON-SPECIFIC",33
"5209","MSK GENERAL AREA, NON-SPECIFIC",1
"5210","MSP TRP B, GREY",11
"5211","MSP TRP C, SKOWHEGAN",1
"5212","MSP TRP D, THOMASTON",2
"5213","MSP TRP E, ORONO",3
"5214","MSP TRP J, ELLSWORTH",1
"5215","MSP TRP K, AGUSTA",1
"5216","MT ARLINGTON PD",5
"5217","MT OLIVE TWP PD",8
"5218","MT PLEASANT CORRECTIONAL FACILITY, IA",1
"5219","MT STATE PRISON",6
"5220","MT. CLEMENS, MICHIGAN",14
"5221","MT. PLEASANT, MICHIGAN",16
"5222","MTC - GILES DALBY",267
"5223","MTG GENERAL AREA, NON-SPECIFIC",1647
"5224","MUHLENBURG COUNTY, KY",12
"5225","Mule Creek State Prison",80
"5226","MULLICA TOWNSHIP POLICE DEPARTMENT",1
"5227","MULTI-COUNTY JAIL",18
"5228","MURPHY POLICE DEPARTMENT",5
"5229","MURRAY COUNTY JAIL",7
"5230","MURRAY COUNTY, GA",22
"5231","MURRY CO JAIL, SLAYTON, MN",1
"5232","MUSCATINE COUNTY JAIL, IA",233
"5233","MUSCOGEE COUNTY JAIL, GA",74
"5234","MUSCOGEE COUNTY PROBATION, GA",3
"5235","MUSCOGEE COUNTY, GA",18
"5236","MUSKEGON CORRECTIONAL FACILITY, MUSKEGON, MI",2
"5237","MUSKEGON COUNTY JAIL, MUSKEGON, MI",19
"5238","MUSKEGON, MICHIGAN",11
"5239","MUSKINGUM COUNTY JAIL",2
"5240","MUSKOGEE COUNTY JAIL",46
"5241","N DIST OK TULSA DIV CREEK CO CRIM AT LARGE",2
"5242","N DIST OK TULSA DIV DELAWARE CO AT LARGE",1
"5243","N DIST OK TULSA DIV DELAWARE CO CRIM AT LARGE",2
"5244","N DIST OK TULSA DIV DELAWARE CO PROBATION",1
"5245","N DIST OK TULSA DIV MAYES CO AT LARGE",1
"5246","N DIST OK TULSA DIV MAYES CO CRIM AT LARGE",1
"5247","N DIST OK TULSA DIV OSAGE CO AT LARGE",1
"5248","N DIST OK TULSA DIV OSAGE CO CRIM AT LARGE",1
"5249","N DIST OK TULSA DIV OTTAWA CO AT LARGE",1
"5250","N DIST OK TULSA DIV OTTAWA CO CRIM AT LARGE",1
"5251","N DIST OK TULSA DIV ROGERS CO AT LARGE",1
"5252","N DIST OK TULSA DIV ROGERS CO CRIM AT LARGE",4
"5253","N DIST OK TULSA DIV ROGERS CO PROBATION",1
"5254","N DIST OK TULSA DIV TULSA CO AT LARGE",27
"5255","N DIST OK TULSA DIV TULSA CO CRIM AT LARGE",97
"5256","N DIST OK TULSA DIV TULSA CO NON CRIM",14
"5257","N DIST OK TULSA DIV TULSA CO PROBATION",1
"5258","N DIST OK TULSA DIV WASHINGTON CO AT LARGE",1
"5259","N DIST OK TULSA DIV WASHINGTON CO CRIM AT LARGE",1
"5260","N DIST TX ABILENE DIV CALLAHAN CO CRIM AT LARGE",2
"5261","N DIST TX ABILENE DIV CALLAHAN CO NON CRIM",2
"5262","N DIST TX ABILENE DIV CALLAHAN CO P&P AT LARGE",2
"5263","N DIST TX ABILENE DIV HASKELL CO CRIM AT LARGE",1
"5264","N DIST TX ABILENE DIV JONES CO CRIM AT LARGE",1
"5265","N DIST TX ABILENE DIV TAYLOR CO CRIM AT LARGE",1
"5266","N DIST TX ABILENE DIV TAYLOR COUNTY JAIL",6
"5267","N DIST TX AMARILLO DIV ARMSTRONG CO P&P AT LARGE",1
"5268","N DIST TX AMARILLO DIV CARSON CO CRIM AT LARGE",6
"5269","N DIST TX AMARILLO DIV CARSON CO NON CRIM",5
"5270","N DIST TX AMARILLO DIV CASTRO CO CRIM AT LARGE",4
"5271","N DIST TX AMARILLO DIV CASTRO CO NON CRIM",2
"5272","N DIST TX AMARILLO DIV CASTRO CO P&P AT LARGE",6
"5273","N DIST TX AMARILLO DIV CASTRO PROBATION",1
"5274","N DIST TX AMARILLO DIV CHILDRESS CO CRIM AT LARGE",1
"5275","N DIST TX AMARILLO DIV CHILDRESS CO NON CRIM",2
"5276","N DIST TX AMARILLO DIV CHILDRESS CO PROBATION",2
"5277","N DIST TX AMARILLO DIV DALLAM CO CRIM AT LARGE",5
"5278","N DIST TX AMARILLO DIV DALLAM CO NON CRIM",4
"5279","N DIST TX AMARILLO DIV DALLAM CO P&P AT LARGE",2
"5280","N DIST TX AMARILLO DIV DEAF SIMTH CO NON CRIM",19
"5281","N DIST TX AMARILLO DIV DEAF SMITH CO CRIM AT LARGE",31
"5282","N DIST TX AMARILLO DIV DEAF SMITH CO NON CRIM",1
"5283","N DIST TX AMARILLO DIV DEAF SMITH CO P&P AT LARGE",5
"5284","N DIST TX AMARILLO DIV DEAF SMITH CO PROBATION",5
"5285","N DIST TX AMARILLO DIV GRAY CO CRIM AT LARGE",10
"5286","N DIST TX AMARILLO DIV GRAY CO NON CRIM",1
"5287","N DIST TX AMARILLO DIV GRAY CO P&P AT LARGE",6
"5288","N DIST TX AMARILLO DIV HALL CO NON CRIM",1
"5289","N DIST TX AMARILLO DIV HANSFORD CO CRIM AT LARGE",2
"5290","N DIST TX AMARILLO DIV HANSFORD CO NON CRIM",2
"5291","N DIST TX AMARILLO DIV HEMPHILL CO CRIM AT LARGE",1
"5292","N DIST TX AMARILLO DIV HEMPHILL CO PROBATION",1
"5293","N DIST TX AMARILLO DIV HUTCHINSON CO CRIM AT LARGE",1
"5294","N DIST TX AMARILLO DIV MOORE CO CRIM AT LARGE",10
"5295","N DIST TX AMARILLO DIV MOORE CO NON CRIM",7
"5296","N DIST TX AMARILLO DIV MOORE CO P&P AT LARGE",3
"5297","N DIST TX AMARILLO DIV OCHILTREE CO CRIM AT LARGE",2
"5298","N DIST TX AMARILLO DIV OLDHAM CO CRIM AT LARGE",1
"5299","N DIST TX AMARILLO DIV PARMER CO CRIM AT LARGE",7
"5300","N DIST TX AMARILLO DIV PARMER CO NON CRIM",20
"5301","N DIST TX AMARILLO DIV PARMER CO P&P AT LARGE",1
"5302","N DIST TX AMARILLO DIV POTTER CO CRIM AT LARGE",50
"5303","N DIST TX AMARILLO DIV POTTER CO NON CRIM",16
"5304","N DIST TX AMARILLO DIV POTTER CO P&P AT LARGE",11
"5305","N DIST TX AMARILLO DIV POTTER CO PROBATION",6
"5306","N DIST TX AMARILLO DIV RANDELL CO CRIM AT LARGE",6
"5307","N DIST TX AMARILLO DIV RANDELL CO NON CRIM",2
"5308","N DIST TX AMARILLO DIV SHERMAN CO CRIM AT LARGE",1
"5309","N DIST TX AMARILLO DIV SWISHER CO CRIM AT LARGE",1
"5310","N DIST TX AMARILLO DIV SWISHER CO P&P AT LARGE",3
"5311","N DIST TX AMARILLO DIV WHEELER CO CRIM AT LARGE",3
"5312","N DIST TX AMARILLO DIV WHEELER CO P&P AT LARGE",1
"5313","N DIST TX AMARILLO DIV WHEELER CO PROBATION",1
"5314","N DIST TX DALLAS DIV DALLAS CO CRIM AT LARGE",426
"5315","N DIST TX DALLAS DIV DALLAS CO NON CRIM",67
"5316","N DIST TX DALLAS DIV DALLAS CO P&P AT LARGE",236
"5317","N DIST TX DALLAS DIV DALLAS CO PROBATION",73
"5318","N DIST TX DALLAS DIV DALLAS FPO",3
"5319","N DIST TX DALLAS DIV ELLIS CO CRIM AT LARGE",23
"5320","N DIST TX DALLAS DIV ELLIS CO P&P AT LARGE",3
"5321","N DIST TX DALLAS DIV ELLIS CO PROBATION",14
"5322","N DIST TX DALLAS DIV HUNT CO CRIM AT LARGE",1
"5323","N DIST TX DALLAS DIV HUNT CO P&P AT LARGE",4
"5324","N DIST TX DALLAS DIV HUNT CO PROBATION",8
"5325","N DIST TX DALLAS DIV JOHNSON CO CRIM AT LARGE",4
"5326","N DIST TX DALLAS DIV JOHNSON CO P&P AT LARGE",1
"5327","N DIST TX DALLAS DIV JOHNSON CO PROBATION",1
"5328","N DIST TX DALLAS DIV KAUFMAN CO CRIM AT LARGE",6
"5329","N DIST TX DALLAS DIV KAUFMAN CO P&P AT LARGE",7
"5330","N DIST TX DALLAS DIV KAUFMAN CO PROBATION",9
"5331","N DIST TX DALLAS DIV NAVARRO CO CRIM AT LARGE",4
"5332","N DIST TX DALLAS DIV NAVARRO CO PROBATION",1
"5333","N DIST TX DALLAS DIV ROCKWALL CO CRIM AT LARGE",5
"5334","N DIST TX DALLAS DIV ROCKWALL CO NON CRIM",1
"5335","N DIST TX DALLAS DIV ROCKWALL CO P&P AT LARGE",3
"5336","N DIST TX DALLAS DIV ROCKWALL CO PROBATION",18
"5337","N DIST TX FT WORTH DIV ARLINGTON FPO",1
"5338","N DIST TX FT WORTH DIV COMANCHE CO NON CRIM",1
"5339","N DIST TX FT WORTH DIV ERATH CO CRIM AT LARGE",1
"5340","N DIST TX FT WORTH DIV ERATH CO PROBATION",1
"5341","N DIST TX FT WORTH DIV HOOD CO CRIM AT LARGE",1
"5342","N DIST TX FT WORTH DIV PALO PINTO CO CRIM AT LARGE",1
"5343","N DIST TX FT WORTH DIV PALO PINTO CO P&P AT LARGE",1
"5344","N DIST TX FT WORTH DIV PALO PINTO CO PROBATION",1
"5345","N DIST TX FT WORTH DIV PARKER CRIM AT LARGE",3
"5346","N DIST TX FT WORTH DIV TARRANT CO CRIM AT LARGE",203
"5347","N DIST TX FT WORTH DIV TARRANT CO NON CRIM",8
"5348","N DIST TX FT WORTH DIV TARRANT CO P&P AT LARGE",36
"5349","N DIST TX FT WORTH DIV TARRANT CO PROBATION",179
"5350","N DIST TX LUBBOCK DIV BAILEY CO CRIM AT LARGE",7
"5351","N DIST TX LUBBOCK DIV BAILEY CO NON CRIM",39
"5352","N DIST TX LUBBOCK DIV BORDEN CO CRIM AT LARGE",12
"5353","N DIST TX LUBBOCK DIV BORDEN CO PROBATION",1
"5354","N DIST TX LUBBOCK DIV COCHRAN CO CRIM AT LARGE",5
"5355","N DIST TX LUBBOCK DIV COCHRAN CO NON CRIM",2
"5356","N DIST TX LUBBOCK DIV CROSBY CO CRIM AT LARGE",1
"5357","N DIST TX LUBBOCK DIV CROSBY CO NON CRIM",2
"5358","N DIST TX LUBBOCK DIV DAWSON CO NON CRIM",1
"5359","N DIST TX LUBBOCK DIV FLOYD CO NON CRIM",2
"5360","N DIST TX LUBBOCK DIV FLOYD CO P&P AT LARGE",1
"5361","N DIST TX LUBBOCK DIV GAINES CO CRIM AT LARGE",7
"5362","N DIST TX LUBBOCK DIV GAINES CO NON CRIM",3
"5363","N DIST TX LUBBOCK DIV GAINES CO PROBATION",1
"5364","N DIST TX LUBBOCK DIV GARZA CO CRIM AT LARGE",2
"5365","N DIST TX LUBBOCK DIV GARZA CO NON CRIM",4
"5366","N DIST TX LUBBOCK DIV GARZA CO P&P AT LARGE",1
"5367","N DIST TX LUBBOCK DIV GARZA CO PROBATION",1
"5368","N DIST TX LUBBOCK DIV GILES DALBY (POST, TX) BOP",319
"5369","N DIST TX LUBBOCK DIV HALE CO CRIM AT LARGE",5
"5370","N DIST TX LUBBOCK DIV HALE CO NON CRIM",1
"5371","N DIST TX LUBBOCK DIV HALE CO P&P AT LARGE",3
"5372","N DIST TX LUBBOCK DIV HALE CO PROBATION",2
"5373","N DIST TX LUBBOCK DIV HOCKLEY CO CRIM AT LARGE",8
"5374","N DIST TX LUBBOCK DIV HOCKLEY CO NON CRIM",4
"5375","N DIST TX LUBBOCK DIV HOCKLEY CO PROBATION",1
"5376","N DIST TX LUBBOCK DIV HOWARD COUNTY CORNELL CORRECTIONS",78
"5377","N DIST TX LUBBOCK DIV HOWARD COUNTY NON CRIMINAL",4
"5378","N DIST TX LUBBOCK DIV LAMB CO CRIM AT LARGE",5
"5379","N DIST TX LUBBOCK DIV LAMB CO NON CRIM",9
"5380","N DIST TX LUBBOCK DIV LUBBOCK CO CRIM AT LARGE",63
"5381","N DIST TX LUBBOCK DIV LUBBOCK CO NON CRIM",86
"5382","N DIST TX LUBBOCK DIV LUBBOCK CO P&P AT LARGE",10
"5383","N DIST TX LUBBOCK DIV LUBBOCK CO PROBATION",14
"5384","N DIST TX LUBBOCK DIV LUBBOCK FEDRAL PROBATION OFFICE",8
"5385","N DIST TX LUBBOCK DIV LYNN CO CRIM AT LARGE",6
"5386","N DIST TX LUBBOCK DIV SCURRY CO CRIM AT LARGE",2
"5387","N DIST TX LUBBOCK DIV SCURRY CO NON CRIM",2
"5388","N DIST TX LUBBOCK DIV SCURRY CO PROBATION",1
"5389","N DIST TX LUBBOCK DIV TERRY CO CRIM AT LARGE",6
"5390","N DIST TX LUBBOCK DIV TERRY CO NON CRIM",2
"5391","N DIST TX LUBBOCK DIV YOAKUM CO CRIM AT LARGE",8
"5392","N DIST TX LUBBOCK DIV YOAKUM CO NON CRIM",5
"5393","N DIST TX LUBBOCK DIV YOAKUM CO P&P AT LARGE",2
"5394","N DIST TX LUBBOCK DIV YOAKUM CO PROBATION",3
"5395","N DIST TX SAN ANGELO DIV BROWN CO P&P AT LARGE",3
"5396","N DIST TX SAN ANGELO DIV BROWN CO PROBATION",2
"5397","N DIST TX SAN ANGELO DIV MILLS CO CRIM AT LARGE",1
"5398","N DIST TX SAN ANGELO DIV REAGAN CO PROBATION",1
"5399","N DIST TX SAN ANGELO DIV SUTTON CO CRIM AT LARGE",1
"5400","N DIST TX SAN ANGELO DIV TOM GREEN CO NON CRIM",1
"5401","N DIST TX SAN ANGELO DIV TOM GREEN CO P&P AT LARGE",8
"5402","N DIST TX SAN ANGELO DIV TOM GREEN CO PO",5
"5403","N DIST TX SAN ANGELO DIV TOM GREEN NON CRIMINAL",1
"5404","N DIST TX WICHITA FALLS DIV ARCHER CO P&P AT LARGE",1
"5405","N DIST TX WICHITA FALLS DIV CLAY CO CRIM AT LARGE",1
"5406","N DIST TX WICHITA FALLS DIV CLAY CO P&P AT LARGE",1
"5407","N DIST TX WICHITA FALLS DIV WICHITA CO CRIM AT LARGE",5
"5408","N DIST TX WICHITA FALLS DIV WICHITA CO P&P AT LARGE",3
"5409","N DIST TX WICHITA FALLS DIV WICHITA CO PROBATION",6
"5410","N DIST TX WICHITA FALLS DIV WICHITA FALLS FPO",1
"5411","NACOGDOCHES COUNTY JAIL, NACOGDOCHES, TX",70
"5412","NACOGDOCHES COUNTY JAIL,NACOGDOCHES,TX",48
"5413","NACOGDOCHES COUNTY PROBATION, NACOGDOCHES, TX",10
"5414","NACOGDOCHES COUNTY PROBATION, NACOGDOCHES,TX",2
"5415","NACOGDOCHES, TEXAS",36
"5416","NAPA COUNTY JAIL - CA",182
"5417","Narcotics Task Force, San Diego, CA",21
"5418","NASELLE YOUTH CAMP",2
"5419","NASH COUNTY FUGITIVE OPERATIONS",17
"5420","NASH COUNTY JAIL",65
"5421","NASH COUNTY PROBATION NASHVILLE, NC",2
"5422","NASH COUNTY SHERIFF'S OFFICE",2
"5423","NASHUA STREET JAIL",717
"5424","NATCHITOCHES PARISH JAIL",8
"5425","NATICK POLICE DEPT",9
"5426","National City, CA",11
"5427","NATRONA COUNTY JAIL, CASPER, WYOMING",38
"5428","NATRONA COUNTY PROBATION OFFICE",1
"5429","NATRONA COUNTY WYOMING",30
"5430","NATRONA COUNTY, WYOMING",1
"5431","NAUGATUCK, CT",1
"5432","NAUGATUCK, CT POLICE DEPARTMENT",1
"5433","NAVARRO COUNTY GENERAL AREA",4
"5434","NAVARRO COUNTY PROBATION",1
"5435","NAVARRO COUNTY SHERIFFS OFFICE",104
"5436","NAVASOTA, TEXAS",14
"5437","NC DEPARTMENT OF CORRECTIONS",637
"5438","NC DEPT OF CORRECTIONS FACILITY",230
"5439","NCCI GARDNER",20
"5440","ND PROBATION/PAROLE, DICKINSON, ND",1
"5441","ND PROBATION/PAROLE, FARGO, ND",4
"5442","ND PROBATION/PAROLE, GRAND FORKS, ND",1
"5443","ND PROBATION/PAROLE,MINOT, ND",1
"5444","ND STATE PENITENTIARY, ND",37
"5445","NDD - 26 FEDERAL PLAZA NY, NY",1072
"5446","NE CORRECTIONAL CENTER FOR WOMEN, NE",1
"5447","NE DEPT CORRECTIONS JUVENILE CENTER",6
"5448","NE DEPT CORRECTIONS TECUMSEH",7
"5449","NE PROBATION FEDERAL LINCOLN",5
"5450","NE STATE PENITENTIARY, NE",32
"5451","NEBRASKA NON-DETAINED ENCOUNTERS",2
"5452","NEBRASKA STATE PROBATION DISTRICT 11 - LEXINGTON",1
"5453","NEBRASKA STATE PROBATION DISTRICT 11 - NORTH PLATTE",1
"5454","NELSON COUNTY JAIL, KY",30
"5455","NEMAHA COUNTY JAIL, NE",5
"5456","NEMAHA COUNTY SHERIFFS OFFICE KANSAS",1
"5457","NEOSHO COUNTY SHERIFFS OFFICE, KANSAS",4
"5458","NEOSHO POLICE DEPARTMENT, MISSOURI",1
"5459","NEPTUNE CITY PD",23
"5460","NEPTUNE TWP PD",49
"5461","NESHOBA COUNTY, MS",7
"5462","NETCONG PD",19
"5463","NEVADA COUNTY JAIL",64
"5464","NEVADA COUNTY SHERIFF OFFICE",3
"5465","NEVADA DEPARTMENT OF CORRECTIONS (GENERAL)",16
"5466","NEVADA HIGHWAY PATROL",1
"5467","NEVADA PAROLE & PROBATION",29
"5468","NEVADA SOUTHERN DETENTION CENTER",1897
