"","aor","apprehension_landmark","total"
"4577","MIA","STUART-INDIAN RIVER COUNTY JAIL, FLORIDA",53
"4578","MIA","STUART-MARTIN COUNTY JAIL, FLORIDA",283
"4579","MIA","STUART-OKEECHOBEE COUNTY JAIL, FLORIDA",30
"4580","MIA","STUART-PALM BEACH COUNTY JAIL, FLORIDA",364
"4581","MIA","STUART-PROBATION AND PAROLE",1
"4582","MIA","STUART-SAINT LUCIE COUNTY JAIL, FLORIDA",62
"4583","MIA","STUART-STREET ARREST",16
"4584","MIA","STUART-VCAS",1226
"4585","MIA","TAFT FEDERAL CORRECTIONAL INSTITUTION",1
"4586","MIA","TAL - DIXIE COUNTY JAIL",3
"4587","MIA","TAL - HAMILTON COUNTY JAIL",12
"4588","MIA","TAL - LAFAYETTE COUNTY JAIL",7
"4589","MIA","TAL - MADISON COUNTY JAIL",3
"4590","MIA","TAL - SUWANNEE COUNTY JAIL",19
"4591","MIA","TAL - TAYLOR COUNTY JAIL",1
"4592","MIA","TAL GENERAL AREA, NON-SPECIFIC",764
"4593","MIA","TAL-BAY COUNTY JAIL",47
"4594","MIA","TAL-BAY COUNTY PROBATION AND PAROLE",20
"4595","MIA","TAL-CALHOUN COUNTY JAIL",2
"4596","MIA","TAL-FCI MARIANNA",25
"4597","MIA","TAL-FCI TALLAHASSEE",4
"4598","MIA","TAL-FRANKLIN COUNTY JAIL",8
"4599","MIA","TAL-GADSDEN COUTY JAIL",11
"4600","MIA","TAL-GADSDEN PROBATION AND PAROLE",6
"4601","MIA","TAL-GULF COUNTY JAIL",3
"4602","MIA","TAL-HOLMES COUNTY JAIL",3
"4603","MIA","TAL-JACKSON COUNTY JAIL",46
"4604","MIA","TAL-JEFFERSON COUNTY JAIL",5
"4605","MIA","TAL-JEFFERSON COUNTY PROBATION AND PAROLE",1
"4606","MIA","TAL-LEON COUNTY JAIL",18
"4607","MIA","TAL-LEON COUNTY PROBATION AND PAROLE",13
"4608","MIA","TAL-LIBERTY COUNTY JAIL",2
"4609","MIA","TAL-NORTHWEST FLORIDA RECEPTION CENTER",65
"4610","MIA","TAL-WAKULLA COUNTY JAIL",7
"4611","MIA","TAL-WASHINGTON COUNTY JAIL",5
"4612","MIA","TAM GENERAL AREA, NON-SPECIFIC",1069
"4613","MIA","TAM-CITRUS COUNTY JAIL",9
"4614","MIA","TAM-CYPRESS",222
"4615","MIA","TAM-FUGOPS ARREST",36
"4616","MIA","TAM-HARDEE COUNTY JAIL",30
"4617","MIA","TAM-HERNANDO COUNTY JAIL",20
"4618","MIA","TAM-HILLSBOROUGH COUNTY JAIL",921
"4619","MIA","TAM-MANATE COUNTY JAIL",226
"4620","MIA","TAM-PASCO COUNTY JAIL",75
"4621","MIA","TAM-PINELLAS COUNTY JAIL",325
"4622","MIA","TAM-POLK COUNTY JAIL",592
"4623","MIA","TAM-SARASOTA COUNTY JAIL",128
"4624","MIA","TAM-VCAS PROBATION AND PAROLE",3
"4625","MIA","TAMPA FUGITIVE OPERATION",339
"4626","MIA","TAVARES GENERAL AREA",3
"4627","MIA","TAVARES, FL PROBATION & PAROLE, FL DOC #051",12
"4628","MIA","TEXAS DEPT CRIMINAL JUSTICE-HUNTSVILLE, WALKER CO, TX",1
"4629","MIA","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",2
"4630","MIA","TPC BLVD, ORLANDO, FL, PROBATION AND PAROLE OFFICE 09B",17
"4631","MIA","TRC GENERAL AREA, NON-SPECIFIC",2
"4632","MIA","U.S. PROBATION OFFICE SAN JUAN",1
"4633","MIA","US DISTRICT COURT",2
"4634","MIA","US PROBATION FORT LAUDERDALE, FL",2
"4635","MIA","US PROBATION KENDALL, FL",2
"4636","MIA","US PROBATION KEY WEST, FL",4
"4637","MIA","US PROBATION MIAMI COURTHOUSE",5
"4638","MIA","US PROBATION MIAMI LAKES, FL",2
"4639","MIA","USCIS ARREST",11
"4640","MIA","VCAS STREET ARREST",61
"4641","MIA","VEGA ALTA REGIONAL JAIL",2
"4642","MIA","WAKE COUNTY JAIL",2
"4643","MIA","WINTER GARDEN GENERAL AREA",1
"4644","MIA","XJA GENERAL AREA, NON-SPECIFIC",1
"4645","MIA","XMI GENERAL AREA, NON-SPECIFIC",1
"4646","MIA","XTA GENERAL AREA, NON-SPECIFIC",1
"4647","MIA","ZARZAL CORRECTIONAL INSTITUTION",1
"4648","MIA",NA,388
"4649","NEW"," LICENSING UNIT/ STATE POLICE",27
"4650","NEW","ABERDEEN TWP PD",6
"4651","NEW","ABRAM CURVE TO CHIMNEY PARK",1
"4652","NEW","ABSECON POLICE DEPARTMENT",2
"4653","NEW","Adams County Correctional Center",1
"4654","NEW","ADULT DIAGNOSTIC AND TREATMENT CENTER",67
"4655","NEW","ALLENHURST PD",2
"4656","NEW","ALPHA PD",2
"4657","NEW","ALPINE PD",1
"4658","NEW","ASBURY PARK PD",19
"4659","NEW","ATLANTIC CITY",1
"4660","NEW","ATLANTIC CITY POLICE DEPARTMENT",16
"4661","NEW","ATLANTIC COUNTY JAIL",2
"4662","NEW","ATLANTIC COUNTY SHERIFF",2
"4663","NEW","ATLANTIC COUNTY, NEW JERSEY",129
"4664","NEW","ATLANTIC HIGHLANDS PD",1
"4665","NEW","AVALON POLICE DEPARTMENT",1
"4666","NEW","AVON BY THE SEA PD",2
"4667","NEW","BARNEGAT TOWNSHIP POLICE DEPARTMENT",1
"4668","NEW","BARRINGTON POLICE DEPARTMENT",1
"4669","NEW","BAYONNE PD",18
"4670","NEW","BELLEVILLE PD",5
"4671","NEW","BELLMAWR POLICE DEPARTMENT",1
"4672","NEW","BELMAR PD",8
"4673","NEW","BELVIDERE PD",2
"4674","NEW","BERGEN COUNTY JAIL",333
"4675","NEW","BERGEN COUNTY PD",11
"4676","NEW","BERGENFIELD PD",6
"4677","NEW","BERKELEY TOWNSHIP POLICE DEPARTMENT",1
"4678","NEW","BERKLEY HEIGHTS PD",1
"4679","NEW","BERLIN BOROUGH POLICE DEPARTMENT",3
"4680","NEW","BERLIN TOWNSHIP POLICE DEPARTMENT",3
"4681","NEW","BERNARDS TWP PD",2
"4682","NEW","BERNARDSVILLE PD",10
"4683","NEW","BEVERLY POLICE DEPARTMENT",1
"4684","NEW","BLAIRSTOWN PD",1
"4685","NEW","BLOOMFIELD PD",12
"4686","NEW","BLOOMINGDALE PD",1
"4687","NEW","BOGOTA PD",1
"4688","NEW","BOONTON PD",3
"4689","NEW","BOONTON TWP PD",1
"4690","NEW","BORDENTOWN CITY POLICE DEPARTMENT",1
"4691","NEW","BORDENTOWN TOWNSHIP POLICE DEPARTMENT",4
"4692","NEW","BOUND BROOK PD",20
"4693","NEW","BRADLEY BEACH PD",6
"4694","NEW","BRICK TOWNSHIP POLICE DEPARTMENT",8
"4695","NEW","BRIDGETON POLICE DEPARTMENT",85
"4696","NEW","BRIDGEWATER TWP PD",11
"4697","NEW","BRIELLE PD",7
"4698","NEW","BRIGANTINE POLICE DEPARTMENT",1
"4699","NEW","BURLINGTON CITY POLICE DEPARTMENT",1
"4700","NEW","BURLINGTON COUNTY JAIL",5
"4701","NEW","BURLINGTON COUNTY SHERIFF",2
"4702","NEW","BURLINGTON COUNTY, NEW JERSEY",64
"4703","NEW","BURLNGTON TOWNSHIP POLICE DEPARTMENT",6
"4704","NEW","BUTLER PD",2
"4705","NEW","CALIFON PD",2
"4706","NEW","CAMDEN CITY",3
"4707","NEW","CAMDEN CITY POLICE DEPARTMENT",26
"4708","NEW","CAMDEN COUNTY PROSECUTOR (MEGHAN'S LAW)",1
"4709","NEW","CAMDEN COUNTY SHERIFF",1
"4710","NEW","CAMDEN COUNTY, NEW JERSEY",72
"4711","NEW","CAMDEN POLICE DEPARTMENT",2
"4712","NEW","CAPE MAY COUNTY SHERIFF",3
"4713","NEW","CAPE MAY COUNTY, NEW JERSEY",46
"4714","NEW","CAPE MAY POLICE DEPARTMENT",2
"4715","NEW","CARLSTAD PD",4
"4716","NEW","CARNEYS POINT POLICE DEPARTMENT",2
"4717","NEW","CARTERET PD",7
"4718","NEW","CHATHAM TWP PD",1
"4719","NEW","CHERRY HILL TOWNSHIP POLICE DEPARTMENT",12
"4720","NEW","CHESTER PD",3
"4721","NEW","CHESTER TWP PD",2
"4722","NEW","CHESTERFIELD TOWNSHIP POLICE DEPARTMENT",1
"4723","NEW","CINNAMINSON TOWNSHIP POLICE DEPARTMENT",1
"4724","NEW","CLARK PD",1
"4725","NEW","CLEMENTON POLICE DEPARTMENT",3
"4726","NEW","CLIFFSIDE PARK PD",11
"4727","NEW","CLIFTON CITY",3
"4728","NEW","CLIFTON PD",25
"4729","NEW","CLINTON PD",3
"4730","NEW","CLINTON TWP PD",1
"4731","NEW","CLOSTER PD",1
"4732","NEW","CNJ GENERAL AREA, NON-SPECIFIC",1
"4733","NEW","CRANBURY PD",4
"4734","NEW","CRANFORD PD",1
"4735","NEW","CUMBERLAND COUNTY JAIL",2
"4736","NEW","CUMBERLAND COUNTY PROBATION",1
"4737","NEW","CUMBERLAND COUNTY SHERIFF",5
"4738","NEW","CUMBERLAND COUNTY, NEW JERSEY",181
"4739","NEW","DELANCO TOWNSHIP POLICE DEPARTMENT",1
"4740","NEW","DELAWARE TWP PD",1
"4741","NEW","DELRAN TOWNSHIP POLICE DEPARTMENT",7
"4742","NEW","DEMAREST PD",2
"4743","NEW","DENVILLE PD",3
"4744","NEW","DEPARTMENT OF DEFENSE FORT DIX POLICE",14
"4745","NEW","DEPARTMENT OF DEFENSE POLICE, PICATINNY",2
"4746","NEW","DOVER PD",38
"4747","NEW","DUMONT PD",1
"4748","NEW","DUNELLEN PD",19
"4749","NEW","EAST BRUNSWICK PD",6
"4750","NEW","EAST HANOVER TWP PD",4
"4751","NEW","EAST JERSEY STATE PRISION",30
"4752","NEW","EAST ORANGE PD",18
"4753","NEW","EAST RUTHERFORD PD",3
"4754","NEW","EAST WINDSOR TOWNSHIP POLICE DEPARTMENT",22
"4755","NEW","EASTAMPTON POLICE DEPARTMENT",1
"4756","NEW","EATONTOWN PD",9
"4757","NEW","EDGEWATER PARK POLICE DEPARTMENT",6
"4758","NEW","EDGEWATER PD",6
"4759","NEW","EDISON PD",14
"4760","NEW","EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN",32
"4761","NEW","EGG HARBOR CITY POLICE DEPARTMENT",1
"4762","NEW","EGG HARBOR TOWNSHIP POLICE DEPARTMENT",2
"4763","NEW","ELIZABETH CITY",115
"4764","NEW","ELIZABETH PD",152
"4765","NEW","ELMWOOD PARK PD",4
"4766","NEW","EMERSON PD",1
"4767","NEW","ENGLEWOOD PD",8
"4768","NEW","ENGLISTOWN BOROUGH PD",1
"4769","NEW","ESM GENERAL AREA, NON-SPECIFIC",1
"4770","NEW","ESSEX COUNTY JAIL",590
"4771","NEW","ESSEX FELLS PD",2
"4772","NEW","EVESHAM POLICE DEPARTMENT",7
"4773","NEW","EWING TOWNSHIP POLICE DEPARTMENT",5
"4774","NEW","FAIR HAVEN PD",1
"4775","NEW","FAIR LAWN PD",1
"4776","NEW","FAIRFIELD PD",2
"4777","NEW","FAIRVIEW PD",29
"4778","NEW","FANWOOD PD",3
"4779","NEW","FAR HILLS PD",1
"4780","NEW","FCI FAIRTON, NEW JERSEY",78
"4781","NEW","FCI FT DIX",22
"4782","NEW","FEDERAL CORRECTIONAL INSTITUTE POLLOCK (MEDIUM)",1
"4783","NEW","FLEMINGTON PD",11
"4784","NEW","FLORENCE TOWNSHIP POLICE DEPARTMENT",2
"4785","NEW","FLORHAM PARK PD",6
"4786","NEW","FORT DIX EAST, NEW JERSEY",249
"4787","NEW","FORT DIX WEST, NEW JERSEY",82
"4788","NEW","FORT LEE PD",9
"4789","NEW","FRANKLIN LAKES PD",2
"4790","NEW","FRANKLIN TWP PD",28
"4791","NEW","FREEHOLD BOROUGH PD",14
"4792","NEW","FREEHOLD TWP PD",11
"4793","NEW","FRENCHTOWN PD",3
"4794","NEW","FUGITIVE OPERATIONS NY STATE",14
"4795","NEW","GALLOWAY TOWNSHIP POLICE DEPARTMENT",1
"4796","NEW","GARDEN STATE YOUTH CORRECTIONAL FACILITY",4
"4797","NEW","GARFIELD PD",15
"4798","NEW","GARWOOD PD",2
"4799","NEW","GASTON COUNTY JAIL 287G",1
"4800","NEW","GLASSBORO POLICE DEPARTMENT",2
"4801","NEW","GLEN RIDGE PD",1
"4802","NEW","GLOUCESTER CITY POLICE DEPARTMENT",1
"4803","NEW","GLOUCESTER COUNTY, NEW JERSEY",7
"4804","NEW","GLOUCESTER TOWNSHIP POLICE DEPARTMENT",7
"4805","NEW","GREEN BROOK TWP PD",3
"4806","NEW","GUTTENBERG PD",10
"4807","NEW","HACKENSACK PD",33
"4808","NEW","HACKETSTOWN PD",29
"4809","NEW","HADDON TOWNSHIP POLICE DEPARTMENT",2
"4810","NEW","HAINESPORT TOWNSHIP POLICE DEPARTMENT",2
"4811","NEW","HALEDON PD",7
"4812","NEW","HAMILTON TOWNSHIP POLICE DEPARTMENT",20
"4813","NEW","HAMMONTON TOWN POLICE DEPARTMENT",3
"4814","NEW","HANOVER TWP PD",3
"4815","NEW","HARDING TWP PD",1
"4816","NEW","HARRISON PD",6
"4817","NEW","HARRY R. YOUNG CORRECTIONAL INSTITUTION",1
"4818","NEW","HASBROUCK HEIGHTS PD",1
"4819","NEW","HAWORTH PD",2
"4820","NEW","HAWTHORNE PD",1
"4821","NEW","HAZLET PD",1
"4822","NEW","HELMETTA PD",1
"4823","NEW","HIGHLAND PARK PD",3
"4824","NEW","HIGHTSTOWN POLICE DEPARTMENT",13
"4825","NEW","HILLSBOROUGH TWP PD",8
"4826","NEW","HILLSDALE PD",1
"4827","NEW","HILLSIDE PD",5
"4828","NEW","HOBOKEN PD",4
"4829","NEW","HOLMDEL TWP PD",3
"4830","NEW","HOPEWELL TOWNSHIP POLICE DEPARTMENT",2
"4831","NEW","HOWELL TWP PD",28
"4832","NEW","HUDSON COUNTY JAIL",720
"4833","NEW","HUDSON COUNTY PROSECUTOR REFERRAL",1
"4834","NEW","ICE-ERO, MARLTON, NEW JERSEY",185
"4835","NEW","IRVINGTON PD",31
"4836","NEW","JACKSON TOWNSHIP POLICE DEPARTMENT",8
"4837","NEW","JAK GENERAL AREA, NON-SPECIFIC",1
"4838","NEW","JAMESBURG PD",7
"4839","NEW","JCART STREET ARREST NY STATE",1
"4840","NEW","JERSEY CITY",36
"4841","NEW","JERSEY CITY PD",49
"4842","NEW","JUVENILE JUSTICE COMMISION FEMALE SECURE FACILITY",1
"4843","NEW","KEANSBURG PD",2
"4844","NEW","KEARNY PD",51
"4845","NEW","KENILWORTH PD",5
"4846","NEW","KEYPORT PD",4
"4847","NEW","KINNELON PD",1
"4848","NEW","LAKEWOOD POLICE DEPARTMENT",85
"4849","NEW","LAMBERTVILLE PD",2
"4850","NEW","LAVALLETTE POLICE DEPARTMENT",1
"4851","NEW","LAWRENCE TOWNSHIP POLICE DEPARTMENT",11
"4852","NEW","LEONIA PD",2
"4853","NEW","LINDEN PD",26
"4854","NEW","LINDENWOLD POLICE DEPARTMENT",45
"4855","NEW","LITTLE FALLS PD",1
"4856","NEW","LITTLE FERRY PD",2
"4857","NEW","LODI PD",9
"4858","NEW","LOGAN POLICE DEPARTMENT",1
"4859","NEW","LONG BEACH TOWNSHIP POLICE DEPARTMENT",1
"4860","NEW","LONG BRANCH PD",72
"4861","NEW","LONGILL TWP PD",1
"4862","NEW","LOWER TOWNSHIP POLICE DEPARTMENT",1
"4863","NEW","LUMBERTON POLICE DEPARTMENT",1
"4864","NEW","LVG GENERAL AREA, NON-SPECIFIC",1
"4865","NEW","LYNDHURST PD",6
"4866","NEW","MADISON PD",5
"4867","NEW","MAGNOLIA POLICE DEPARTMENT",1
"4868","NEW","MAHWAH PD",6
"4869","NEW","MANALAPAN PD",1
"4870","NEW","MANASQUAN PD",4
"4871","NEW","MANCHESTER TOWNSHIP POLICE DEPARTMENT",1
"4872","NEW","MANSFIELD TOWNSHIP POLICE DEPARTMENT",1
"4873","NEW","MANSFIELD TWP PD",1
"4874","NEW","MANVILLE PD",5
"4875","NEW","MAPLE SHADE POLICE DEPARTMENT",5
"4876","NEW","MAPLEWOOD PD",1
"4877","NEW","MARGATE CITY POLICE DEPARTMENT",1
"4878","NEW","MARLBORO TWP PD",2
"4879","NEW","MARLTON CITY",1
"4880","NEW","MATAWAN BOROUGH PD",6
"4881","NEW","MAYWOOD PD",2
"4882","NEW","MEDFORD POLICE DEPARTMENT",8
"4883","NEW","MENDHAM PD",2
"4884","NEW","MERCER COUNTY JAIL",1
"4885","NEW","MERCER COUNTY PROBATION",1
"4886","NEW","MERCER COUNTY SHERIFF",8
"4887","NEW","MERCER COUNTY, NEW JERSEY",137
"4888","NEW","METUCHEN PD",5
"4889","NEW","MEW MILFORD PD",1
"4890","NEW","MIDDLESEX COUNTY JAIL",170
"4891","NEW","MIDDLETOWN TWP PD",6
"4892","NEW","MIDLAND PARK PD",1
"4893","NEW","MILLBURN PD",2
"4894","NEW","MILLTOWN PD",3
"4895","NEW","MILLVILLE POLICE",3
"4896","NEW","MLN GENERAL AREA, NON-SPECIFIC",426
"4897","NEW","MONMOUTH COUNTY JAIL",479
"4898","NEW","MONMOUTH COUNTY PROSECUTOR REFERRAL",1
"4899","NEW","MONROE TOWNSHIP POLICE DEPARTMENT",3
"4900","NEW","MONROE TWP PD",6
"4901","NEW","MONTCLAIR PD",2
"4902","NEW","MONTGOMERY TWP PD",1
"4903","NEW","MONTVALE PD",1
"4904","NEW","MONTVILLE TWP PD",6
"4905","NEW","MOORESTOWN POLICE DEPARTMENT",2
"4906","NEW","MORRIS COUNTY JAIL",233
"4907","NEW","MORRIS COUNTY PROSECUTOR REFERRAL",1
"4908","NEW","MORRIS PLAINS PD",2
"4909","NEW","MORRIS TWP PD",1
"4910","NEW","MORRISTOWN PD",25
"4911","NEW","MOUNT EPHRAIM POLICE DEPARTMENT",1
"4912","NEW","MOUNT HOLLY POLICE DEPARTMENT",2
"4913","NEW","MOUNT LAUREL POLICE DEPARTMENT",35
"4914","NEW","MOUNT LAUREL SUB OFFICE, NJ",10
"4915","NEW","MOUNTAINSIDE PD",5
"4916","NEW","MOUNTAINVIEW YOUTH CORRECTIONAL FACILITY",57
"4917","NEW","MT ARLINGTON PD",1
"4918","NEW","MT OLIVE TWP PD",1
"4919","NEW","MTG GENERAL AREA, NON-SPECIFIC",1
"4920","NEW","MULLICA TOWNSHIP POLICE DEPARTMENT",1
"4921","NEW","NDD - 26 FEDERAL PLAZA NY, NY",6
"4922","NEW","NEPTUNE CITY PD",5
"4923","NEW","NEPTUNE TWP PD",6
"4924","NEW","NETCONG PD",5
"4925","NEW","NEW BRUNSWICK CITY",91
"4926","NEW","NEW BRUNSWICK PD",61
"4927","NEW","NEW GENERAL AREA, NON-SPECIFIC",271
"4928","NEW","NEW JERSEY JUVENILE TRAINING SCHOOL",3
"4929","NEW","NEW JERSEY STATE PAROLE",2
"4930","NEW","NEW JERSEY STATE POLICE",18
"4931","NEW","NEW JERSEY STATE PRISON",3
"4932","NEW","NEW JERSEY TRAINING SCHOOL FOR BOYS",5
"4933","NEW","NEW PROVIDENCE PD",3
"4934","NEW","NEWARK CITY",281
"4935","NEW","NEWARK PD",596
"4936","NEW","NEWTON PD",4
"4937","NEW","NORTH ARLINGTON PD",1
"4938","NEW","NORTH BERGEN PD",76
"4939","NEW","NORTH BRUNSWICK PD",25
"4940","NEW","NORTH CALDWELL PD",1
"4941","NEW","NORTH PLAINFIELD PD",46
"4942","NEW","NORTHERN STATE PRISON",159
"4943","NEW","NUTLEY PD",1
"4944","NEW","OAKLYN POLICE DEPARTMENT",2
"4945","NEW","OCEAN COUNTY JAIL",1
"4946","NEW","OCEAN COUNTY SHERIFF",3
"4947","NEW","OCEAN COUNTY, NEW JERSEY",149
"4948","NEW","OCEAN TOWNSHIP POLICE (MONMOUTH)",9
"4949","NEW","OCEANPORT PD",2
"4950","NEW","OLD BRIDGE TWP PD",7
"4951","NEW","ORANGE TWP PD",22
"4952","NEW","PALISADES PARK PD",26
"4953","NEW","PALMYRA BOROUGH POLICE DEPARTMENT",2
"4954","NEW","PARAMUS PD",8
"4955","NEW","PARSIPPANY-TROY HILLS PD",7
"4956","NEW","PASSAIC CITY",34
"4957","NEW","PASSAIC COUNTY JAIL",372
"4958","NEW","PASSAIC COUNTY PROSECUTOR REFERRAL",2
"4959","NEW","PASSAIC PD",46
"4960","NEW","PATERSON CITY",32
"4961","NEW","PATERSON PD",75
"4962","NEW","PAULSBORO POLICE DEPARTMENT",1
"4963","NEW","PEMBERTON BOROUGH POLICE DEPARTMENT",3
"4964","NEW","PEMBERTON TOWNSHIP POLICE DEPARTMENT",2
"4965","NEW","PENNS GROVE POLICE DEPARTMENT",1
"4966","NEW","PENNSAUKEN POLICE DEPARTMENT",16
"4967","NEW","PEQUANNOCK TWP PD",4
"4968","NEW","PERTH AMBOY PD",69
"4969","NEW","PHILADELPHIA POLICE DISTRICT #01",1
"4970","NEW","PHILLIPSBURG PD",3
"4971","NEW","PINE HILL POLICE DEPARTMENT",1
"4972","NEW","PISCATAWAY PD",15
"4973","NEW","PITMAN POLICE DEPARTMENT",3
"4974","NEW","PLAINFIELD PD",223
"4975","NEW","PLAINSBORO TWP PD",5
"4976","NEW","PLEASANTVILLE POLICE DEPARTMENT",8
"4977","NEW","POINT PLEASANT BEACH POLICE DEPARTMENT",1
"4978","NEW","POINT PLEASANT BOROUGH POLICE DEPARTMENT",1
"4979","NEW","POMPTON LAKES PD",4
"4980","NEW","PORT AUTHORITY (NJ/NY) PD",13
"4981","NEW","PRINCETON BOROUGH POLICE DEPARTMENT",2
"4982","NEW","PRINCETON TOWNSHIP POLICE DEPARTMENT",3
"4983","NEW","PROSPECT PARK PD",1
"4984","NEW","QUEEN ANNES COUNTY DETENTION CENTER",1
"4985","NEW","RAHWAY PD",15
"4986","NEW","RAMSEY PD",1
"4987","NEW","RANDOLPH PD",1
"4988","NEW","RARITAN PD",6
"4989","NEW","RARITAN TWP PD",1
"4990","NEW","READINGTON TWP PD",2
"4991","NEW","RED BANK PD",56
"4992","NEW","RIDGEFIELD PARK PD",2
"4993","NEW","RIDGEFIELD PD",33
"4994","NEW","RIDGEWOOD PD",4
"4995","NEW","RIVER  VALE PD",6
"4996","NEW","RIVERDALE PD",3
"4997","NEW","RIVERSIDE TOWNSHIP POLICE DEPARTMENT",28
"4998","NEW","RIVERTON POLICE DEPARTMENT",1
"4999","NEW","ROCKAWAY BOROUGH PD",2
"5000","NEW","ROCKAWAY TWP PD",6
"5001","NEW","ROSELAND PD",1
"5002","NEW","ROSELLE PARK PD",3
"5003","NEW","ROSELLE PD",9
"5004","NEW","ROXBURY PD",7
"5005","NEW","RUMSON PD",1
"5006","NEW","RUNNEMEDE POLICE DEPARTMENT",1
"5007","NEW","RUTGERS UNIVERSITY PD",4
"5008","NEW","RUTHERFORD PD",1
"5009","NEW","S.C.I A.C. WAGNER, NEW JERSEY",24
"5010","NEW","S.C.I BAYSIDE, NEW JERSEY",71
"5011","NEW","S.C.I CRAF, NEW JERSEY",15
"5012","NEW","S.C.I GARDEN STATE, NEW JERSEY",88
"5013","NEW","S.C.I MID STATE, NEW JERSEY",11
"5014","NEW","S.C.I NEW JERSEY STATE PRISON",8
"5015","NEW","S.C.I SOUTHERN STATE, NEW JERSEY",216
"5016","NEW","S.C.I SOUTHWOODS, NEW JERSEY",213
"5017","NEW","SADDLE BROOK PD",3
"5018","NEW","SALEM COUNTY JAIL",2
"5019","NEW","SALEM COUNTY SHERIFF",1
"5020","NEW","SALEM COUNTY, NEW JERSEY",60
"5021","NEW","SAN DIEGO BORDER PATROL",1
"5022","NEW","SARPY COUNTY JAIL, NE",1
"5023","NEW","SAYREVILLE PD",11
"5024","NEW","SCOTCH PLAINS PD",1
"5025","NEW","SEA GIRT PD",1
"5026","NEW","SEASIDE HEIGHTS POLICE DEPARTMENT",2
"5027","NEW","SEASIDE PARK POLICE DEPARTMENT",1
"5028","NEW","SECAUCUS PD",12
"5029","NEW","SHIP BOTTOM POLICE DEPARTMENT",2
"5030","NEW","SHREWSBURY PD",6
"5031","NEW","SOMERSET COUNTY JAIL",175
"5032","NEW","SOMERSET COUNTY PROSECUTOR REFERRAL",4
"5033","NEW","SOMMERVILLE PD",19
"5034","NEW","SOUTH AMBOY PD",6
"5035","NEW","SOUTH BOUND BROOK PD",2
"5036","NEW","SOUTH BRUNSWICK TWP PD",13
"5037","NEW","SOUTH HACKENSACK PD",3
"5038","NEW","SOUTH HARRISON POLICE DEPARTMENT",1
"5039","NEW","SOUTH ORANGE PD",1
"5040","NEW","SOUTH PLAINFIELD PD",12
"5041","NEW","SOUTH RIVER PD",16
"5042","NEW","SOUTH TOMS RIVER POLICE DEPARTMENT",3
"5043","NEW","SOUTH WOODS STATE PRISON",1
"5044","NEW","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",1
"5045","NEW","SOUTHERN STATE CORRECTIONAL FACILITY",4
"5046","NEW","SOUTHWOODS STATE PRISON",1
"5047","NEW","SPARTA TWP PD",2
"5048","NEW","SPOTSWOOD PD",4
"5049","NEW","SPRING LAKE PD",1
"5050","NEW","SPRINGFIELD PD",7
"5051","NEW","STAFFORD POLICE DEPARTMENT",6
"5052","NEW","STANHOPE BOROUGH PD",3
"5053","NEW","STREET PROBATION & PAROLE, BERGEN COUNTY",3
"5054","NEW","STREET PROBATION & PAROLE, ESSEX COUNTY",7
"5055","NEW","STREET PROBATION & PAROLE, HUDSON COUNTY",2
"5056","NEW","STREET PROBATION & PAROLE, MIDDLESEX COUNTY",6
"5057","NEW","STREET PROBATION & PAROLE, MONMOUTH COUNTY",19
"5058","NEW","STREET PROBATION & PAROLE, MORRIS COUNTY",2
"5059","NEW","STREET PROBATION & PAROLE, PASSAIC COUNTY",16
"5060","NEW","STREET PROBATION & PAROLE, SOMERSET COUNTY",1
"5061","NEW","STREET PROBATION & PAROLE, UNION COUNTY",4
"5062","NEW","SUMMIT PD",11
"5063","NEW","SUSSEX COUNTY JAIL",18
"5064","NEW","TEANECK PD",4
"5065","NEW","TINTON FALLS PD",4
"5066","NEW","TOMS RIVER Police Department",17
"5067","NEW","TOTOWA PD",9
"5068","NEW","TOWNSHIP OF HAMILTON POLICE DEPARTMENT",24
"5069","NEW","TRENTON CITY POLICE DEPARTMENT",202
"5070","NEW","U.S MARSHALS SERVICE",1
"5071","NEW","UNION CITY PD",96
"5072","NEW","UNION COUNTY JAIL",162
"5073","NEW","UNION COUNTY PD",22
"5074","NEW","UNION COUNTY PROSECUTOR REFERRAL",1
"5075","NEW","UNION PD",17
"5076","NEW","UNITED STATES MARSHAL SERVICE CAMDEN",2
"5077","NEW","UNITED STATES MARSHAL SERVICE TRENTON",11
"5078","NEW","UNITED STATES PROBATION & PAROLE",9
"5079","NEW","US CITIZENSHIP & IMMIGRATION SERVICES, MOUNT LAUREL",4
"5080","NEW","USBOP CI-MOSHANNON VALLEY",1
"5081","NEW","USICE MARLTON HOLDING CELL",28
"5082","NEW","USMS CAMDEN",1
"5083","NEW","USMS NEWARK",53
"5084","NEW","USMS TRENTON",2
"5085","NEW","VCAS2 - STREET ARREST",1
"5086","NEW","VERONA PD",1
"5087","NEW","VINELAND POLICE DEPARTMENT",25
"5088","NEW","WALDWICK PD",2
"5089","NEW","WALL TWP PD",3
"5090","NEW","WALLINGTON PD",5
"5091","NEW","WANAQUE BOROUGH PD",5
"5092","NEW","WARREN COUNTY JAIL",9
"5093","NEW","WARREN TWP PD",2
"5094","NEW","WASHINGTON TOWNSHIP POLICE DEPARTMENT",5
