"","apprehension_landmark","total"
"3693","KINGMAN POLICE DEPARTMENT",1
"3694","KINGS COUNTY",10
"3695","KINGS COUNTY JAIL",70
"3696","KINNELON PD",1
"3697","KINNEY COUNTY DETENTION CENTER",1
"3698","KINROSS CORRECTIONAL FACILITY, KINCHELOE, MI",25
"3699","KIOWA COUNTY SHERIFFS OFFICE, GREENSBURG, KANSAS",10
"3700","KIRKLAND CITY PD",10
"3701","KIRKLAND RECEPTION AND EVALUATION CENTER",1
"3702","KIRKLAND STATE PRISON, SC",124
"3703","KIRKWOOD POLICE DEPARTMENT, MISSOURI",1
"3704","KISSIMMEE GENERAL AREA",1
"3705","KISSIMMEE, FL PROBATION & PAROLE, FL DOC #094",65
"3706","KIT CARSON COUNTY",5
"3707","KIT CARSON COUNTY JAIL",1
"3708","KITSAP COUNTY JAIL",19
"3709","KITTITAS CO. JAIL",57
"3710","KLAMATH COUNTY JAIL",5
"3711","KLEBERG CO JAIL, KINGSVILE, TX",3
"3712","KLEBERG CO PROBATION, KINGSVILLE, TX",1
"3713","KLEBERG COUNTY JAIL, KINGSVILLE, TX",3
"3714","KLICKITAT CO. JAIL",18
"3715","KNOX COUNTY DETENTION CTR, KY",1
"3716","KNOX COUNTY JAIL, ROCKLAND",1
"3717","KNOX COUNTY JAIL, TN",311
"3718","KNOX COUNTY SHERIFF'S OFFICE, VINCENNES, INDIANA",4
"3719","KNX GENERAL AREA, NON-SPECIFIC",400
"3720","KOOCHICHING COUNTY LAW ENFORCEMENT CENTER, MN",1
"3721","KOOTENAI CO. JAIL",3
"3722","KOSCIUSKO COUNTY SHERIFF'S OFFICE, INDIANA",12
"3723","KREMMLING, CO",6
"3724","KROME SPC",2412
"3725","KROTZ SPRINGS CITY JAIL",1
"3726","LA FAYETTE, GA",4
"3727","LA FERIA CITY JAIL, TX",4
"3728","La Jolla, CA",1
"3729","LA JOYA CITY JAIL, TX",1
"3730","LA MARQUE POLICE DEPT, GALVESTON COUNTY, TX",1
"3731","LA MARQUE, TEXAS",1
"3732","La Mesa, CA",1
"3733","LA PAZ COUNTY JAIL",44
"3734","LA PLATA COUNTY",17
"3735","LA PLATA COUNTY COURTHOUSE",1
"3736","LA PLATA COUNTY JAIL",24
"3737","LA PORTE COUNTY SHERIFF'S OFFICE, INDIANA",1
"3738","LA PORTE PLICE DEPT,HARRIS COUNTY,TX",1
"3739","LA PORTE POLICE DEPT, HARRIS COUNTY, TX",1
"3740","LA SALLE COUNTY JAIL - TX1420000",1
"3741","LACKAWANNA COUNTY PRISON",70
"3742","LACKAWANNA COUNTY PROBATION",8
"3743","LACKAWANNA COUNTY PROCESSING CENTER (CENTRAL BOOKING)",1
"3744","LACLEDE COUNTY SHERIFFS OFFICE, MISSOURI",3
"3745","LAF GENERAL AREA, NON-SPECIFIC",211
"3746","LAFAYETTE COUNTY JAIL",4
"3747","LAFAYETTE COUNTY SHERIFFS OFFICE MISSOURI",8
"3748","LAFAYETTE COUNTY, MS",15
"3749","LAFAYETTE PARISH JAIL",1
"3750","LAFAYETTE PROBATION OFFICE",3
"3751","LAFAYETTE STREET JAIL/GA14, HARTFORD, CT",7
"3752","LAFOURCHE PARISH, LA",33
"3753","LAGRANGE COUNTY SHERIFF'S OFFICE, INDIANA",7
"3754","LAGRANGE PROBATION OFFICE",1
"3755","LAK GENERAL AREA, NON-SPECIFIC",54
"3756","LAKE CITY, GA",3
"3757","LAKE CO JAIL, MADISON, SD",10
"3758","LAKE COUNTY",1
"3759","LAKE COUNTY JAIL",35
"3760","LAKE COUNTY JAIL - CA",6
"3761","LAKE COUNTY JAIL MT",3
"3762","LAKE COUNTY JAIL, BALDWIN, MI",3
"3763","LAKE COUNTY JAIL, IL",39
"3764","LAKE COUNTY SHERIFF'S OFFICE, IL",26
"3765","LAKE COUNTY SHERIFF'S OFFICE, IN",14
"3766","LAKE COUNTY, COLORADO",2
"3767","LAKE HAVASU CITY POLICE DEPT.",2
"3768","LAKE JACKSON POLICE DEPT, BRAZORIA COUNTY, TX",1
"3769","LAKE JACKSON POLICE DEPT,BRAZORIA COUNTY, TX",2
"3770","LAKE ORION, MICHIGAN",4
"3771","LAKE PARK, GA",3
"3772","LAKE REGIONAL LAW ENFORCEMENT CENTER, ND",4
"3773","LAKE ST. LOUIS POLICE DEPARTMENT, MISSOURI",1
"3774","LAKE WORTH POLICE DEPARTMENT",3
"3775","LAKEWOOD POLICE DEPARTMENT",85
"3776","LAMAR COUNTY ADULT DETENTION CENTER, MS",48
"3777","LAMAR COUNTY GENERAL AREA",3
"3778","LAMAR COUNTY JAIL",1
"3779","LAMAR COUNTY NON CRIM",5
"3780","LAMAR COUNTY PROBATION",7
"3781","LAMAR COUNTY SHERIFFS OFFICE",63
"3782","LAMAR COUNTY, GA",4
"3783","LAMAR COUNTY, MS",5
"3784","LAMB COUNTY JAIL",16
"3785","LAMBERTVILLE PD",2
"3786","LAMPASAS COUNTY JAIL, LAMPASAS, TEXAS",22
"3787","LANCASTER COUNTY JAIL, NE",163
"3788","LANCASTER COUNTY, SC",90
"3789","LANCASTER POLICE DEPARTMENT",2
"3790","LANE COUNTY JAIL",29
"3791","LANIER COUNTY SHERIFFS, GA",2
"3792","LANSING AREA MICHIGAN STATE PAROLE OFFICE",1
"3793","LANSING CORRECTIONAL FACILITY KANSAS DEPARTMENT OF CORRECTIONS",35
"3794","LANSING, MI GENERAL AREA",17
"3795","LANSING, MICHIGAN",39
"3796","LAPEER COUNTY JAIL, LAPEER, MI",5
"3797","LAPEER, MICHIGAN",2
"3798","LAPORT COUNTY SHERIFF'S OFFICE, IN",10
"3799","LAPORTE, TEXAS",2
"3800","LAR GENERAL AREA, NON-SPECIFIC",4
"3801","LARAMIE COUNTY JAIL, CHEYENNE, WYOMING",45
"3802","LARAMIE COUNTY PROBATION OFFICE",1
"3803","LARAMIE COUNTY, WYOMING",33
"3804","LAREDO FEDERAL PROBATION AND PAROLE",1
"3805","LAREDO STREET ARREST",10
"3806","Larimer County",95
"3807","LARIMER COUNTY",13
"3808","Larimer County Jail",25
"3809","LARIMER COUNTY JAIL",5
"3810","Larimer County Probation",29
"3811","LARIMER COUNTY PROBATION OFFICE",3
"3812","LARRY D. SMITH CORRECTIONAL FACILITY (RCSD) BANNING, CA",73
"3813","LARUE COUNTY DETENTION CTR, KY",9
"3814","LAS ANIMAS COUNTY JAIL",7
"3815","LAS ANIMAS COUNTY PROBATION OFFICE",1
"3816","LAS ANIMAS COUNTY, CO",3
"3817","LAS COLINAS DETENTION AND REENTRY FACILITY",268
"3818","LAS CRUCES- DISTRICT OFFICE 3A",6
"3819","LAS CRUCES-DISTRICT OFFICE 3A",38
"3820","LAS GENERAL AREA, NON-SPECIFIC",25
"3821","LAS VEGAS CAP PROCESSING",517
"3822","LAS VEGAS CAP-AT-LARGE",24
"3823","LAS VEGAS DETENTION AND REMOVAL OPERATIONS",23
"3824","LAS VEGAS DRUG ENFORCEMENT ADMINISTRATION",2
"3825","LAS VEGAS FEDERAL BUREAU OF INVESTIGATIONS",1
"3826","LAS VEGAS FUGITIVE OPERATIONS",725
"3827","LAS VEGAS METRO POLICE DEPARTMENT",3
"3828","LAS VEGAS UNITED STATES MARSHAL SERVICE",35
"3829","LASALLE COUNTY SHERIFF'S OFFICE, IL",2
"3830","LASALLE DETENTION FACILITY (JENA)",806
"3831","LASSEN COUNTY JAIL",1
"3832","LATIMER COUNTY JAIL",1
"3833","LAUDERDALE COUNTY, MS",29
"3834","LAUREL COUNTY DETENTION CTR, KY",14
"3835","LAUREL HILL DRIVE, ORLANDO FL, PROBATION AND PAROLE OFFICE 092",4
"3836","LAURENS COUNTY",23
"3837","LAURENS COUNTY PROBATION & PAROLE OFFICE",1
"3838","LAURENS COUNTY, GA",3
"3839","LAVACA COUNTY JAIL, HALLETSVILLE, TX",12
"3840","LAVACA COUNTY JAIL,HALLETSVILLE,TX",8
"3841","LAVACA COUNTY PROBATION, HALLETSVILLE, TX",3
"3842","LAVALLETTE POLICE DEPARTMENT",1
"3843","LAWRENCE CORR. CENTER, IL (ILLINOIS DOC)",2
"3844","LAWRENCE COUNTY CORRECTIONAL FACILITY",2
"3845","LAWRENCE COUNTY JAIL, DEADWOOD, SD",6
"3846","LAWRENCE COUNTY JAIL, MS",1
"3847","LAWRENCE COUNTY JAIL, TN",7
"3848","LAWRENCE COUNTY SHERIFFS OFFICE, MISSOURI",8
"3849","LAWRENCE DISTRICT COURT",58
"3850","LAWRENCE POLICE DEPT",14
"3851","LAWRENCE TOWNSHIP POLICE DEPARTMENT",11
"3852","LAWRENCEVILLE PROBATION OFFICE",32
"3853","LAWRENCEVILLE, GA",97
"3854","LAWTON POLICE DEPARTMENT",12
"3855","LBK GENERAL AREA, NON-SPECIFIC",214
"3856","LCY GENERAL AREA, NON-SPECIFIC",2
"3857","LE ROY POLICE DEPARTMENT-NY STATE",1
"3858","LE SUEUR COUNTY JAIL, MN",13
"3859","LEA COUNTY CORRECTIONAL",1
"3860","LEA COUNTY DETENTION CENTER",1
"3861","LEAGUE CITY POLICE DEPT, GALVESTON COUNTY, TX",5
"3862","LEAGUE CITY POLICE DEPT,GALVESTON, TX",1
"3863","LEAGUE CITY, TEXAS",9
"3864","LEAKE COUNTY CORRECTIONAL FACILITY, MS",77
"3865","LEAR - 1070 ARRESTS",7
"3866","LEAR - APACHE COUNTY JAIL",2
"3867","LEAR - ARIZONA DEPARTMENT OF PUBLIC SAFETY",731
"3868","LEAR - ARIZONA DEPARTMENT OF TRANSPORTATION",4
"3869","LEAR - AVONDALE POLICE DEPARTMENT",8
"3870","LEAR - BUCKEYE POLICE DEPARTMENT",20
"3871","LEAR - BUREAU OF LAND MANAGEMENT",47
"3872","LEAR - CAMP VERDE POLICE DEPARTMENT",1
"3873","LEAR - CHANDLER POLICE DEPARTMENT",26
"3874","LEAR - CIS REFERAL",9
"3875","LEAR - COCONINO COUNTY SHERIFFS OFFICE",8
"3876","LEAR - COTTONWOOD POLICE DEPARTMENT",3
"3877","LEAR - DRUG ENFORCEMENT AGENCY",11
"3878","LEAR - EL MIRAGE POLICE DEPARTMENT",2
"3879","LEAR - FEDERAL BUREAU OF INVESTIGATIONS",6
"3880","LEAR - FLORENCE POLICE DEPARTMENT",3
"3881","LEAR - FT. MCDOWELL POLICE DEPARTMENT",6
"3882","LEAR - FUGITVE OPERATIONS REFERALS",3
"3883","LEAR - GILA COUNTY JAIL",1
"3884","LEAR - GILA INDIAN RESERVATION",5
"3885","LEAR - GILA RIVER POLICE DEPARTMENT",12
"3886","LEAR - GILBERT POLICE DEPARTMENT",2
"3887","LEAR - GLENDALE POLICE DEPARTMENT",30
"3888","LEAR - GOODYEAR POLICE DEPARTMENT",6
"3889","LEAR - GSA SECURITY",1
"3890","LEAR - HOLBROOK POLICE DEPARTMENT",10
"3891","LEAR - IMPACT",1
"3892","LEAR - MARICOPA COUNTY SHERIFFS OFFICE",9
"3893","LEAR - MESA POLICE DEPARTMENT",38
"3894","LEAR - MOHAVE COUNTY SHERIFFS OFFICE",3
"3895","LEAR - NAVAJO COUNTY SHERIFFS OFFICE",34
"3896","LEAR - OFFICE OF INVESTIGATIONS",64
"3897","LEAR - PARADISE VALLEY POLICE DEPARTMENT",7
"3898","LEAR - PAYSON POLICE DEPARTMENT",6
"3899","LEAR - PEORIA POLICE DEPARTMENT",12
"3900","LEAR - PHOENIX FIRE INVESTIGATIONS",3
"3901","LEAR - PHOENIX POLICE DEPARTMENT",615
"3902","LEAR - PINAL COUNTY SHERIFF'S OFFICE",3
"3903","LEAR - PRESCOTT POLICE DEPARTMENT",1
"3904","LEAR - PRESCOTT VALLEY SHERIFFS OFFICE",2
"3905","LEAR - SALT RIVER INDIAN RESERVATION",1
"3906","LEAR - SALT RIVER POLICE DEPARTMENT",7
"3907","LEAR - SCOTTSDALE POLICE DEPARTMENT DISTRICT 1",28
"3908","LEAR - SECURE COMMUNITIES",1
"3909","LEAR - SEDONA POLICE DEPARTMENT",2
"3910","LEAR - SHOW LOW POLICE DEPARTMENT",1
"3911","LEAR - SUPERIOR POLICE DEPARTMENT",6
"3912","LEAR - SURPRISE POLICE DEPARTMENT",3
"3913","LEAR - TEMPE POLICE DEPARTMENT",10
"3914","LEAR - TOLLESON POLICE DEPARTMENT",4
"3915","LEAR - UNITED STATES BORDER PARTOL",10
"3916","LEAR - UNITED STATES MARSHALS",9
"3917","LEAR - WICKENBURG POLICE DEPARTMENT",2
"3918","LEAR - WINSLOW POLICE DEPARTMENT",4
"3919","LEAR - YAVAPAI COUNTY SHERIFFS OFFICE",22
"3920","LEAR STREET ARREST",1
"3921","LEAVENWORTH COUNTY SHERIFFS OFFICE KANSAS",5
"3922","LEAVENWORTH FEDERAL CAMP LEAVENWORTH KANSAS",2
"3923","LEE COUNTY FUGITIVE OPERATIONS",16
"3924","LEE COUNTY JAIL",36
"3925","LEE COUNTY JAIL, GA",13
"3926","LEE COUNTY JAIL, GIDDINGS ,TX",13
"3927","LEE COUNTY JAIL, GIDDINGS, TX",25
"3928","LEE COUNTY JAIL, KY",4
"3929","LEE COUNTY, MS",6
"3930","LEE USP-VA",11
"3931","LEELANAU COUNTY JAIL, SUTTONS BAY, MI",2
"3932","LEESBURG, FL PROBATION & PAROLE, FL DOC #057",6
"3933","LEFLORE COUNTY JAIL",15
"3934","LEFLORE COUNTY, MS",4
"3935","LEHIGH COUNTY PRISON",54
"3936","LEHIGH COUNTY PROBATION",29
"3937","LEMHI COUNTY JAIL ID",1
"3938","LEMON CREEEK CORRECTIONAL CENTER",7
"3939","Lemon Grove, CA",4
"3940","LENAWEE COUNTY JAIL, ADRIAN, MI",23
"3941","LENNOX STATION-L.A. SHERIFFS DEPT, INGLEWOOD, CA",1
"3942","LENOIR CO PROBATION 301 E KING ST KINSTON",4
"3943","LENOIR COUNTY FUGITIVE OPERATIONS",21
"3944","LENOIR COUNTY JAIL",20
"3945","LENOIR, NC",3
"3946","LEOMINSTER DISTRICT COURT",1
"3947","LEOMINSTER POLICE DEPT",1
"3948","LEON COUNTY JAIL, CENTERVILLE, TX",13
"3949","LEON COUNTY JAIL,CENTERVVILLE, TX",10
"3950","LEON COUNTY PROBATION, CENTERVILLE, TX",2
"3951","LEONIA PD",2
"3952","LETCHER COUNTY JAIL, KY",3
"3953","LEVY COUNTY PROBATION & PAROLE",2
"3954","LEWIS & CLARK COUNTY JAIL MT",1
"3955","LEWIS COUNTY DETENTION CTR, KY",1
"3956","LEWIS COUNTY JAIL",54
"3957","LEWIS COUNTY SHERIFF",4
"3958","LEWIS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"3959","LEWISVILLE CITY JAIL",332
"3960","LEX GENERAL AREA, NON-SPECIFIC",124
"3961","LEXINGTON COUNTY, SC",313
"3962","LEXINGTON, GA",2
"3963","LEXINGTON, NC",45
"3964","LIBERTY COUNTY JAIL, LIBERTY, TX",60
"3965","LIBERTY COUNTY JAIL, LIBERTY,TX",26
"3966","LIBERTY COUNTY PROBATION, LIBERTY, TX",9
"3967","LIBERTY COUNTY, GA",17
"3968","LIBERTY, TEXAS",27
"3969","LICKING COUNTY JAIL",9
"3970","LILBURN, GA",29
"3971","LIMESTONE (CIVIGENICS/CONTRACT) GROESBECK, TEXAS",4
"3972","LIMESTONE COUNTY JAIL, GROESBECK, TEXAS",38
"3973","LIN GENERAL AREA, NON-SPECIFIC",1
"3974","LINCOLN CO JAIL, IVANHOE, MN",2
"3975","LINCOLN CO PROBATION LINCOLNTON",1
"3976","LINCOLN CORR. CENTER, IL (ILLINOIS DOC)",2
"3977","LINCOLN CORRECTIONAL CENTER, NE",4
"3978","LINCOLN COUNTY",3
"3979","LINCOLN COUNTY DETENTION CENTER",1
"3980","LINCOLN COUNTY JAIL",38
"3981","LINCOLN COUNTY JAIL ID",3
"3982","LINCOLN COUNTY JAIL, KEMMERER, WY",7
"3983","LINCOLN COUNTY JAIL, NE",5
"3984","LINCOLN COUNTY JAIL, TN",12
"3985","LINCOLN COUNTY REGIONAL JAIL, KY",26
"3986","LINCOLN COUNTY SHERIFF'S DEPARTMENT",9
"3987","LINCOLN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",12
"3988","LINCOLN COUNTY SHERIFF'S OFFICE",1
"3989","LINCOLN COUNTY SHERIFFS OFFICE, LINCOLN, KANSAS",2
"3990","LINCOLN COUNTY, NC",1
"3991","LINCOLN PARK POLICE DEPARTMENT",24
"3992","LINCOLN PARK, MICHIGAN",39
"3993","LINCOLN, COUNTY, MS",2
"3994","Linda Vista, CA",1
"3995","LINDEN PD",26
"3996","LINDENWOLD POLICE DEPARTMENT",45
"3997","LINN COUNTY JAIL",8
"3998","LINN COUNTY JAIL, IA",159
"3999","LINN COUNTY SHERIFFS OFFICE KANSAS",1
"4000","LIPSCOM COUNTY",4
"4001","LITCHFIELD, CT",1
"4002","LITHONIA, GA",8
"4003","LITTLE FALLS PD",1
"4004","LITTLE FERRY PD",2
"4005","LITTLE RIVER COUNTY JAIL",2
"4006","LIV GENERAL AREA, NON-SPECIFIC",7
"4007","LIVE OAK COUNTY JAIL, GEORGE WEST, TX",15
"4008","LIVE OAK COUNTY PROBATION, GEORGE WEST, TX",1
"4009","LIVERMORE POLICE DEPARTMENT",1
"4010","LIVERPOOL VILLAGE POLICE DEPARTMENT",2
"4011","LIVINGSTON AREA",2
"4012","LIVINGSTON CORRECTIONAL FACILITY",1
"4013","LIVINGSTON COUNTY",1
"4014","LIVINGSTON COUNTY JAIL",5
"4015","LIVINGSTON COUNTY JAIL, HOWELL, MI",18
"4016","LIVINGSTON COUNTY PROBATION",2
"4017","LIVINGSTON COUNTY SHERIFF",1
"4018","LIVINGSTON COUNTY SHERIFF'S OFFICE, IL",2
"4019","LIVINGSTON PARISH PRISON",35
"4020","LIVINGSTON, TEXAS",20
"4021","LIVONIA POLICE DEPARTMENT",2
"4022","LIVONIA, MICHIGAN",19
"4023","LLANO COUNTY JAIL, LLANO, TEXAS",30
"4024","LNB GENERAL AREA, NON-SPECIFIC",2
"4025","LOCUST GROVE, GA",3
"4026","LODI PD",9
"4027","LOGAN CORR. CENTER, IL (ILLINOIS DOC)",16
"4028","Logan County",3
"4029","LOGAN COUNTY DETENTION CENTER",1
"4030","LOGAN COUNTY DETENTION CTR, KY",7
"4031","LOGAN COUNTY JAIL",30
"4032","LOGAN COUNTY PROBATION-BOONEVILLE OFFICE",3
"4033","LOGAN COUNTY SHERIFF'S OFFICE, IL",1
"4034","LOGAN POLICE DEPARTMENT",1
"4035","LOGANVILLE, GA",14
"4036","LOM GENERAL AREA, NON-SPECIFIC",1075
"4037","LOMA, COLORADO",11
"4038","LOMPOC CITY JAIL",2
"4039","LONG BEACH POLICE DEPARTMENT, LONG BEACH, CA",4
"4040","LONG BEACH TOWNSHIP POLICE DEPARTMENT",1
"4041","LONG BRANCH PD",72
"4042","LONG COUNTY GA",2
"4043","LONG COUNTY, GA",1
"4044","LONGILL TWP PD",1
"4045","LONGWOOD GENERAL AREA",1
"4046","LONOKE CITY JAIL",3
"4047","LONOKE COUNTY JAIL",10
"4048","LONOKE COUNTY PROBATION-LONOKE OFFICE",1
"4049","LOOKOUT MOUNTAIN YOUTH SERVICES",1
"4050","LORAIN CORRECTIONAL INSTITUTION",22
"4051","LORAIN COUNTY JAIL",30
"4052","LOS ALAMOS COUNTY DETENTION CENTER",2
"4053","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",8610
"4054","LOS ANGELES COUNTY JAIL, LOS ANGELES, CA",664
"4055","LOS ANGELES, CA",2
"4056","LOS BANOS POLICE DEPARTMENT",4
"4057","LOS FRESNOS CITY JAIL, TX",6
"4058","LOS GENERAL AREA, NON-SPECIFIC",5
"4059","LOU GENERAL AREA, NON-SPECIFIC",219
"4060","LOUDON COUNTY JAIL, TN",113
"4061","LOUDOUN COUNTY JAIL - VA",309
"4062","LOUISA COUNTY JAIL, IA",4
"4063","LOUISIANA CORRECTIONAL INSTITUTION FOR WOMEN",2
"4064","LOUISIANA STATE PENITENTIARY - ANGOLA",4
"4065","LOUISVILLE CAP STREET ARREST",871
"4066","LOUISVILLE FUGITIVE OPS ARREST",1659
"4067","LOUISVILLE METRO CORRECTIONS, KY",561
"4068","LOUISVILLE, GA",2
"4069","LOVE COUNTY JAIL",14
"4070","LOVEJOY, GA",8
"4071","LOWELL DISTRICT COURT",31
"4072","LOWELL POLICE DEPT",5
"4073","LOWER TOWNSHIP POLICE DEPARTMENT",1
"4074","LOWNDES COUNTY JAIL, GA",47
"4075","LOWNDES COUNTY JAIL, HAYNEVILLE, AL",1
"4076","LOWNDES COUNTY, GA",2
"4077","LOWNDES COUNTY, MS",21
"4078","LRA CAP STREET ARREST",48
"4079","LRA GENERAL AREA, NON-SPECIFIC",353
"4080","LRA OFFICE ARREST",69
"4081","LRD GENERAL AREA, NON-SPECIFIC",1132
"4082","LTV GENERAL AREA, NON-SPECIFIC",361
"4083","LUBBOCK COUNTY JAIL",186
"4084","LUBBOCK COUNTY SHERIFF'S OFFICE",66
"4085","LUBBOCK POLICE DEPARTMENT",3
"4086","LUBBOCK TEXAS FUG OPS AOR",55
"4087","LUCAS COUNTY IOWA",1
"4088","LUCAS COUNTY JAIL",13
"4089","Lucas County, OH",45
"4090","LUCE COUNTY JAIL, NEWBERRY, MI",1
"4091","LUDOWICI, GA",1
"4092","LUFKIN, TX",12
"4093","LUMBERTON POLICE DEPARTMENT",1
"4094","LUMPKIN COUNTY, GA",6
"4095","LUMPKIN, GA (DAWSON COUNTY)",1
"4096","LUMPKIN, GA (STEWART COUNTY)",7
"4097","LUNA COUNTY DETENTION CENTER",5
"4098","LUNENBURG CORRECTIONAL CENTER-VA",5
"4099","LUZERNE COUNTY CORRECTIONAL FACILITY",80
"4100","LUZERNE COUNTY PROBATION",30
"4101","LVD GENERAL AREA, NON-SPECIFIC",24
"4102","LVG GENERAL AREA, NON-SPECIFIC",1561
"4103","LYCOMING COUNTY PRISON",3
"4104","LYCOMING COUNTY PROBATION",1
"4105","LYNCHNER STATE JAIL, TEXAS DEPT OF CRIMINAL JUSTICE",1
"4106","LYNDHURST PD",6
"4107","LYNN DISTRICT COURT",39
"4108","LYNN POLICE DEPARTMENT",6
"4109","LYNNWOOD CITY JAIL",6
"4110","LYNWOOD CRDF LOS ANGELES COUNTY SHERIFF'S DEPT",8
"4111","LYON COUNTY JAIL, IA",1
"4112","LYON COUNTY LAW ENFORCEMENT CENTER, MN",9
"4113","LYON COUNTY SHERIFFS OFFICE KANSAS",14
"4114","LYONS, GA",1
"4115","MACDOUGALL CORRECTIONAL INSTITUTION",12
"4116","MACDOUGALL CORRECTIONAL INSTITUTION, SUFFIELD, CT",4
"4117","MACKINAC COUNTY JAIL, ST. IGNACE, MI",1
"4118","MACLAREN YOUTH CORRECTIONS FACILITY",12
"4119","MACOMB CORRECTIONAL FACILITY, NEW HAVEN, MI",16
"4120","MACOMB COUNTY JAIL, MT. CLEMENS, MI",44
"4121","MACOMB, MICHIGAN",25
"4122","MACON COUNTY JAIL",8
"4123","MACON COUNTY JAIL, TN",42
"4124","MACON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",4
"4125","MACON COUNTY SHERIFF'S OFFICE, IL",1
"4126","MACON COUNTY, GA",2
"4127","MACON COUNTY, NC",5
"4128","MACON PROBATION OFFICE",1
"4129","MACON, GA",11
"4130","MADERA COUNTY",32
"4131","MADERA COUNTY JAIL",74
"4132","MADERA COUNTY PROBATION",1
"4133","MADERA COUNTY SHERIFF'S DEPARTMENT",1
"4134","MADERA POLICE DEPARTMENT",1
"4135","MADISON COUNTY",4
"4136","MADISON COUNTY DETENTION CTR, KY",20
"4137","MADISON COUNTY IOWA",2
"4138","MADISON COUNTY JAIL",1
"4139","MADISON COUNTY JAIL ID",31
"4140","MADISON COUNTY JAIL, HUNTSVILLE, AL",14
"4141","MADISON COUNTY JAIL, MADISONVILLE, TX",29
"4142","MADISON COUNTY MISDEMEANOR PROBATION OFFICE ID",2
"4143","MADISON COUNTY PROBATION, MADISONVILLE, TX",2
"4144","Madison County Sheriff",1
"4145","MADISON COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",26
"4146","MADISON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",3
"4147","MADISON COUNTY SHERIFF'S OFFICE, INDIANA",21
"4148","MADISON COUNTY, GA",5
"4149","MADISON COUNTY, MS",316
"4150","MADISON COUNTY, NC",1
"4151","MADISON HEIGHTS, MICHIGAN",13
"4152","MADISON PARISH JAIL",3
"4153","MADISON PD",5
"4154","MADISON, GA",4
"4155","MADISONVILLE, TEXAS",7
"4156","MAGNOLIA POLICE DEPARTMENT",1
"4157","MAGNOLIA, TEXAS",12
"4158","MAHASKA COUNTY IOWA",6
"4159","MAHNOMEN COUNTY JAIL, MN",2
"4160","MAHONING COUNTY JAIL",22
"4161","MAHWAH PD",6
"4162","MAINE CORRECTIONAL CENTER, SOUTH WINHAM",6
"4163","MAINE STATE PRISON, WARREN",7
"4164","MAJOR COUNTY JAIL",2
"4165","MALDEN DISTRICT COURT",47
"4166","MALDEN POLICE DEPT",3
"4167","MALHEUR COUNTY JAIL OREGON",1
"4168","MALHEUR COUNTY MISDEMEANOR PROBATION OFFICE, OR",1
"4169","MALIBU/ LOST HILLS SHERIFFS DEPT, AGOURA, CA",2
"4170","MANALAPAN PD",1
"4171","MANASQUAN PD",4
"4172","MANCHESTER ICE OFFICE",47
"4173","MANCHESTER JUDICIAL MARSHAL'S LOCKUP",3
"4174","MANCHESTER POLICE DEPARTMENT, MISSOURI",2
"4175","MANCHESTER TOWNSHIP POLICE DEPARTMENT",1
"4176","MANCHESTER, CT",4
"4177","MANISTEE COUNTY JAIL, MANISTEE, MI",4
"4178","MANLIUS TOWN POLICE DEPARTMENT",9
"4179","MANSFIELD COUNTY JAIL",195
"4180","MANSFIELD TOWNSHIP POLICE DEPARTMENT",1
"4181","MANSFIELD TWP PD",1
"4182","MANSFIELD, CT",1
"4183","MANSON YOUTH INSTITUTION, CHESHIRE, CT",3
"4184","MANTECA POLICE DEPARTMENT",1
"4185","MANVEL POLICE DEPT, MONTGMERY COUNTY,TX",1
"4186","MANVILLE PD",5
"4187","MAPLE SHADE POLICE DEPARTMENT",5
"4188","MAPLEWOOD PD",1
"4189","MARENGO COUNTY JAIL, AL",2
"4190","MARGATE CITY POLICE DEPARTMENT",1
"4191","MARICOPA CITY POLICE DEPARTMENT",1
"4192","MARIETTA MUNICIPAL PROBATION",1
"4193","MARIETTA PROBATION OFFICE",3
"4194","MARIETTA, GA",126
"4195","MARIN COUNTY JAIL - CA",197
"4196","MARIN COUNTY SHERIFF'S DEPARTMENT",17
"4197","MARION COUNTY DETENTION CENTER",32
"4198","MARION COUNTY DETENTION CTR, KY",40
"4199","MARION COUNTY IOWA",6
"4200","MARION COUNTY JAIL",40
"4201","MARION COUNTY JAIL, GA",2
"4202","MARION COUNTY JAIL, TN",22
"4203","MARION COUNTY JUVENILE FACILITY",1
"4204","MARION COUNTY SHERIFF'S DEPARTMENT, MISSOURI",6
"4205","MARION COUNTY SHERIFF'S OFFICE, IL",1
"4206","MARION COUNTY SHERIFF'S OFFICE, INDIANAPOLIS, INDIANA",581
"4207","MARION COUNTY SHERIFFS OFFICE, MARION, KANSAS",3
"4208","MARION COUNTY, SC",1
"4209","MARION USP, IL (BOP)",7
"4210","MARION/WALTHALL CORRECTIONAL FACILITY, MS",3
"4211","MARIPOSE COUNTY",1
"4212","Markham PD, IL",1
"4213","MARLBORO COUNTY PROBATION & PAROLE OFFICE",1
"4214","MARLBORO COUNTY, SC",12
"4215","MARLBORO TWP PD",2
"4216","MARLBOROUGH DISTRICT COURT",20
