"","aor","apprehension_landmark","total"
"8304","NOL","COFFEE COUNTY GA",1
"8305","NOL","COFFEE COUNTY JAIL, TN",115
"8306","NOL","COLUMBIA COUNTY JAIL",3
"8307","NOL","COLUMBIA COUNTY PRISON",1
"8308","NOL","CONCORDIA PARISH JAIL",2
"8309","NOL","CONECUH COUNTY JAIL, AL",1
"8310","NOL","CONWAY COUNTY JAIL",19
"8311","NOL","COPIAH COUNTY, MS",56
"8312","NOL","COVINGTON COUNTY JAIL, MS",3
"8313","NOL","COVINGTON, GA",1
"8314","NOL","CRAIGHEAD COUNTY JAIL",197
"8315","NOL","CRAWFORD COUNTY JAIL",46
"8316","NOL","CRH GENERAL AREA, NON-SPECIFIC",11
"8317","NOL","CROOK COUNTY JAIL",1
"8318","NOL","CROSS COUNTY JAIL",3
"8319","NOL","CSP SOLANO",1
"8320","NOL","CUMBERLAND COUNTY JAIL, TN",7
"8321","NOL","Caddo Parish Corrections",7
"8322","NOL","DALLAS COUNTY GENERAL AREA",6
"8323","NOL","DALLAS COUNTY JAIL",9
"8324","NOL","DALLAS COUNTY JAIL, AL",1
"8325","NOL","DAPHNE PD, AL",13
"8326","NOL","DAVID WADE CORRECTIONAL CENTER",1
"8327","NOL","DAVIDSON COUNTY JAIL, TN",1843
"8328","NOL","DECATUR, GA",1
"8329","NOL","DEKALB COUNTY JAIL, TN",25
"8330","NOL","DEKALB COUNTY, GA",2
"8331","NOL","DENVER COUNTY",2
"8332","NOL","DENVER, CO",2
"8333","NOL","DESCHUTES COUNTY JAIL",1
"8334","NOL","DESOTO COUNTY, MS",1
"8335","NOL","DESOTO PARISH JAIL",9
"8336","NOL","DESOTO PARISH JAIL, MANSFIELD, LA",2
"8337","NOL","DICKSON COUNTY JAIL, TN",90
"8338","NOL","DIXON CORRECTIONAL CENTER",11
"8339","NOL","DIXON CORRECTIONAL CENTER, IL (ILLINOIS DOC)",1
"8340","NOL","DLR GENERAL AREA, NON-SPECIFIC",4
"8341","NOL","DNA GENERAL AREA, NON-SPECIFIC",1
"8342","NOL","DO NOT USE",45
"8343","NOL","DORAVILLE, GA",2
"8344","NOL","DREW COUNTY JAIL",8
"8345","NOL","DURHAM COUNTY FUGITIVE OPERATIONS",1
"8346","NOL","DWIGHT CORRECTIONAL CENTER, IL (ILLINOIS DOC)",1
"8347","NOL","EAST BATON ROUGE PARISH JAIL, BATON ROUGE, LA",1
"8348","NOL","EAST BATON ROUGE PARISH PRISON",629
"8349","NOL","EAST BATON ROUGE PARRISH SHERRIF'S OFFICE, LA",12
"8350","NOL","EAST CARROLL PARISH JAIL",2
"8351","NOL","EAST FELICIANA PARISH JAIL",6
"8352","NOL","EAST HUNT CORRECTIONAL CENTER",11
"8353","NOL","EASTERN CORRECTIONAL INSTITUTION",1
"8354","NOL","ELIZABETH PD",1
"8355","NOL","ELMORE CORRECTIONAL FACILITY, ELMORE, AL",1
"8356","NOL","ELP GENERAL AREA, NON-SPECIFIC",1
"8357","NOL","ERIE COUNTY",6
"8358","NOL","ESCAMBIA COUNTY JAIL, AL",37
"8359","NOL","ESCAMBIA COUNTY JAIL, FL",658
"8360","NOL","ESCAMBIA COUNTY, FL COMMUNITY CORR AND MISD PROBATION",15
"8361","NOL","ESSEX COUNTY JAIL",1
"8362","NOL","ETOWAH COUNTY JAIL, GADSDEN, AL",1
"8363","NOL","ETW GENERAL AREA, NON-SPECIFIC",859
"8364","NOL","EUNICE CITY JAIL",8
"8365","NOL","FAIRFAX COUNTY JAIL - VA",2
"8366","NOL","FAIRHOPE PD, AL",24
"8367","NOL","FAULKNER COUNTY JAIL",152
"8368","NOL","FAULKNER COUNTY PROBATION-CONWAY OFFICE",1
"8369","NOL","FAY GENERAL AREA, NON-SPECIFIC",2
"8370","NOL","FAYETTE COUNTY JAIL, FAYETTE, AL",1
"8371","NOL","FAYETTVILLE ICE OFFICE",387
"8372","NOL","FCI  FORREST CITY",3
"8373","NOL","FCI Aliceville",306
"8374","NOL","FCI FORREST CITY",18
"8375","NOL","FCI Pollock",29
"8376","NOL","FCI SANDSTONE- MN",1
"8377","NOL","FEDERAL CORRECTIONAL INSTITUTE - ALICEVILLE, AL",25
"8378","NOL","FEDERAL CORRECTIONAL INSTITUTE - ASHLAND",3
"8379","NOL","FEDERAL CORRECTIONAL INSTITUTE - BIG SANDY",17
"8380","NOL","FEDERAL CORRECTIONAL INSTITUTE - FORREST CITY",17
"8381","NOL","FEDERAL CORRECTIONAL INSTITUTE - LEXINGTON",16
"8382","NOL","FEDERAL CORRECTIONAL INSTITUTE - MANCHESTER",37
"8383","NOL","FEDERAL CORRECTIONAL INSTITUTE - MCCREARY",7
"8384","NOL","FEDERAL CORRECTIONAL INSTITUTE - MEMPHIS",31
"8385","NOL","FEDERAL CORRECTIONAL INSTITUTE - MONTGOMERY",1
"8386","NOL","FEDERAL CORRECTIONAL INSTITUTE - OAKDALE",150
"8387","NOL","FEDERAL CORRECTIONAL INSTITUTE - PINE PRAIRIE",2
"8388","NOL","FEDERAL CORRECTIONAL INSTITUTE - TALLADEGA",43
"8389","NOL","FEDERAL CORRECTIONAL INSTITUTE - YAZOO CITY",89
"8390","NOL","FEDERAL CORRECTIONAL INSTITUTE FORREST CITY (MEDIUM)",26
"8391","NOL","FEDERAL CORRECTIONAL INSTITUTE POLLOCK (MEDIUM)",197
"8392","NOL","FEDERAL CORRECTIONAL INSTITUTE YAZOO CITY (MEDIUM)",179
"8393","NOL","FEDERAL DETENTION CENTER - OAKDALE",297
"8394","NOL","FLORIDA PROBATION & PAROLE - 013",1
"8395","NOL","FLORIDA PROBATION & PAROLE - 014",2
"8396","NOL","FLORIDA PROBATION & PAROLE - 015 (PENSACOLA WEST)",3
"8397","NOL","FOLEY PD, AL",326
"8398","NOL","FORREST COUNTY ADULT DETENTION CENTER, MS",349
"8399","NOL","FORREST COUNTY CWC (COMMUNITY WORK CENTER), MS",2
"8400","NOL","FORREST COUNTY, MS",13
"8401","NOL","FORT SMITH ICE OFFICE",169
"8402","NOL","FOS GENERAL AREA, NON-SPECIFIC",1
"8403","NOL","FRANKLIN COUNTY JAIL",18
"8404","NOL","FRANKLIN COUNTY JAIL, TN",59
"8405","NOL","FRANKLIN COUNTY PROBATION-OZARK OFFICE",1
"8406","NOL","FRANKLIN PARISH JAIL",10
"8407","NOL","FREEHOLD TWP PD",1
"8408","NOL","FRESNO COUNTY JAIL",1
"8409","NOL","FSA GENERAL AREA, NON-SPECIFIC",4
"8410","NOL","FTL GENERAL AREA, NON-SPECIFIC",1
"8411","NOL","FUGITIVE OPERATIONS",2
"8412","NOL","FUGITIVE OPERATIONS  MS STATE",447
"8413","NOL","FUGITIVE OPERATIONS AR ARKANSAS",1004
"8414","NOL","FUGITIVE OPERATIONS TN STATE",2642
"8415","NOL","FUGITIVE OPERATIONS, AL STATE",2205
"8416","NOL","FUGOP NON-FUGITIVE",1
"8417","NOL","FULTON COUNTY JAIL",2
"8418","NOL","FULTON COUNTY PROBATION-SALEM OFFICE",1
"8419","NOL","GADSDEN, AL",42
"8420","NOL","GARLAND COUNTY JAIL",70
"8421","NOL","GARLAND COUNTY PROBATION-HOT SPRINGS OFFICE",1
"8422","NOL","GEORGE COUNTY REGIONAL CORRECTIONAL FACILITY, MS",39
"8423","NOL","GEORGE COUNTY, MS",1
"8424","NOL","GILES COUNTY JAIL, TN",24
"8425","NOL","GPC CI (Great Plains Correctional Center)",1
"8426","NOL","GRAINGER COUNTY JAIL, TN",18
"8427","NOL","GRANT COUNTY JAIL",6
"8428","NOL","GRANT PARISH JAIL",3
"8429","NOL","GREENE COUNTY ADULT DETENTION CENTER,  MS",2
"8430","NOL","GREENE COUNTY JAIL",13
"8431","NOL","GREENE COUNTY JAIL, TN",96
"8432","NOL","GREENVILLE FEDERAL CORERCTIONAL INST (BOP)",1
"8433","NOL","GRENADA COUNTY, MS",20
"8434","NOL","GRI GENERAL AREA, NON-SPECIFIC",3
"8435","NOL","GRN GENERAL AREA, NON-SPECIFIC",3
"8436","NOL","GRUNDY COUNTY JAIL, TN",6
"8437","NOL","GUL GENERAL AREA, NON-SPECIFIC",454
"8438","NOL","GULF SHORES PD, AL",56
"8439","NOL","HAMBLIN COUNTY JAIL, TN",466
"8440","NOL","HAMILTON COUNTY JAIL, TN",825
"8441","NOL","HANCOCK COUNTY JAIL, MS",156
"8442","NOL","HARRIS COUNTY JAIL, HOUSTON, TX",1
"8443","NOL","HARRISON COUNTY ADULT DETENTION FACILITY, MS",558
"8444","NOL","HARRISON COUNTY, MS",4
"8445","NOL","HAWKINS CENTER FOR MEN",16
"8446","NOL","HAWKINS CENTER FOR WOMEN",2
"8447","NOL","HAWKINS COUNTY JAIL, TN",33
"8448","NOL","HEMPSTEAD COUNTY JAIL",83
"8449","NOL","HERLONG FCI",1
"8450","NOL","HHW GENERAL AREA, NON-SPECIFIC",1
"8451","NOL","HICKMAN COUNTY JAIL, TN",24
"8452","NOL","HINDS COUNTY, MS",415
"8453","NOL","HLG GENERAL AREA, NON-SPECIFIC",5
"8454","NOL","HNT GENERAL AREA, NON-SPECIFIC",1
"8455","NOL","HOLMES COUNTY, MS",3
"8456","NOL","HOT SPRING COUNTY JAIL",5
"8457","NOL","HOT SPRINGS COUNTY JAIL",8
"8458","NOL","HOUSTON COUNTY JAIL, TN",2
"8459","NOL","HOUSTON, NORTHWEST SIDE",2
"8460","NOL","HOWARD COUNTY JAIL",22
"8461","NOL","HPC GENERAL AREA, NON-SPECIFIC",1
"8462","NOL","HUMPHREYS COUNTY, MS",4
"8463","NOL","HUMPREYS COUNTY JAIL, TN",4
"8464","NOL","HUNTSVILLE, TEXAS",1
"8465","NOL","Henry County Jail, TN",1
"8466","NOL","I-12 @ WALKER (LA 447)",1
"8467","NOL","IBERIA PARISH JAIL",10
"8468","NOL","IBERVILLE PARISH JAIL",17
"8469","NOL","ICE ERO MOUNT LAUREL",3
"8470","NOL","ICE ERO NEWARK",18
"8471","NOL","IMP GENERAL AREA, NON-SPECIFIC",1
"8472","NOL","INDEPENDENCE COUNTY JAIL",54
"8473","NOL","INDEPENDENCE COUNTY PROBATION-BATESVILLE OFFICE",1
"8474","NOL","ISSAQUENA COUNTY, MS",3
"8475","NOL","JAC - ALACHUA COUNTY JAIL",1
"8476","NOL","JACKSON COUNTY ADULT DETENTION CENTER, MS",126
"8477","NOL","JACKSON COUNTY JAIL",20
"8478","NOL","JACKSON COUNTY JAIL, SCOTTSBORO, AL",1
"8479","NOL","JACKSON COUNTY JAIL, TN",8
"8480","NOL","JACKSON COUNTY, MS",7
"8481","NOL","JACKSON PARISH JAIL",8
"8482","NOL","JACKSONVILLE FL ERO",3
"8483","NOL","JAK GENERAL AREA, NON-SPECIFIC",445
"8484","NOL","JASPER COUNTY JAIL, MS",6
"8485","NOL","JASPER COUNTY SHERIFFS OFFICE, MISSOURI",1
"8486","NOL","JASPER COUNTY, MS",12
"8487","NOL","JCART - STREET ARREST MS STATE",5
"8488","NOL","JCART STREET ARREST NY STATE",1
"8489","NOL","JEFFERSON COUNTY JAIL",22
"8490","NOL","JEFFERSON COUNTY JAIL, BIRMINGHAM, AL",12
"8491","NOL","JEFFERSON COUNTY JAIL, TN",189
"8492","NOL","JEFFERSON COUNTY PROBATION-PINE BLUFF AREA OFFICE",1
"8493","NOL","JEFFERSON COUNTY, MS",141
"8494","NOL","JEFFERSON DAVIS COUNTY JAIL, MS",1
"8495","NOL","JEFFERSON DAVIS COUNTY, MS",1
"8496","NOL","JEFFERSON DAVIS PARISH JAIL",3
"8497","NOL","JEFFERSON PARISH, LA",1569
"8498","NOL","JFK GENERAL AREA, NON-SPECIFIC",1
"8499","NOL","JNA GENERAL AREA, NON-SPECIFIC",3024
"8500","NOL","JOHNSON COUNTY JAIL",116
"8501","NOL","JOHNSON COUNTY JAIL, TN",29
"8502","NOL","JOHNSON COUNTY PROBATION-CLARKSVILLE OFFICE",2
"8503","NOL","JONES COUNTY ADULT DETENTION CENTER, MS",229
"8504","NOL","JONES COUNTY, MS",20
"8505","NOL","KEMPER COUNTY, MS",5
"8506","NOL","KEMPER-NESHOBA COUNTY/REGIONAL CORRECTIONAL FACILITY, MS",1
"8507","NOL","KENNER, LA",330
"8508","NOL","KIRKLAND STATE PRISON, SC",2
"8509","NOL","KNOX COUNTY JAIL, TN",839
"8510","NOL","KNOXVILLE GENERAL AREA, NON-SPECIFIC",3
"8511","NOL","KNX GENERAL AREA, NON-SPECIFIC",1591
"8512","NOL","KROTZ SPRINGS CITY JAIL",2
"8513","NOL","LAF GENERAL AREA, NON-SPECIFIC",842
"8514","NOL","LAFAYETTE COUNTY JAIL",5
"8515","NOL","LAFAYETTE COUNTY, MS",44
"8516","NOL","LAFAYETTE PARISH JAIL",32
"8517","NOL","LAFOURCHE PARISH JAIL",19
"8518","NOL","LAFOURCHE PARISH, LA",150
"8519","NOL","LAK GENERAL AREA, NON-SPECIFIC",71
"8520","NOL","LAKELAND, GA",1
"8521","NOL","LAMAR COUNTY ADULT DETENTION CENTER, MS",133
"8522","NOL","LAMAR COUNTY, MS",13
"8523","NOL","LAR GENERAL AREA, NON-SPECIFIC",1
"8524","NOL","LASALLE DETENTION FACILITY (JENA)",1063
"8525","NOL","LASALLE PARISH JAIL",11
"8526","NOL","LAUDERDALE COUNTY JAIL, FLORENCE, AL",1
"8527","NOL","LAUDERDALE COUNTY, MS",137
"8528","NOL","LAWRENCE COUNTY JAIL",1
"8529","NOL","LAWRENCE COUNTY JAIL, MS",4
"8530","NOL","LAWRENCE COUNTY JAIL, TN",15
"8531","NOL","LEAKE COUNTY CORRECTIONAL FACILITY, MS",191
"8532","NOL","LEAR - AVONDALE POLICE DEPARTMENT",1
"8533","NOL","LEAR - SCOTTSDALE POLICE DEPARTMENT DISTRICT 1",1
"8534","NOL","LEE COUNTY, MS",28
"8535","NOL","LEFLORE COUNTY, MS",9
"8536","NOL","LILBURN, GA",1
"8537","NOL","LINCOLN COUNTY JAIL",1
"8538","NOL","LINCOLN COUNTY JAIL, MS",4
"8539","NOL","LINCOLN COUNTY JAIL, TN",46
"8540","NOL","LINCOLN PARISH JAIL",7
"8541","NOL","LINCOLN, COUNTY, MS",3
"8542","NOL","LITTLE RIVER COUNTY JAIL",7
"8543","NOL","LIVINGSTON PARISH PRISON",161
"8544","NOL","LOGAN COUNTY JAIL",13
"8545","NOL","LOGAN COUNTY PROBATION-BOONEVILLE OFFICE",4
"8546","NOL","LONOKE CITY JAIL",4
"8547","NOL","LONOKE COUNTY JAIL",31
"8548","NOL","LONOKE COUNTY PROBATION-LONOKE OFFICE",1
"8549","NOL","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",2
"8550","NOL","LOU GENERAL AREA, NON-SPECIFIC",6
"8551","NOL","LOUDON COUNTY JAIL, TN",184
"8552","NOL","LOUISIANA CORRECTIONAL INSTITUTION FOR WOMEN",4
"8553","NOL","LOUISIANA STATE PAROLE - REGION I",1
"8554","NOL","LOUISIANA STATE PAROLE - REGION III",1
"8555","NOL","LOUISIANA STATE PENITENTIARY - ANGOLA",11
"8556","NOL","LOWNDES COUNTY JAIL, HAYNEVILLE, AL",2
"8557","NOL","LOWNDES COUNTY, MS",59
"8558","NOL","LRA CAP STREET ARREST",49
"8559","NOL","LRA GENERAL AREA, NON-SPECIFIC",556
"8560","NOL","LRA OFFICE ARREST",616
"8561","NOL","LRS GENERAL AREA, NON-SPECIFIC",1
"8562","NOL","LVG GENERAL AREA, NON-SPECIFIC",2
"8563","NOL","MACON COUNTY JAIL, TN",80
"8564","NOL","MADISON CO. TN",1
"8565","NOL","MADISON COUNTY JAIL",4
"8566","NOL","MADISON COUNTY JAIL, HUNTSVILLE, AL",22
"8567","NOL","MADISON COUNTY, MS",829
"8568","NOL","MADISON PARISH JAIL",14
"8569","NOL","MAHWAH PD",1
"8570","NOL","MALDEN POLICE DEPT",1
"8571","NOL","MANCHESTER ICE OFFICE",2
"8572","NOL","MARENGO COUNTY JAIL, AL",2
"8573","NOL","MARION COUNTY",1
"8574","NOL","MARION COUNTY JAIL, TN",63
"8575","NOL","MARION COUNTY SHERIFF'S OFFICE, INDIANAPOLIS, INDIANA",1
"8576","NOL","MARION/WALTHALL CORRECTIONAL FACILITY, MS",14
"8577","NOL","MAURY COUNTY JAIL, TN",107
"8578","NOL","MCKEAN COUNTY PRISON",2
"8579","NOL","MCMINN COUNTY JAIL, TN",53
"8580","NOL","MCRAE FCI, MCRAE, GEORGIA",1
"8581","NOL","MECKLENBURG COUNTY, NC",35
"8582","NOL","MEIGS COUNTY JAIL, TN",3
"8583","NOL","MEM GENERAL AREA, NON-SPECIFIC",1153
"8584","NOL","MEMPHIS ERO OFFICE",1458
"8585","NOL","MEMPHIS, TN ERO OFFICE",1
"8586","NOL","MERCER COUNTY, NEW JERSEY",1
"8587","NOL","MGA GENERAL AREA, NON-SPECIFIC",1135
"8588","NOL","MIA GENERAL AREA, NON-SPECIFIC",2
"8589","NOL","MIAMI DADE COUNTY JAIL METRO WEST",1
"8590","NOL","MIAMI METROPOLITAN DETENTION FACILITY",1
"8591","NOL","MILLER COUNTY JAIL",39
"8592","NOL","MINDEN PROBATION AND PAROLE OFFICE",2
"8593","NOL","MISSISSIPPI DOC BAY ST LOUIS (PROBATION)",1
"8594","NOL","MISSISSIPPI DOC BILOXI (PROBATION)",4
"8595","NOL","MISSISSIPPI DOC GULFPORT (PROBATION)",7
"8596","NOL","MISSISSIPPI DOC HATTIESBURG (PROBATION)",2
"8597","NOL","MISSISSIPPI DOC LAUREL (PROBATION)",1
"8598","NOL","MISSISSIPPI DOC LEAKESVILLE (PROBATION)",2
"8599","NOL","MISSISSIPPI DOC PASCAGOULA (PROBATION)",4
"8600","NOL","MISSISSIPPI STATE PENITENTIARY",11
"8601","NOL","MLN GENERAL AREA, NON-SPECIFIC",1
"8602","NOL","MOA GENERAL AREA, NON-SPECIFIC",91
"8603","NOL","MOBILE METRO JAIL, AL",398
"8604","NOL","MONROE COUNTY JAIL",2
"8605","NOL","MONROE COUNTY JAIL, TN",32
"8606","NOL","MONROE COUNTY, MS",14
"8607","NOL","MONROE PROBATION AND PAROLE OFFICE",1
"8608","NOL","MONTGOMERY COUNTY JAIL",3
"8609","NOL","MONTGOMERY COUNTY JAIL, MONTGOMERY, AL",2
"8610","NOL","MONTGOMERY COUNTY JAIL, TN",270
"8611","NOL","MONTGOMERY COUNTY, MS",1
"8612","NOL","MONTGOMERY GENERAL AREA, AL STATE",29
"8613","NOL","MOORE COUNTY JAIL, TN",7
"8614","NOL","MORA, GA",1
"8615","NOL","MOREHOUSE PARISH JAIL",1
"8616","NOL","MORGAN COUNTY JAIL, DECATUR, AL",5
"8617","NOL","MORGAN COUNTY JAIL, TN",7
"8618","NOL","MORGAN COUNTY TDOC",61
"8619","NOL","MORTHEAST CORRECTIONAL TDOC",1
"8620","NOL","MOSS POINT PD, MS",6
"8621","NOL","Miramar ICE/ERO Sub-Office",1
"8622","NOL","Mobile AL ERO   at large arrest",71
"8623","NOL","Mobile, AL General Non-specific AOR",415
"8624","NOL","NATCHITOCHES PARISH JAIL",26
"8625","NOL","NDD - 26 FEDERAL PLAZA NY, NY",4
"8626","NOL","NESHOBA COUNTY, MS",25
"8627","NOL","NEVADA COUNTY JAIL",5
"8628","NOL","NEW GENERAL AREA, NON-SPECIFIC",3
"8629","NOL","NEW ORLEANS METRO",34
"8630","NOL","NEWTON COUNTY JAIL",1
"8631","NOL","NEWTON COUNTY, MS",20
"8632","NOL","NOG GENERAL AREA, NON-SPECIFIC",1
"8633","NOL","NOL GENERAL AREA, NON-SPECIFIC",3936
"8634","NOL","NORCROSS, GA",2
"8635","NOL","NORFOLK CITY JAIL VA",1
"8636","NOL","NORTHEAST CORRECTIONAL TDOC",37
"8637","NOL","NORTHERN STATE PRISON",3
"8638","NOL","NOXUBEE COUNTY, MS",2
"8639","NOL","NSV GENERAL AREA, NON-SPECIFIC",4619
"8640","NOL","OAK GENERAL AREA, NON-SPECIFIC",2398
"8641","NOL","OAKDALE CITY JAIL",8
"8642","NOL","OCEAN COUNTY, NEW JERSEY",1
"8643","NOL","OCEAN SPRINGS PD, MS",8
"8644","NOL","OKALOOSA COUNTY DOC, FL",764
"8645","NOL","OKALOOSA COUNTY, FL PROBATION - JUDICIAL CORR SERVICES",14
"8646","NOL","OKLAHOMA COUNTY JAIL",1
"8647","NOL","OKTIBBEHA COUNTY, MS",13
"8648","NOL","OLD",110
"8649","NOL","ONONDAGA COUNTY",1
"8650","NOL","ORANGE BEACH PD, AL",22
"8651","NOL","OREGON STATE PENTENTIARY (OSP)",3
"8652","NOL","ORL - BOP COLEMAN FEDERAL CORRECTION CENTER",1
"8653","NOL","ORLEANS CORRECTIONAL FACILITY",1
"8654","NOL","ORLEANS PARISH NORTH OF MISS RIVER",1
"8655","NOL","ORLEANS PARISH, LA",603
"8656","NOL","OUA GENERAL AREA, NON-SPECIFIC",3
"8657","NOL","OUACHITA COUNTY JAIL",5
"8658","NOL","OUACHITA PARISH JAIL",72
"8659","NOL","OVERTON COUNTY JAIL, TN",16
"8660","NOL","OXFORD, GA",1
"8661","NOL","PAM LYNCHNER STATE JAIL, HARRIS COUNTY, TX",1
"8662","NOL","PASCAGOULA PD, MS",45
"8663","NOL","PCS GENERAL AREA, NON-SPECIFIC",1
"8664","NOL","PEARL RIVER COUNTY JAIL, MS",84
"8665","NOL","PEARL RIVER COUNTY, MS",18
"8666","NOL","PERRY COUNTY JAIL",6
"8667","NOL","PERRY COUNTY JAIL, MS",2
"8668","NOL","PHELPS CORRECTIONAL CENTER",3
"8669","NOL","PIC GENERAL AREA, NON-SPECIFIC",2
"8670","NOL","PICAYUNE PD, MS",20
"8671","NOL","PIKE COUNTY JAIL",18
"8672","NOL","PIKE COUNTY JAIL, MS",18
"8673","NOL","PIKE COUNTY, MS",26
"8674","NOL","PINE BLUFF UNIT",39
"8675","NOL","POINSETT COUNTY JAIL",14
"8676","NOL","POINT COUPEE PARISH PRISON",9
"8677","NOL","POINTE COUPEE PARISH JAIL",1
"8678","NOL","POLK COUNTY IOWA",1
"8679","NOL","POLK COUNTY JAIL",18
"8680","NOL","POLK COUNTY JAIL, TN",10
"8681","NOL","POLLOCK",420
"8682","NOL","PONTIAC CORR. CENTER, IL (ILLINOIS DOC)",2
"8683","NOL","PONTIAC, MICHIGAN",1
"8684","NOL","PONTOTOC COUNTY, MS",29
"8685","NOL","POO CAP NON-CUSTODIAL ARREST",1
"8686","NOL","POPE COUNTY JAIL",99
"8687","NOL","POPE COUNTY PROBATION-RUSSELLVILLE OFFICE",7
"8688","NOL","PRAIRIE COUNTY JAIL",9
"8689","NOL","PRINCE GEORGE'S COUNTY MD",1
"8690","NOL","PRO FUGOPS",1
"8691","NOL","PULASKI COUNTY JAIL",476
"8692","NOL","PULASKI COUNTY PROBATION AND PAROLE",9
"8693","NOL","PUTNAM COUNTY JAIL, TN",112
"8694","NOL","Pine Prairie Correctional Center",10
"8695","NOL","RANDOLPH COUNTY JAIL",2
"8696","NOL","RANKIN COUNTY, MS",1513
"8697","NOL","RAPIDES PARISH JAIL",53
"8698","NOL","RAPIDES PARISH SHERIFF'S OFFICE",25
"8699","NOL","RCM GENERAL AREA, NON-SPECIFIC",1
"8700","NOL","REEVES COUNTY DETENTION CENTER 1 AND 2 98 W. County Rd 210 Pecos, Texas 79772",1
"8701","NOL","REEVES COUNTY DETENTION CENTER 3 100 W County Rd 470  Pecos Texas 79772",18
"8702","NOL","REN GENERAL AREA, NON-SPECIFIC",1
"8703","NOL","RHEA COUNTY JAIL, TN",108
"8704","NOL","RICHLAND PARISH JAIL",6
"8705","NOL","RIVER CORRECTIONAL CENTER (CONCORDIA #2)",8
"8706","NOL","RIVERS BOP FACILITY",2
"8707","NOL","ROANE COUNTY JAIL, TN",18
"8708","NOL","ROBERTSDALE PD, AL",58
"8709","NOL","ROBERTSON COUNTY JAIL, TN",221
"8710","NOL","RUTHERFORD COUNTY JAIL, TN",995
"8711","NOL","Rapides Parish Jail",1
"8712","NOL","S.C.I NEW JERSEY STATE PRISON",1
"8713","NOL","S.C.I SOUTHWOODS, NEW JERSEY",1
"8714","NOL","SAA GENERAL AREA, NON-SPECIFIC",7
"8715","NOL","SABINE PARISH JAIL",15
"8716","NOL","SAINT FRANCIS COUNTY JAIL",6
"8717","NOL","SALEM COUNTY, NEW JERSEY",1
"8718","NOL","SALINE COUNTY JAIL",292
"8719","NOL","SALINE COUNTY PROBATION-BENTON OFFICE",1
"8720","NOL","SANTA CRUZ COUNTY JAIL",1
"8721","NOL","SANTA ROSA COUNTY JAIL, FL",167
"8722","NOL","SANTA ROSA COUNTY, FL PROBATION DEPT",12
"8723","NOL","SARALAND PD, AL",8
"8724","NOL","SBD GENERAL AREA, NON-SPECIFIC",1
"8725","NOL","SCOTLANDVILLE GENERAL AREA, NON-SPECIFIC",148
"8726","NOL","SCOTT COUNTY JAIL",33
"8727","NOL","SCOTT COUNTY JAIL, TN",3
"8728","NOL","SCOTT COUNTY, MS",403
"8729","NOL","SEA CAP",1
"8730","NOL","SEARCY COUNTY JAIL",5
"8731","NOL","SEATTLE NON-DETAINED DOCKET",1
"8732","NOL","SEBASTIAN COUNTY DETENTION CENTER",2
"8733","NOL","SEBASTIAN COUNTY JAIL",385
"8734","NOL","SEBASTIAN COUNTY PROBATION-FORT SMITH AREA OFFICE",1
"8735","NOL","SEQUATCHIE COUNTY JAIL, TN",64
"8736","NOL","SEQUOYAH COUNTY JAIL",1
"8737","NOL","SEVIER COUNTY JAIL",131
"8738","NOL","SEVIER COUNTY JAIL, TN",583
"8739","NOL","SFR GENERAL AREA, NON-SPECIFIC",2
"8740","NOL","SHARKEY COUNTY, MS",1
"8741","NOL","SHARP COUNTY JAIL",1
"8742","NOL","SHERWOOD, AR POLICE DEPARTMENT",2
"8743","NOL","SHREVPORT PROBATION AND PAROLE OFFICE",1
"8744","NOL","SIMPSON COUNTY, MS",61
"8745","NOL","SLC GENERAL AREA, NON-SPECIFIC",1
"8746","NOL","SMITH COUNTY JAIL, TN",64
"8747","NOL","SMITH COUNTY, MS",3
"8748","NOL","SNA GENERAL AREA, NON-SPECIFIC",2
"8749","NOL","SNAKE RIVER CORRECTIONAL INSTITUTION (SRCI)",1
"8750","NOL","SNJ GENERAL AREA, NON-SPECIFIC",1
"8751","NOL","SOUTH CENTRAL COMPLEX TDOC",1
"8752","NOL","SOUTH LOUISIANA CORRECTIONAL CENTER",49
"8753","NOL","SOUTH LOUISIANA CORRECTIONAL CENTER - LADOC",22
"8754","NOL","SOUTH MISSISSIPPI CORRECTIONAL INSTITUTE",59
"8755","NOL","SOUTHEAST TN REGIONAL TDOC",9
"8756","NOL","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",1
"8757","NOL","SPM GENERAL AREA, NON-SPECIFIC",2
"8758","NOL","SPRINDALE CITY JAIL",290
"8759","NOL","SPRINGDALE CITY JAIL",16
"8760","NOL","ST HELENA PARISH JAIL",11
"8761","NOL","ST TAMMANY PARISH",7
"8762","NOL","ST. BERNARD PARISH, LA",13
"8763","NOL","ST. BERNARD PARISH, MS",189
"8764","NOL","ST. CHARLES PARISH, LA",222
"8765","NOL","ST. JAMES PARISH, LA",10
"8766","NOL","ST. JOHN THE BAPTIST PARISH, LA",69
"8767","NOL","ST. LANDRY PARISH JAIL",19
"8768","NOL","ST. MARTIN PARISH JAIL",8
"8769","NOL","ST. MARY PARISH, LA",202
"8770","NOL","ST. TAMMANY PARISH, LA",607
"8771","NOL","STATESBORO PROBATION OFFICE",1
"8772","NOL","STATESVILLE, ILLINOIS DEPT OF CORRECTIONS",1
