"","apprehension_landmark","total"
"5396","LAUREL HILL DRIVE, ORLANDO FL, PROBATION AND PAROLE OFFICE 092",28
"5397","LAURENS COUNTY",64
"5398","LAURENS COUNTY - R. EUGENE JOHNSON DETENTION CENTER",1
"5399","LAURENS COUNTY PROBATION & PAROLE OFFICE",1
"5400","LAURENS COUNTY PROBATION & PAROLE OFFICE	",1
"5401","LAURENS COUNTY, GA",24
"5402","LAVACA COUNTY JAIL, HALLETSVILLE, TX",26
"5403","LAVACA COUNTY JAIL,HALLETSVILLE,TX",9
"5404","LAVACA COUNTY PROBATION, HALLETSVILLE, TX",3
"5405","LAVALLETTE POLICE DEPARTMENT",2
"5406","LAW GENERAL AREA, NON-SPECIFIC",2
"5407","LAWRENCE",4
"5408","LAWRENCE CORR. CENTER, IL (ILLINOIS DOC)",27
"5409","LAWRENCE CORRECTIONAL CENTER",5
"5410","LAWRENCE COUNTY CORRECTIONAL FACILITY",4
"5411","LAWRENCE COUNTY JAIL",12
"5412","LAWRENCE COUNTY JAIL, DEADWOOD, SD",21
"5413","LAWRENCE COUNTY JAIL, MS",4
"5414","LAWRENCE COUNTY JAIL, TN",15
"5415","LAWRENCE COUNTY SHERIFF'S OFFICE, BEDFORD, INDIANA",5
"5416","LAWRENCE COUNTY SHERIFF'S OFFICE, IL",1
"5417","LAWRENCE COUNTY SHERIFFS OFFICE, MISSOURI",25
"5418","LAWRENCE DISTRICT COURT",91
"5419","LAWRENCE POLICE DEPT",50
"5420","LAWRENCE TOWNSHIP POLICE DEPARTMENT",27
"5421","LAWRENCEVILLE CORRECTIONAL CENTER - VA",1
"5422","LAWRENCEVILLE CORRECTIONAL CENTER-VA",12
"5423","LAWRENCEVILLE PAROLE",1
"5424","LAWRENCEVILLE PROBATION OFFICE",104
"5425","LAWRENCEVILLE, GA",237
"5426","LAWTON POLICE DEPARTMENT",28
"5427","LAWTON, MICHIGAN",1
"5428","LAX GENERAL AREA, NON-SPECIFIC",10
"5429","LBK GENERAL AREA, NON-SPECIFIC",395
"5430","LBK70 WEST LUBBOCK ZONE",1
"5431","LCB GENERAL AREA, NON-SPECIFIC",5
"5432","LCY GENERAL AREA, NON-SPECIFIC",2
"5433","LE ROY POLICE DEPARTMENT-NY STATE",5
"5434","LE SUEUR COUNTY JAIL, MN",35
"5435","LEA COUNTY CORRECTIONAL",1
"5436","LEA COUNTY CORRECTIONAL FACILITY",15
"5437","LEA COUNTY DETENTION CENTER",193
"5438","LEAGUE CITY POLICE DEPT, GALVESTON COUNTY, TX",11
"5439","LEAGUE CITY POLICE DEPT,GALVESTON, TX",1
"5440","LEAGUE CITY, TEXAS",12
"5441","LEAKE COUNTY CORRECTIONAL FACILITY, MS",191
"5442","LEAR - 1070 ARRESTS",11
"5443","LEAR - ALCOHOL, TOBACCO, FIREARMS AND EXPLOSIVES (ATFE)",1
"5444","LEAR - ALL AREAS INISDE BANDERA COUNTY",10
"5445","LEAR - ALL AREAS INISDE BEXAR COUNTY",197
"5446","LEAR - ALL AREAS INSIDE BLANCO COUNTY",7
"5447","LEAR - ALL AREAS INSIDE COMAL",30
"5448","LEAR - ALL AREAS INSIDE GONZALES COUNTY",9
"5449","LEAR - ALL AREAS INSIDE GUADALUPE COUNTY",94
"5450","LEAR - ALL AREAS INSIDE KARNES COUNTY",3
"5451","LEAR - ALL AREAS INSIDE KENDALL COUNTY",2
"5452","LEAR - ALL AREAS INSIDE WILSON COUNTY",1
"5453","LEAR - APACHE COUNTY JAIL",4
"5454","LEAR - APACHE JUNCTION POLICE DEPARTMENT",4
"5455","LEAR - ARIZONA DEPARTMENT OF PUBLIC SAFETY",1875
"5456","LEAR - ARIZONA DEPARTMENT OF TRANSPORTATION",92
"5457","LEAR - AVONDALE POLICE DEPARTMENT",54
"5458","LEAR - BUCKEYE POLICE DEPARTMENT",46
"5459","LEAR - BUREAU OF LAND MANAGEMENT",99
"5460","LEAR - CAMP VERDE POLICE DEPARTMENT",2
"5461","LEAR - CHANDLER POLICE DEPARTMENT",73
"5462","LEAR - CHINO VALLEY POLICE DEPARTMENT",21
"5463","LEAR - CIS REFERAL",29
"5464","LEAR - COCONINO COUNTY SHERIFFS OFFICE",35
"5465","LEAR - COTTONWOOD POLICE DEPARTMENT",7
"5466","LEAR - DRUG ENFORCEMENT AGENCY",117
"5467","LEAR - EAGER POLICE DEPARTMENT",4
"5468","LEAR - EL MIRAGE POLICE DEPARTMENT",12
"5469","LEAR - ELOY POLICE DEPARTMENT",1
"5470","LEAR - FEDERAL BUREAU OF INVESTIGATIONS",12
"5471","LEAR - FLAGSTAFF POLICE DEPARTMENT",4
"5472","LEAR - FLORENCE POLICE DEPARTMENT",5
"5473","LEAR - FT. MCDOWELL POLICE DEPARTMENT",12
"5474","LEAR - FUGITVE OPERATIONS REFERALS",6
"5475","LEAR - GILA COUNTY JAIL",5
"5476","LEAR - GILA COUNTY SHERIFF'S OFFICE",12
"5477","LEAR - GILA INDIAN RESERVATION",15
"5478","LEAR - GILA RIVER POLICE DEPARTMENT",36
"5479","LEAR - GILBERT POLICE DEPARTMENT",14
"5480","LEAR - GLENDALE POLICE DEPARTMENT",152
"5481","LEAR - GLOBE POLICE DEPARTMENT",1
"5482","LEAR - GOODYEAR POLICE DEPARTMENT",47
"5483","LEAR - GSA SECURITY",4
"5484","LEAR - HOLBROOK POLICE DEPARTMENT",14
"5485","LEAR - IMPACT",96
"5486","LEAR - KINGMAN POLICE DEPARTMENT",14
"5487","LEAR - MARICOPA COUNTY SHERIFFS OFFICE",226
"5488","LEAR - MESA POLICE DEPARTMENT",167
"5489","LEAR - MOHAVE COUNTY SHERIFFS OFFICE",5
"5490","LEAR - NAVAJO COUNTY SHERIFFS OFFICE",284
"5491","LEAR - NAVAJO TRIBAL POLICE DEPARTMENT",7
"5492","LEAR - OFFICE OF INVESTIGATIONS",459
"5493","LEAR - PAGE COUNTY POLICE DEPARTMENT",1
"5494","LEAR - PARADISE VALLEY POLICE DEPARTMENT",14
"5495","LEAR - PAYSON POLICE DEPARTMENT",66
"5496","LEAR - PEORIA POLICE DEPARTMENT",43
"5497","LEAR - PHOENIX FIRE INVESTIGATIONS",5
"5498","LEAR - PHOENIX POLICE DEPARTMENT",1585
"5499","LEAR - PINAL COUNTY SHERIFF'S OFFICE",27
"5500","LEAR - PRESCOTT POLICE DEPARTMENT",15
"5501","LEAR - PRESCOTT VALLEY SHERIFFS OFFICE",4
"5502","LEAR - SALT RIVER INDIAN RESERVATION",2
"5503","LEAR - SALT RIVER POLICE DEPARTMENT",17
"5504","LEAR - SCOTTSDALE POLICE DEPARTMENT DISTRICT 1",164
"5505","LEAR - SECURE COMMUNITIES",15
"5506","LEAR - SECURE COMMUNITIES LEVEL 1 CRIMINAL",2
"5507","LEAR - SECURE COMMUNITIES LEVEL 2 CRIMINAL",8
"5508","LEAR - SECURE COMMUNITIES LEVEL 2 NON-CRIMINAL",1
"5509","LEAR - SECURE COMMUNITIES LEVEL 3 CRIMINAL",4
"5510","LEAR - SECURE COMMUNITIES LEVEL 3 NON-CRIMINAL",5
"5511","LEAR - SEDONA POLICE DEPARTMENT",2
"5512","LEAR - SHOW LOW POLICE DEPARTMENT",20
"5513","LEAR - SKY HARBOR AIRPORT - INSPECTIONS (POE)",3
"5514","LEAR - SPRINGVILLE POLICE DEPARTMENT",1
"5515","LEAR - SUPERIOR POLICE DEPARTMENT",6
"5516","LEAR - SURPRISE POLICE DEPARTMENT",11
"5517","LEAR - TEMPE POLICE DEPARTMENT",73
"5518","LEAR - TOLLESON POLICE DEPARTMENT",15
"5519","LEAR - UNITED STATES BORDER PARTOL",14
"5520","LEAR - UNITED STATES FOREST SERVICE",3
"5521","LEAR - UNITED STATES MARSHALS",33
"5522","LEAR - WICKENBURG POLICE DEPARTMENT",16
"5523","LEAR - WINSLOW POLICE DEPARTMENT",10
"5524","LEAR - YAVAPAI COUNTY SHERIFFS OFFICE",94
"5525","LEAR STREET ARREST",1
"5526","LEAR- SNOWFLAKE TAYLOR POLICE DEPARTMENT",3
"5527","LEAVENWORTH COUNTY SHERIFFS OFFICE KANSAS",36
"5528","LEAVENWORTH FEDERAL CAMP LEAVENWORTH KANSAS",14
"5529","LEBANON PD",1
"5530","LEDYARD, CT",1
"5531","LEE CO PROBATION S HORNER BLVD SANFORD",2
"5532","LEE COUNTY FUGITIVE OPERATIONS",43
"5533","LEE COUNTY JAIL",106
"5534","LEE COUNTY JAIL, GA",46
"5535","LEE COUNTY JAIL, GIDDINGS ,TX",17
"5536","LEE COUNTY JAIL, GIDDINGS, TX",66
"5537","LEE COUNTY JAIL, IA",21
"5538","LEE COUNTY JAIL, KY",5
"5539","LEE COUNTY SHERIFF'S OFFICE, IL",2
"5540","LEE COUNTY, GA",1
"5541","LEE COUNTY, MS",28
"5542","LEE USP-VA",209
"5543","LEELANAU COUNTY JAIL, SUTTONS BAY, MI",14
"5544","LEESBURG, FL PROBATION & PAROLE, FL DOC #057",12
"5545","LEFLORE COUNTY JAIL",46
"5546","LEFLORE COUNTY, MS",9
"5547","LEHIGH COUNTY PRISON",129
"5548","LEHIGH COUNTY PROBATION",74
"5549","LEMHI COUNTY JAIL ID",2
"5550","LEMHI COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"5551","LEMON CREEEK CORRECTIONAL CENTER",14
"5552","LENAWEE COUNTY JAIL, ADRIAN, MI",63
"5553","LENNOX STATION-L.A. SHERIFFS DEPT, INGLEWOOD, CA",26
"5554","LENOIR CO PROBATION 301 E KING ST KINSTON",4
"5555","LENOIR COUNTY FUGITIVE OPERATIONS",30
"5556","LENOIR COUNTY JAIL",77
"5557","LENOIR, NC",12
"5558","LEOMINSTER DISTRICT COURT",6
"5559","LEOMINSTER POLICE DEPT",3
"5560","LEON COUNTY DETENTION CENTER",3
"5561","LEON COUNTY JAIL, CENTERVILLE, TX",39
"5562","LEON COUNTY JAIL,CENTERVVILLE, TX",19
"5563","LEON COUNTY PROBATION, CENTERVILLE, TX",3
"5564","LEONIA PD",6
"5565","LETCHER COUNTY JAIL, KY",5
"5566","LEVARIOS TO YSLETA POE",1
"5567","LEVY COUNTY PROBATION & PAROLE",8
"5568","LEW GENERAL AREA, NON-SPECIFIC",1
"5569","LEWIS & CLARK COUNTY JAIL MT",4
"5570","LEWIS CO. JAIL",1
"5571","LEWIS COUNTY DETENTION CTR, KY",7
"5572","LEWIS COUNTY JAIL",215
"5573","LEWIS COUNTY SHERIFF",4
"5574","LEWIS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",2
"5575","LEWISTON POLICE DEPARTMENT",1
"5576","LEWISVILLE CITY JAIL",732
"5577","LEX GENERAL AREA, NON-SPECIFIC",256
"5578","LEXINGTON COUNTY JAIL",4
"5579","LEXINGTON COUNTY PROBATION & PAROLE OFFICE	",1
"5580","LEXINGTON COUNTY, SC",721
"5581","LEXINGTON, GA",3
"5582","LEXINGTON, NC",107
"5583","LEXINTON, SC",9
"5584","LIBERTY COUNTY JAIL, LIBERTY, TX",158
"5585","LIBERTY COUNTY JAIL, LIBERTY,TX",40
"5586","LIBERTY COUNTY PROBATION, LIBERTY, TX",10
"5587","LIBERTY COUNTY, GA",43
"5588","LIBERTY, TEXAS",36
"5589","LICENSING UNIT/ STATE POLICE",1
"5590","LICKING COUNTY JAIL",38
"5591","LIEBER CORRECTIONAL INSTITUTION",1
"5592","LILBURN, GA",61
"5593","LIMESTONE",252
"5594","LIMESTONE (CIVIGENICS/CONTRACT) GROESBECK, TEXAS",710
"5595","LIMESTONE COUNTY DETENTION CENTER, GROESBECK, TEXAS",10
"5596","LIMESTONE COUNTY JAIL, GROESBECK, TEXAS",176
"5597","LIN GENERAL AREA, NON-SPECIFIC",3
"5598","LINCOLN CO JAIL, IVANHOE, MN",6
"5599","LINCOLN CO PROBATION LINCOLNTON",1
"5600","LINCOLN CORR. CENTER, IL (ILLINOIS DOC)",9
"5601","LINCOLN CORRECTIONAL CENTER, IL",3
"5602","LINCOLN CORRECTIONAL CENTER, NE",14
"5603","LINCOLN COUNTY",6
"5604","LINCOLN COUNTY DETENTION CENTER",24
"5605","LINCOLN COUNTY JAIL",159
"5606","LINCOLN COUNTY JAIL ID",4
"5607","LINCOLN COUNTY JAIL, KEMMERER, WY",11
"5608","LINCOLN COUNTY JAIL, MS",4
"5609","LINCOLN COUNTY JAIL, NE",55
"5610","LINCOLN COUNTY JAIL, TN",46
"5611","LINCOLN COUNTY REGIONAL JAIL, KY",67
"5612","LINCOLN COUNTY SHERIFF'S DEPARTMENT",10
"5613","LINCOLN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",29
"5614","LINCOLN COUNTY SHERIFF'S OFFICE",1
"5615","LINCOLN COUNTY SHERIFFS OFFICE, LINCOLN, KANSAS",3
"5616","LINCOLN COUNTY, GA",3
"5617","LINCOLN COUNTY, NC",18
"5618","LINCOLN PARISH JAIL",7
"5619","LINCOLN PARK PD",2
"5620","LINCOLN PARK POLICE DEPARTMENT",38
"5621","LINCOLN PARK, MICHIGAN",87
"5622","LINCOLN, COUNTY, MS",3
"5623","LINCOLNTON, GA",2
"5624","LINDEN PD",55
"5625","LINDENWOLD POLICE DEPARTMENT",96
"5626","LINN COUNTY JAIL",158
"5627","LINN COUNTY JAIL, IA",389
"5628","LINN COUNTY SHERIFFS OFFICE KANSAS",2
"5629","LIPSCOM COUNTY",6
"5630","LITCHFIELD, CT",5
"5631","LITHONIA, GA",28
"5632","LITTLE EGG HARBOR POLICE DEPARTMENT",1
"5633","LITTLE FALLS PD",4
"5634","LITTLE FERRY PD",7
"5635","LITTLE RIVER COUNTY JAIL",7
"5636","LITTLE SILVER PD",2
"5637","LIV GENERAL AREA, NON-SPECIFIC",23
"5638","LIVE OAK COUNTY JAIL, GEORGE WEST, TX",22
"5639","LIVE OAK COUNTY PROBATION, GEORGE WEST, TX",8
"5640","LIVERMORE POLICE DEPARTMENT",1
"5641","LIVERPOOL VILLAGE POLICE DEPARTMENT",2
"5642","LIVINGSTON AREA",3
"5643","LIVINGSTON CORRECTIONAL FACILITY",1
"5644","LIVINGSTON COUNTY",3
"5645","LIVINGSTON COUNTY JAIL",7
"5646","LIVINGSTON COUNTY JAIL, HOWELL, MI",50
"5647","LIVINGSTON COUNTY PROBATION",2
"5648","LIVINGSTON COUNTY SHERIFF",2
"5649","LIVINGSTON COUNTY SHERIFF'S OFFICE, IL",7
"5650","LIVINGSTON COUNTY SHERIFFS OFFICE MISSOURI",5
"5651","LIVINGSTON PARISH PRISON",161
"5652","LIVINGSTON PD",8
"5653","LIVINGSTON POLICE DEPARTMENT",2
"5654","LIVINGSTON, TEXAS",29
"5655","LIVONIA POLICE DEPARTMENT",5
"5656","LIVONIA, MICHIGAN",43
"5657","LLANO COUNTY JAIL, LLANO, TEXAS",59
"5658","LLB GENERAL AREA, NON-SPECIFIC",4
"5659","LNB GENERAL AREA, NON-SPECIFIC",3
"5660","LOCK HAVEN POLICE DEPARTMENT - LOCK HAVEN, PA",1
"5661","LOCKHART STATE JAIL, LOCKHART, TEXAS",13
"5662","LOCUST GROVE, GA",12
"5663","LODI PD",18
"5664","LODI POLICE DEPARTMENT",131
"5665","LOGAN CORR. CENTER, IL (ILLINOIS DOC)",33
"5666","LOGAN CORRECTIONAL CENTER, IL",1
"5667","LOGAN COUNTY DETENTION CENTER",1
"5668","LOGAN COUNTY DETENTION CTR, KY",51
"5669","LOGAN COUNTY JAIL",98
"5670","LOGAN COUNTY PROBATION-BOONEVILLE OFFICE",4
"5671","LOGAN COUNTY SHERIFF'S OFFICE, IL",11
"5672","LOGAN POLICE DEPARTMENT",1
"5673","LOGANVILLE, GA",23
"5674","LOM GENERAL AREA, NON-SPECIFIC",2158
"5675","LOMA, COLORADO",18
"5676","LOMITA JAIL LASD, LOMITA, CA",1
"5677","LOMPOC CITY JAIL",105
"5678","LONG BEACH POLICE DEP,  LONG BEACH, CA",1
"5679","LONG BEACH POLICE DEPARTMENT, LONG BEACH, CA",183
"5680","LONG BEACH POLICE DEPT, LONG BEACH, CA",1
"5681","LONG BEACH TOWNSHIP POLICE DEPARTMENT",6
"5682","LONG BEACH, CA  POLICE DEPARTMENT",2
"5683","LONG BRANCH PD",167
"5684","LONG COUNTY GA",5
"5685","LONG COUNTY, GA",1
"5686","LONGILL TWP PD",2
"5687","LONGS PUMP",1
"5688","LONGWOOD GENERAL AREA",2
"5689","LONOKE CITY JAIL",4
"5690","LONOKE COUNTY JAIL",31
"5691","LONOKE COUNTY PROBATION-LONOKE OFFICE",1
"5692","LOOKOUT MOUNTAIN YOUTH SERVICES",12
"5693","LOPEZ STATE JAIL, TX",21
"5694","LORAIN CORRECTIONAL INSTITUTION",57
"5695","LORAIN COUNTY JAIL",63
"5696","LORDSBURG, NEW MEXICO",2
"5697","LOS ALAMOS COUNTY DETENTION CENTER",7
"5698","LOS ANGELES COUNTY",1
"5699","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",25010
"5700","LOS ANGELES COUNTY JAIL, LOS ANGELES, CA",19323
"5701","LOS ANGELES COUNTY SHERIFF'S DEPARTMENT",1
"5702","LOS ANGELES COUNTY SHERIFF'S DEPARTMENT, LOS ANGELES, CA",6
"5703","LOS ANGELES GENERAL AREA, NON-SPECIFIC",1
"5704","LOS ANGELES INTERNATIONAL AIRPORT POLICE DEPT",3
"5705","LOS ANGELES INTERNATIONAL AIRPORT, LOS ANGELES, CA",2
"5706","LOS ANGELES, CA",3
"5707","LOS ANGELES, CO.",1
"5708","LOS BANOS POLICE DEPARTMENT",15
"5709","LOS BANOS POLICE DEPT.",2
"5710","LOS FRESNOS CITY JAIL, TX",31
"5711","LOS GENERAL AREA, NON-SPECIFIC",435
"5712","LOU GENERAL AREA, NON-SPECIFIC",881
"5713","LOUDON COUNTY JAIL, TN",184
"5714","LOUDOUN COUNTY JAIL - VA",976
"5715","LOUISA COUNTY JAIL, IA",29
"5716","LOUISIANA CORRECTIONAL INSTITUTION FOR WOMEN",4
"5717","LOUISIANA POLICE DEPARTMENT, MISSOURI",1
"5718","LOUISIANA STATE PAROLE - REGION I",1
"5719","LOUISIANA STATE PAROLE - REGION III",1
"5720","LOUISIANA STATE PENITENTIARY - ANGOLA",11
"5721","LOUISVILLE CAP STREET ARREST",1643
"5722","LOUISVILLE FUGITIVE OPS ARREST",3344
"5723","LOUISVILLE METRO CORRECTIONS, KY",1701
"5724","LOUISVILLE METRO GENERAL AREA, NON-SPECIFIC",2
"5725","LOUISVILLE, GA",4
"5726","LOVE COUNTY JAIL",40
"5727","LOVEJOY, GA",20
"5728","LOWELL",3
"5729","LOWELL DISTRICT COURT",72
"5730","LOWELL POLICE DEPT",39
"5731","LOWER TOWNSHIP POLICE DEPARTMENT",3
"5732","LOWNDES COUNTY JAIL, GA",311
"5733","LOWNDES COUNTY JAIL, HAYNEVILLE, AL",2
"5734","LOWNDES COUNTY, GA",3
"5735","LOWNDES COUNTY, MS",59
"5736","LRA CAP STREET ARREST",49
"5737","LRA GENERAL AREA, NON-SPECIFIC",572
"5738","LRA OFFICE ARREST",619
"5739","LRD GENERAL AREA, NON-SPECIFIC",2514
"5740","LRN GENERAL AREA, NON-SPECIFIC",9
"5741","LRS GENERAL AREA, NON-SPECIFIC",24
"5742","LRW GENERAL AREA, NON-SPECIFIC",17
"5743","LSC GENERAL AREA, NON-SPECIFIC",1
"5744","LTV GENERAL AREA, NON-SPECIFIC",956
"5745","LUBBOCK COUNTY JAIL",565
"5746","LUBBOCK COUNTY SHERIFF'S OFFICE",79
"5747","LUBBOCK POLICE DEPARTMENT",6
"5748","LUBBOCK TEXAS FUG OPS AOR",93
"5749","LUCAS COUNTY IOWA",1
"5750","LUCAS COUNTY JAIL",113
"5751","LUCE COUNTY JAIL, NEWBERRY, MI",2
"5752","LUCILE PLANE STATE JAIL, TDCJ,904 FM 686, DAYTON, TX 77535",159
"5753","LUDOWICI, GA",1
"5754","LUFKIN, TX",12
"5755","LUFKIN, TX (CAP ENF OP)",7
"5756","LUK GENERAL AREA, NON-SPECIFIC",6
"5757","LUMBERTON POLICE DEPARTMENT",2
"5758","LUMPKIN COUNTY, GA",13
"5759","LUMPKIN, GA (DAWSON COUNTY)",11
"5760","LUMPKIN, GA (STEWART COUNTY)",11
"5761","LUNA COUNTY DETENTION CENTER",77
"5762","LUNENBURG CORRECTIONAL CENTER-VA",40
"5763","LUZERNE COUNTY CORRECTIONAL FACILITY",229
"5764","LUZERNE COUNTY PROBATION",52
"5765","LVD GENERAL AREA, NON-SPECIFIC",99
"5766","LVG GENERAL AREA, NON-SPECIFIC",4570
"5767","LYCHNER STATE JAIL, TEXAS DEPT OF CRIMINAL JUSTICE, HARRIS CO, HUMBLE, TX",1
"5768","LYCOMING COUNTY PRISON",11
"5769","LYCOMING COUNTY PROBATION",2
"5770","LYN GENERAL AREA, NON-SPECIFIC",1
"5771","LYNCHNER STATE JAIL, TEXAS DEPT OF CRIMINAL JUSTICE",878
"5772","LYNDHURST PD",37
"5773","LYNN",4
"5774","LYNN COUNTY JAIL",2
"5775","LYNN DISTRICT COURT",113
"5776","LYNN POLICE DEPARTMENT",57
"5777","LYNNWOOD CITY JAIL",92
"5778","LYNWOOD CRDF LOS ANGELES COUNTY",6
"5779","LYNWOOD CRDF LOS ANGELES COUNTY SHERIFF'S DEPT",982
"5780","LYNWOOD CRDF, LOS ANGELES COUNTY, CA",8
"5781","LYNWOOD CRDF- LOS ANGELES COUNTY SHERIFF'S DEPT.",1
"5782","LYON COUNTY JAIL, IA",1
"5783","LYON COUNTY JAIL, MN",10
"5784","LYON COUNTY LAW ENFORCEMENT CENTER, MN",69
"5785","LYON COUNTY SHERIFFS OFFICE KANSAS",29
"5786","LYONS, GA",3
"5787","LZT GENERAL AREA, NON-SPECIFIC",2
"5788","LZT TRANSIT ZONE (ZAPATA COUNTY)",1
"5789","La Jolla, CA",2
"5790","La Mesa, CA",6
"5791","Larimer County",117
"5792","Larimer County Jail",36
"5793","Larimer County Probation",29
"5794","Lee County, NC",4
"5795","Lemon Grove, CA",13
"5796","Linda Vista, CA",8
"5797","Logan County",3
"5798","Lucas County, OH",45
"5799","MAC PUMP AREA",2
"5800","MACDOUGALL CORRECTIONAL INSTITUTION",20
"5801","MACDOUGALL CORRECTIONAL INSTITUTION, SUFFIELD, CT",42
"5802","MACKINAC COUNTY JAIL, ST. IGNACE, MI",4
"5803","MACLAREN YOUTH CORRECTIONS FACILITY",25
"5804","MACOMB CORRECTIONAL FACILITY, NEW HAVEN, MI",56
"5805","MACOMB COUNTY JAIL, MT. CLEMENS, MI",137
"5806","MACOMB, MICHIGAN",60
"5807","MACON COUNTY JAIL",50
"5808","MACON COUNTY JAIL, TN",80
"5809","MACON COUNTY PROBATION, GA",1
"5810","MACON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",11
"5811","MACON COUNTY SHERIFF'S OFFICE, IL",15
"5812","MACON COUNTY, GA",10
"5813","MACON COUNTY, NC",7
"5814","MACON DRC PROBATION OFFICE",1
"5815","MACON PROBATION OFFICE",2
"5816","MACON, GA",28
"5817","MACOUPIN COUNTY SHERIFF'S OFFICE, IL",2
"5818","MADERA COUNTY",372
"5819","MADERA COUNTY JAIL",525
"5820","MADERA COUNTY PROBATION",3
"5821","MADERA COUNTY SHERIFF'S DEPARTMENT",4
"5822","MADERA POLICE DEPARTMENT",8
"5823","MADISON CO. TN",1
"5824","MADISON COUNTY",10
"5825","MADISON COUNTY DETENTION CTR, KY",59
"5826","MADISON COUNTY IOWA",5
"5827","MADISON COUNTY JAIL",20
"5828","MADISON COUNTY JAIL ID",83
"5829","MADISON COUNTY JAIL, HUNTSVILLE, AL",22
"5830","MADISON COUNTY JAIL, MADISONVILLE, TX",42
"5831","MADISON COUNTY JAIL, NC",1
"5832","MADISON COUNTY MISDEMEANOR PROBATION OFFICE ID",6
"5833","MADISON COUNTY MUNICIPAL COURT",1
"5834","MADISON COUNTY PROBATION AND PAROLE",1
"5835","MADISON COUNTY PROBATION, MADISONVILLE, TX",2
"5836","MADISON COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",93
"5837","MADISON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",12
"5838","MADISON COUNTY SHERIFF'S OFFICE, INDIANA",100
"5839","MADISON COUNTY, GA",18
"5840","MADISON COUNTY, MADISONVILLE, TX",11
"5841","MADISON COUNTY, MS",829
"5842","MADISON COUNTY, NC",1
"5843","MADISON HEIGHTS, MICHIGAN",37
"5844","MADISON PARISH JAIL",14
"5845","MADISON PD",10
"5846","MADISON, GA",4
"5847","MADISONVILLE, TEXAS",7
"5848","MAGNOLIA POLICE DEPARTMENT",3
"5849","MAGNOLIA, TEXAS",18
"5850","MAHASKA COUNTY IOWA",9
"5851","MAHNOMEN COUNTY JAIL, MN",2
"5852","MAHONING COUNTY JAIL",63
"5853","MAHWAH PD",16
"5854","MAINE CORRECTIONAL CENTER, SOUTH WINHAM",10
"5855","MAINE STATE PRISON, WARREN",11
"5856","MAJOR COUNTY JAIL",10
"5857","MALDEN DISTRICT COURT",111
"5858","MALDEN POLICE DEPT",21
"5859","MALHEUR COUNTY FELONY PROBATION OFFICE, OR",2
"5860","MALHEUR COUNTY GENERAL AREA ID",8
"5861","MALHEUR COUNTY JAIL OREGON",39
"5862","MALHEUR COUNTY MISDEMEANOR PROBATION OFFICE, OR",3
"5863","MALIBU/ LOST HILLS SHERIFFS DEPT, AGOURA, CA",15
"5864","MAMMOTH POLICE DEPARTMENT",2
"5865","MANALAPAN PD",5
"5866","MANASQUAN PD",6
"5867","MANCHESTER ICE OFFICE",469
"5868","MANCHESTER JUDICIAL MARSHAL'S LOCKUP",4
"5869","MANCHESTER POLICE DEPARTMENT, MISSOURI",7
"5870","MANCHESTER TOWNSHIP POLICE DEPARTMENT",5
"5871","MANCHESTER, CT",22
"5872","MANCHESTER, CT POLICE DEPARTMENT",6
"5873","MANHATTAN CRIMINAL COURT",21
"5874","MANISTEE COUNTY JAIL, MANISTEE, MI",9
"5875","MANLIUS TOWN POLICE DEPARTMENT",9
"5876","MANSFIELD CITY JAIL",5
"5877","MANSFIELD COUNTY JAIL",323
"5878","MANSFIELD TOWNSHIP POLICE DEPARTMENT",4
"5879","MANSFIELD TWP PD",2
"5880","MANSFIELD, CT",1
"5881","MANSON YOUTH INSTITUTION, CHESHIRE, CT",12
"5882","MANTECA POLICE DEPARTMENT",8
"5883","MANVEL POLICE DEPT, BRAZORIA COUNTY, TX",1
"5884","MANVEL POLICE DEPT, MONTGMERY COUNTY,TX",1
"5885","MANVILLE PD",9
"5886","MAPLE SHADE POLICE DEPARTMENT",14
"5887","MAPLEWOOD PD",6
"5888","MAPLEWOOD POLICE DEPARTMENT, MISSOURI",12
"5889","MARENGO COUNTY JAIL, AL",2
"5890","MARGATE CITY POLICE DEPARTMENT",2
"5891","MARGOS",1
"5892","MARICOPA CITY POLICE DEPARTMENT",6
"5893","MARIES COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"5894","MARIETTA MUNICIPAL PROBATION",1
"5895","MARIETTA PAROLE",1
"5896","MARIETTA PROBATION OFFICE",7
"5897","MARIETTA, GA",195
"5898","MARIN COUNTY JAIL - CA",1185
"5899","MARIN COUNTY SHERIFF'S DEPARTMENT",36
"5900","MARION COUNTY",1
"5901","MARION COUNTY DETENTION CENTER",44
"5902","MARION COUNTY DETENTION CTR, KY",192
"5903","MARION COUNTY GENERAL AREA",2
"5904","MARION COUNTY IOWA",16
"5905","MARION COUNTY JAIL",992
"5906","MARION COUNTY JAIL, GA",12
"5907","MARION COUNTY JAIL, TN",63
"5908","MARION COUNTY JUVENILE FACILITY",10
"5909","MARION COUNTY PROBATION",1
